concept,Length,Temperature,Physical quantity,Metre,Distance,Physics,Hertz,Joule,Kilogram,Speed,Work (physics),Light,Mass,Motion,Velocity,Displacement (vector),Position (vector),Direction (geometry),Frame of reference,Inertial frame of reference,Non-inertial reference frame,Scalar (mathematics),Euclidean vector,Acceleration,Newton's laws of motion,Equations of motion,Force,Planet,Gravity,Free fall,Friction,Gravitational field,Gravitational acceleration,Gravity of Earth,Electric potential energy,Potential energy,Energy,Tension (physics),Electrical resistance and conductance,Energy level,Kinetic energy,Mechanical energy,Le Sage's theory of gravitation,Wave,Transmission medium,Sound,Amplitude,Reflection (physics),Crest (physics),Wavelength,Frequency,Transverse wave,Motion graphs and derivatives,Standing wave,Interference (wave propagation),Ray (optics),Hardness,Geometrical optics,Optical microscope,Telescope,Specular reflection,Angle of incidence,Mirror image,Refractive index,Snell's law,Refraction,Virtual image,Real image,Magnification,Plane mirror,Curved mirror,Total internal reflection,Laser,Field (physics),Magnet,Electric field,Magnetic field,Electron,Plasticity (physics),Electric charge,Strength of materials,Electrical polarity,Compass,Magnetism,Coulomb,Insulator (electricity),Electrostatics,Electrical conductor,Electroscope,Series and parallel circuits,Power (physics),Voltage,Electric potential,Ohm's law,Electromotive force,Electric current,Ohm,Collision,Ammeter,Ohmmeter,Voltmeter,Scalar multiplication,Phase velocity,Contact force,Resultant force,Free body diagram,Normal force,Gravitational constant,Compression (physics),Tangential and normal components,Torque,Lever,Crystallinity,Stiffness,Refracting telescope,Rarefaction,Diffraction,Pitch (music),Intensity (physics),Sound intensity,Musical tone,Resonance (particle physics),Coulomb's law,Newton's law of universal gravitation,Field line,Capacitance,Capacitor,Dielectric,Color,Projectile motion,Elastic collision,Inelastic collision,Elasticity (physics),Relative velocity,Hooke's law,Fracture,Creep (deformation),Fatigue (material),Deformation (engineering),Doppler effect,Electromagnetic radiation,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Sonic boom,Shock wave,Electromagnetic spectrum,Scattering,Photoelectric effect,Emission spectrum,Absorption spectroscopy
Reflection (physics),0.11579151598720333,0.11579151598720333,0.14322031319632142,0.2448288744368981,0.6675005333661701,1.0,0.5030340956004473,0.14322031319632142,0.11579151598720333,0.5030340956004473,0.14322031319632142,0.7576082430916284,0.11579151598720333,0.5679390987144423,0.11579151598720333,0.11579151598720333,0.10107795594710277,0.3201089779462412,0.07345729662768685,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.0,0.0,0.0,0.5679390987144423,0.0,0.11579151598720333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crest (physics),0.10107795594710277,0.0,0.5196551656751979,0.2448288744368981,0.8196437211282466,1.0,0.5030340956004473,0.14322031319632142,0.0,0.5030340956004473,0.14322031319632142,0.11478912774115582,0.0,0.8026290831021792,0.0,0.8196437211282466,0.10107795594710277,0.3201089779462412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0817887594560809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wavelength,0.2602578477955496,0.0,0.4376642080079843,0.2448288744368981,0.4376642080079843,1.0,0.24964355987448014,0.14322031319632142,0.06442793558293201,0.24964355987448014,0.14322031319632142,0.11478912774115582,0.06442793558293201,0.24964355987448014,0.13520988315281898,0.4376642080079843,0.2565825035580301,0.24964355987448014,0.06152755634994436,0.0,0.0,0.06152755634994436,0.06152755634994436,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.06152755634994436,0.06152755634994436,0.0,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.0,0.0,0.0,0.24964355987448014,0.0,0.0,0.4376642080079843,0.0,0.19629593194442932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frequency,0.2602578477955496,0.0,0.4907398298610733,0.2448288744368981,0.5030340956004473,1.0,0.5030340956004473,0.14322031319632142,0.06442793558293201,0.5030340956004473,0.14322031319632142,0.11478912774115582,0.06442793558293201,0.8026290831021792,0.13520988315281898,0.4907398298610733,0.2565825035580301,0.3201089779462412,0.06152755634994436,0.0,0.0,0.06152755634994436,0.06152755634994436,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.06152755634994436,0.06152755634994436,0.0,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.0,0.0,0.0,0.9014906328800673,0.0,0.0,0.4376642080079843,0.0,0.4907398298610733,0.5498216897563482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transverse wave,0.2219840840885443,0.0,0.3852536982086931,0.2448288744368981,0.5004536784399625,1.0,0.5004536784399625,0.14322031319632142,0.06442793558293201,0.5004536784399625,0.14322031319632142,0.11478912774115582,0.06442793558293201,0.5004536784399625,0.13520988315281898,0.3852536982086931,0.2219840840885443,0.3201089779462412,0.06152755634994436,0.0,0.0,0.06152755634994436,0.06152755634994436,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.06152755634994436,0.06152755634994436,0.0,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.0,0.0,0.0,0.5004536784399625,0.0,0.0,0.2219840840885443,0.0,0.3852536982086931,0.2219840840885443,0.08416044106940168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motion graphs and derivatives,0.1323639899307298,0.0,0.14322031319632142,0.2448288744368981,0.5030340956004473,1.0,0.5030340956004473,0.14322031319632142,0.0,0.5030340956004473,0.14322031319632142,0.11478912774115582,0.0,0.5045097093785126,0.3863139518651971,0.05854598008058904,0.1323639899307298,0.3201089779462412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022590668903232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Standing wave,0.19214526205228574,0.11579151598720333,0.19214526205228574,0.2448288744368981,0.5030340956004473,1.0,0.5030340956004473,0.14322031319632142,0.11579151598720333,0.5030340956004473,0.14322031319632142,0.25359043191217506,0.11579151598720333,0.8026290831021792,0.11579151598720333,0.19214526205228574,0.19214526205228574,0.3201089779462412,0.07345729662768685,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.0,0.0,0.0,0.9498633009858268,0.0,0.11579151598720333,0.19214526205228574,0.25359043191217506,0.09655405283526117,0.09655405283526117,0.054909556063573055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interference (wave propagation),0.10107795594710277,0.0,0.5196551656751979,0.2448288744368981,0.8196437211282466,1.0,0.5030340956004473,0.14322031319632142,0.0,0.5030340956004473,0.14322031319632142,0.11478912774115582,0.0,0.8026290831021792,0.0,0.8196437211282466,0.10107795594710277,0.3201089779462412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0817887594560809,0.0,0.0,0.0,0.0,1.104164617187415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray (optics),0.0,0.0,0.0,0.0,0.6675005333661701,1.0,0.0,0.0,0.0,0.0,0.0,1.262680405152714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hardness,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geometrical optics,0.11579151598720333,0.11579151598720333,0.14322031319632142,0.2448288744368981,0.5868796249301347,1.0,0.421745890143516,0.14322031319632142,0.11579151598720333,0.421745890143516,0.14322031319632142,0.5868796249301347,0.11579151598720333,0.421745890143516,0.11579151598720333,0.11579151598720333,0.10107795594710277,0.3201089779462412,0.07345729662768685,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.0,0.0,0.0,0.421745890143516,0.0,0.11579151598720333,0.005575656572177052,0.421745890143516,0.0082941943075111,0.005575656572177052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optical microscope,0.4229190026677681,0.0,0.2730137220304877,0.0,0.33375026668308505,1.0,0.0,0.2730137220304877,0.0,0.0,0.2730137220304877,0.3156701012881785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telescope,0.21145950133388405,0.11579151598720333,0.14322031319632142,0.2448288744368981,0.5198603854199589,1.0,0.5030340956004473,0.14322031319632142,0.11579151598720333,0.5030340956004473,0.14322031319632142,0.5198603854199589,0.11579151598720333,0.5198603854199589,0.11579151598720333,0.11579151598720333,0.10107795594710277,0.3201089779462412,0.07345729662768685,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.4546982699657982,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.0,0.0,0.0,0.5198603854199589,0.0,0.11579151598720333,0.0,0.5198603854199589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Specular reflection,0.11579151598720333,0.11579151598720333,0.14322031319632142,0.2448288744368981,0.6675005333661701,1.0,0.5030340956004473,0.14322031319632142,0.11579151598720333,0.5030340956004473,0.14322031319632142,0.7576082430916284,0.11579151598720333,0.5679390987144423,0.11579151598720333,0.11579151598720333,0.10107795594710277,0.3201089779462412,0.07345729662768685,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.0,0.0,0.0,0.5679390987144423,0.0,0.11579151598720333,0.0,1.1552453009332422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564216415790728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angle of incidence,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirror image,0.11579151598720333,0.11579151598720333,0.14322031319632142,0.2448288744368981,0.6675005333661701,1.0,0.2997393213232196,0.14322031319632142,0.11579151598720333,0.2997393213232196,0.14322031319632142,0.9378191775981021,0.11579151598720333,0.2997393213232196,0.11579151598720333,0.11579151598720333,0.10107795594710277,0.2997393213232196,0.07345729662768685,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.11579151598720333,0.11579151598720333,0.0,0.0,0.0,0.0,0.11579151598720333,0.0,0.0,0.0,0.0,0.0,0.0,0.2997393213232196,0.0,0.11579151598720333,0.005575656572177052,0.2997393213232196,0.0082941943075111,0.005575656572177052,0.0,0.0,0.0,0.0,0.0,0.9378191775981021,0.0,0.04903235005139154,0.0,0.0,0.1845644653195771,0.05545892561785519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Refractive index,0.0,0.0,0.0,0.0,0.7963256011667981,1.0,0.7963256011667981,0.0,0.0,0.7963256011667981,0.0,0.7056155205265167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snell's law,0.07330955863417975,0.0,0.07330955863417975,0.07330955863417975,0.6675005333661701,1.0,0.07330955863417975,0.07330955863417975,0.06442793558293201,0.07330955863417975,0.07330955863417975,1.128432831581456,0.06442793558293201,0.07330955863417975,0.07330955863417975,0.07330955863417975,0.07330955863417975,0.07330955863417975,0.06152755634994436,0.0,0.0,0.06152755634994436,0.06152755634994436,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.06152755634994436,0.06152755634994436,0.0,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.0,0.0,0.0,0.07330955863417975,0.0,0.0,0.07330955863417975,0.0,0.07330955863417975,0.07330955863417975,0.0,0.0,0.0,0.0,0.0,1.128432831581456,0.0,0.0,0.0,0.0,0.0,0.7979923186124719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
