concept,Right angle,Angle bisector theorem,Arc length,Skew lines,Rigid transformation,Perpendicular,Star polygon,Self-similarity,Hendecagon,Exterior angle theorem,Circle,Right triangle,Symmetry,Dodecagon,Arc (geometry),Convex polygon,Scaling (geometry),Collinearity,Altitude (triangle),Slope,Parallelogram,Pentagon,Bisection,Nonagon,Rectangle,Inverse trigonometric functions,Diameter,Face (geometry),Cross section (geometry),Chord (geometry),Cone,Diagonal,Edge (geometry),Distance,Coordinate system,Trigonometric functions,Pythagorean triple,Similarity (geometry),Rhombus,Midpoint,Octagon,Reflection (mathematics),Concentric,Secant line,Sine,Prism (geometry),Parallel (geometry),Line segment,Special right triangles,Cylinder (geometry),Vertex (geometry),Trapezoid,Heptagon,Polygon,Reflection symmetry,Isosceles triangle,Line (geometry),Quadrilateral,Rotational symmetry,Tangent,Triangle inequality,Cartesian coordinate system,Internal and external angle,Circumference,Rotation (mathematics),Decagon,Scale factor,Congruence (geometry),Point (geometry),Geometry,Radius,Space (mathematics),Angle,Triangle,Two-dimensional space,Translation (geometry),Sphere,Grade (slope),Tessellation,Kite (geometry),Pythagorean theorem,Transversal (geometry),Plane (geometry),Square,Pyramid (geometry),Hexagon,Polyhedron,Equilateral triangle,Acute and obtuse triangles
Line (geometry),0.010587832699801698,0.0,0.0,0.02043088560987943,0.0,0.019948146751998075,0.0,0.0,0.0,0.0,0.025002264351590708,0.0,0.009928655601395412,0.0,0.0,0.008238174152045337,0.0,0.05475442791027964,0.0,0.2737721395513982,0.006058764512259118,0.0,0.0,0.0,0.006250566087897677,0.0,0.009928655601395412,0.0,0.0,0.0,0.0,0.016990008177964637,0.0,0.08778758469493535,0.0,0.0,0.0,0.0,0.0064473500758011676,0.014011962425127889,0.0,0.0,0.0,0.04086177121975886,0.01656099452074314,0.0,0.0,0.07289968523605897,0.0,0.0,0.0,0.007516127335345906,0.0,0.009355081194306803,0.0,0.0,0.0,0.012117529024518237,0.0,0.0053367176955596875,0.0192630774293699,0.0,0.0,0.013000360965851202,0.0,0.0,0.0,0.0,0.0,0.1463761326806194,0.0,0.0,0.04209786537438061,0.010529197249931604,0.0,0.0,0.03847759226860421,0.0,0.0,0.0,0.007989766403386315,0.0,0.008760847420885879,0.008736566125818088,0.0,0.007989766403386315,0.0,0.0,0.0
Quadrilateral,0.017579797690236782,0.0,0.0,0.0,0.0,0.02208096747390982,0.00212758200283489,0.0,0.0021974747112795978,0.0,0.01297287301261782,0.0,0.0061819931103028036,0.0021974747112795978,0.0,0.0,0.0,0.003788042182472176,0.0,0.0,0.03898186223925207,0.007739244224595332,0.0,0.002347333484556838,0.023351171422712078,0.0,0.0020606643701009345,0.0,0.0,0.0,0.0,0.16396960722696058,0.0,0.010411465570288828,0.0,0.0,0.0,0.0,0.008028775566092019,0.04071400402773009,0.0061819931103028036,0.0,0.0,0.0,0.010311562626123085,0.0,0.0,0.01210409868070413,0.0,0.0,0.0,0.03119901912785093,0.001934811056148833,0.006795672188317205,0.0,0.0,0.0,0.2640706796852559,0.0,0.014399068499340287,0.0,0.0,0.0,0.0,0.0,0.021275820028348904,0.0,0.0,0.0,0.00904934742385202,0.0,0.0,0.08446049719765669,0.010926525448042231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025385494025961988,0.0,0.00663301361790562,0.0,0.0,0.0
Rotational symmetry,0.0,0.0,0.0,0.0,0.0,0.024899814385472775,0.0,0.0,0.0,0.0,0.005851593784414846,0.0,0.7528878417738989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011344069725080902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007952769785430254,0.0,0.023481177669162037,0.0,0.0,0.0,0.0,0.0,0.013117581844800576,0.009294911626838258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004378974176058503,0.014827951042083471,0.0,0.0,0.0,0.3804098734992167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02404272397917752,0.0,0.0,0.0,0.0,0.0,0.03503179340846802,0.0032857069432410675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012268369453276463,0.0,0.022439343941425396,0.0,0.008201644394020822,0.0
Tangent,0.0,0.0,0.0,0.0,0.0,0.01343446617991707,0.0,0.0,0.0,0.0,0.07156260357776728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2950034483329352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01115332284050048,0.0,0.0,0.025338107535855973,0.0,0.01169087649181592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08255745613788014,0.02230664568100096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4241056878879474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018876991492029507,0.018873255511396746,0.0,0.02520144321731628,0.0023636973418213803,0.0,0.0,0.006478370126856831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Triangle inequality,0.003903893621155933,0.0,0.02841034883437795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002304677998889646,0.028676456398519515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022339578648553175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012212576965017286,0.0,0.0,0.0647372132945892,0.0,0.0,0.0064005915988712865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006106288482508643,0.0,0.0,0.0026879213550725653,0.0,0.0,0.0,0.0,0.0,0.02414551682552929,0.0,0.020623572598502643,0.0,0.006701873594565952,0.0,0.0,0.2983086627609685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02181809941536868,0.0,0.0,0.22593305029602403,0.12811503692933537,0.0,0.0,0.003546817164424411,0.0,0.0,0.0,0.0058918947779161655,0.0,0.0,0.006442607422390992,0.0,0.0,0.0,0.0,0.0
Cartesian coordinate system,0.032756107415011504,0.0,0.0,0.0,0.0,0.09600045624399073,0.0,0.0,0.0,0.0,0.032229481390722396,0.0,0.010238926088939018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006248100903267216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008760472966763015,0.0,0.2198608705975836,0.7528733837663449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01707852559951636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086624416363199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04175223465424582,0.07224918125456567,0.0,0.033765996185701114,0.0,0.01340662224603405,0.0,0.019840008513499048,0.0,0.0,0.0,0.0,0.0,0.0,0.009009583817249903,0.0,0.0,0.0,0.0,0.0
Internal and external angle,0.0,0.0,0.0,0.0,0.0,0.0,0.022182658259065412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01782686865688499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2024378225653275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05557416526334476,0.0,0.0,0.0,0.0,0.0,0.0,0.006739326652892137,0.0,0.0,0.34414429836105676,0.02278449240968806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Circumference,0.0,0.0,0.06054110049230539,0.0,0.0,0.010449029251046611,0.0,0.0,0.0,0.0,0.1571570902099987,0.0,0.015602173087907074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009520915662121472,0.0,0.0,0.0,0.00982231813812492,0.0,0.07801086543953538,0.0,0.0,0.0,0.0,0.013349292139829355,0.0,0.03941483394466485,0.0,0.0,0.0,0.0,0.02026310023823224,0.0,0.0,0.0,0.03693264295966963,0.0,0.0,0.0,0.0,0.011455664822809266,0.0,0.0,0.0,0.01181105724125785,0.0,0.03675210469191958,0.0,0.0,0.0,0.009520915662121472,0.0,0.0,0.0,0.0,0.0,0.5107284665155829,0.0,0.0,0.0,0.0,0.0,0.024470174156334547,0.08807519238651815,0.0,0.022051262815151747,0.005515293797583221,0.0,0.0,0.04534859088799782,0.0,0.0,0.0,0.012555347205321352,0.0,0.0,0.006864444813142783,0.0,0.0,0.0,0.0,0.0
Rotation (mathematics),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016838259665357007,0.0,0.1872260770548849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033784143381141295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03774651102279349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07550796596811803,0.0,0.0,0.28981659699913725,0.0,0.0,0.0,0.1813943635519913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Decagon,0.0,0.0,0.0,0.0,0.0,0.004903455067530253,0.015118906746402126,0.0,0.007807787242311866,0.0,0.050702915975572214,0.0,0.10250366229820515,0.007807787242311866,0.0,0.0,0.0,0.0,0.0,0.0,0.01787166291884254,0.09624333879301233,0.009248173327798457,0.00834024634736396,0.004609355997779292,0.0,0.00732169016415751,0.0,0.0,0.0,0.0,0.018793416867245796,0.0,0.009248173327798457,0.0,0.0,0.0,0.0,0.00475447044695952,0.0,0.02196507049247253,0.0,0.0,0.0,0.0,0.0,0.0,0.005375842710145131,0.0,0.0,0.0,0.01662785712177083,0.006874524199500881,0.05863911229057112,0.0,0.0,0.0,0.00893583145942127,0.0,0.0196772831232927,0.0,0.0,0.0,0.0,0.0,0.4686861091384659,0.0,0.0,0.0,0.004593284087446038,0.041331375198142596,0.0,0.03794295501154602,0.015529095385373984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003221303711195496,0.0,0.017675684333748495,0.009586858365879098,0.0,0.0
Scale factor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1417173428266061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19475565007952042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7947186311515453,0.0,0.0,0.024182289754495316,0.0,0.0,0.0726394539793234,0.05450407988199889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congruence (geometry),0.005502338253440252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012993302733897533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005159773777103127,0.0,0.0,0.0,0.0,0.008829453068863511,0.0,0.019552240460739254,0.009485019008079937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01721300217904011,0.0,0.0,0.007576975158393531,0.0,0.0,0.0,0.0,0.0,0.02187763082448126,0.0,0.0,0.0,0.006297298548174832,0.0,0.0,0.0,0.007010181766259566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022658995911692462,0.0,0.0,0.35004209319170015,0.11308523660556463,0.0,0.0,0.01999622905297542,0.0,0.0,0.0,0.00415216206790155,0.0,0.0,0.0,0.0,0.0,0.006756093100363616,0.0,0.0
Point (geometry),0.0,0.0,0.0,0.0,0.0,0.018674860789104582,0.0,0.0,0.0,0.0,0.01755478135324454,0.0,0.027884734880514774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01701610458762135,0.0,0.0,0.0,0.03510956270648908,0.0,0.027884734880514774,0.0,0.0,0.0,0.0,0.023858309356290765,0.0,0.0,0.0,0.0,0.0,0.0,0.018107451276718173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061421862454211384,0.0,0.0,0.0,0.021109123580120414,0.0,0.013136922528175509,0.0,0.0,0.0,0.01701610458762135,0.0,0.0,0.0,0.0,0.0,0.0365116520743055,0.0,0.0,0.0,0.0,0.0,0.1661889274617444,0.039352745534401726,0.0,0.052547690112702036,0.009857120829723204,0.0,0.0,0.1080647272224629,0.0,0.0,0.0,0.022439343941425396,0.0,0.0,0.012268369453276463,0.0,0.0,0.0,0.0,0.0
Geometry,0.0030920219388801415,0.0,0.0,0.0,0.0,0.0019418549935573347,0.0,0.0,0.0,0.0,0.010952319339856105,0.0,0.05509085895641525,0.0,0.0,0.0,0.0,0.0053300770532130615,0.0,0.0,0.0017693737071199196,0.0,0.0,0.0,0.0018253865566426844,0.0,0.0028995188924429076,0.0,0.0,0.0,0.004836396629951536,0.004961683804184363,0.0,0.029299522578334933,0.0,0.0,0.02534747557960089,0.0028995188924429076,0.0018828544469153851,0.0,0.0,0.0,0.0,0.0,0.1209099157487884,0.0,0.0,0.0021289288608760584,0.0,0.0,0.0,0.004389950479051591,0.0,0.004098022293081299,0.0,0.0,0.0027224332559970302,0.010616242242719516,0.0,0.0,0.0,0.0,0.0,0.003796565591797253,0.0,0.0,0.0,0.0024058384691813812,0.0028995188924429076,0.26466767127320423,0.0,0.0,0.05327428981005687,0.010249661039756428,0.0,0.0,0.025282842707467813,0.0,0.014649761289167467,0.0,0.013999767680269826,0.0,0.002558477565391451,0.0025513865677167864,0.0,0.0,0.0,0.0,0.0
Radius,0.0,0.0,0.0,0.0,0.0,0.00895631078661138,0.0,0.0,0.0,0.0,0.09261042815946353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05349316487282425,0.0,0.0,0.0,0.0,0.0,0.0,0.11824450183399454,0.24583620694411265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02230664568100096,0.0,0.0,0.01963828255338731,0.0,0.0,0.0,0.0,0.0,0.03780216482597443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03502138056106854,0.0,0.0,0.0,0.0,0.0,0.012584660994686338,0.7549302204558699,0.0,0.044102525630303493,0.0,0.0,0.0,0.038870220761140994,0.0,0.0,0.0,0.0,0.0,0.0,0.005883809839836671,0.0,0.0,0.0,0.0,0.0
Space (mathematics),0.0,0.0,0.0,0.0,0.0,0.007314320475732627,0.0,0.0,0.0,0.0,0.07563184966356189,0.0,0.010921521161534952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019993922890455092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12415672692569427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06742192251260212,0.0,0.0,0.0,0.008018965375966487,0.0,0.0,0.0,0.0,0.0,0.005145294656868741,0.0,0.0,0.0,0.0,0.0,0.0528335051860409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2055494629132102,0.0,0.028250200675533584,0.06688883053929363,0.015442822633233018,0.0,0.0,0.01058133787386616,0.0,0.0,0.0,0.0,0.0,0.0,0.009610222738399897,0.0,0.0,0.0,0.0,0.0
Angle,0.052051914948745774,0.0,0.0047350581390629915,0.00502211713315472,0.0,0.0032689700450201685,0.0,0.0,0.0,0.0063128940057058285,0.030729039985195286,0.0017379670544557283,0.0,0.0,0.0,0.004050052097094914,0.0,0.0,0.0,0.008972792655688283,0.0014893052432368781,0.0,0.0030827244425994855,0.0,0.0,0.0,0.02196507049247253,0.0,0.0,0.0,0.0,0.0,0.0,0.006165448885198971,0.013459188983532424,0.004267061065914191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032566871906712765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016097011217019525,0.0,0.0,0.0,0.004467915729710635,0.0,0.013118188748861802,0.0,0.0033158029210985655,0.0063128940057058285,0.0031956194552930327,0.0,0.0,0.0,0.0,0.0,0.01531094695815346,0.017221406332559416,0.0,0.4507163140765467,0.008627275214096659,0.0,0.0,0.004729089552565881,0.0,0.0,0.0,0.0,0.0,0.0,0.001073767903731832,0.0,0.0,0.0031956194552930327,0.0021535043939607743,0.0
Triangle,0.010468868287444375,0.0,0.0038093276714259577,0.0,0.0,0.0072321370996008,0.0010135896283168465,0.0,0.0010468868287444376,0.0025393438809468392,0.026575440535511023,0.020273678606021767,0.001963419534657969,0.0010468868287444376,0.0,0.004887366238516784,0.0,0.0,0.0,0.0,0.004193481954552379,0.002765258048787995,0.0012400172476973211,0.0011182802218562913,0.003708201004955027,0.0021567029642681947,0.006871968371302892,0.0,0.0,0.0,0.0016374915930622428,0.0016799109209672898,0.0,0.024800344953946424,0.0054139209619152905,0.008582066638186968,0.0017164133276373937,0.0,0.0006374907940118009,0.013854524645070272,0.002945129301986954,0.0,0.0023238516918443817,0.0,0.057312205757178505,0.0,0.0,0.0007208058764913696,0.0043134059285363895,0.0,0.0,0.0022295029399228305,0.0009217526829293317,0.009249967922460658,0.0,0.014748042926869306,0.0,0.002396275402601359,0.0,0.013191886438462148,0.0038093276714259577,0.001333772410958749,0.0,0.0,0.0,0.010135896283168466,0.0,0.0016291220795055946,0.0,0.004619089054229442,0.03325085914816865,0.0,0.252986622679299,0.13464753217290812,0.0,0.0,0.005706788965680626,0.0,0.0,0.0,0.003949996873584246,0.0,0.0,0.011661843323002121,0.0,0.007899993747168491,0.0,0.009528652026311831,0.0
Two-dimensional space,0.0,0.0,0.0,0.0,0.0,0.031917034803196916,0.01230129230729991,0.0,0.012705399239762036,0.0,0.03750339652738606,0.0,0.011914386721674494,0.012705399239762036,0.0,0.0,0.0,0.0,0.0,0.0,0.007270517414710942,0.011186725742824161,0.0,0.013571855419801352,0.022502037916431634,0.0,0.011914386721674494,0.0,0.0,0.0,0.0,0.01019400490677878,0.0,0.07524650116708745,0.2409194828052304,0.0,0.0,0.0,0.007736820090961401,0.0,0.011914386721674494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009019352802415085,0.011186725742824161,0.03929134101608856,0.0,0.0,0.0,0.007270517414710942,0.0,0.0,0.0,0.04856144096263445,0.0,0.01560043315902144,0.0,0.12301292307299912,0.0,0.0,0.0,0.03737262962058367,0.016814354910153467,0.0,0.07858268203217712,0.016846715599890566,0.0780021657951072,0.0,0.08080294376406884,0.0,0.0,0.0,0.019175439368127156,0.0,0.010513016905063052,0.010483879350981705,0.0,0.009587719684063578,0.0,0.0,0.0
Translation (geometry),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11914386721674494,0.0,0.0,0.0,0.21901771164111855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3009860046683498,0.21901771164111855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18686314810291835,0.0,0.0,0.0,0.0,0.0,0.18215724726764906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sphere,0.006576912547641524,0.0,0.005982885225121945,0.0,0.0,0.006195659697091167,0.0,0.0,0.0,0.0,0.102891671413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024669788976643656,0.0,0.0,0.0,0.015430950188739488,0.0,0.0,0.06621692102703695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007299628255558233,0.0,0.0,0.0,0.0,0.0022641784590964197,0.0,0.0,0.0,0.0,0.0,0.001452789079586468,0.0,0.0,0.0,0.0,0.0,0.01823273904459451,0.0,0.0,0.0,0.00807551834114051,0.0,0.0,0.0,0.0,0.0,0.02224770657413569,0.1479663232093505,0.0,0.029055781591729363,0.0032702447929199335,0.004037759170570255,0.0,0.7080782332535378,0.0,0.0,0.0,0.002481527447639985,0.0,0.0,0.00407021198332231,0.0,0.0,0.0,0.0,0.0
Grade (slope),0.016442281369103813,0.0,0.0,0.0,0.0,0.010326099495151944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.133738742612849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025718250314565812,0.0,0.0,0.11685339004771227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051436500629131625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0994513038796064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004836457950899063,0.0,0.0,0.13801496256071447,0.005450407988199889,0.0,0.0,0.0,0.0,0.0,0.0,0.012407637238199924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tessellation,0.0,0.0,0.0,0.0,0.0,0.0029652650577294435,0.0,0.011452784057648751,0.0,0.0,0.013937073033825902,0.0,0.08412523056858004,0.0,0.0,0.011021341095303897,0.0,0.0,0.0,0.00813917171639292,0.0027018814716831207,0.05820120825658517,0.0,0.0,0.008362243820295542,0.0,0.0,0.0,0.0,0.0,0.0,0.0037883126342758986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006248577838232707,0.017710574856543166,0.0,0.0,0.0,0.007385308367358427,0.0,0.0,0.0032509319091756027,0.0,0.0,0.0,0.0,0.008314458322369309,0.056320117190049736,0.0,0.004157229161184654,0.0,0.018913170301781843,0.012497155676465414,0.0,0.0,0.0,0.0,0.0,0.0,0.0045714261952803726,0.0,0.0,0.0,0.02083271583579833,0.012497155676465414,0.0,0.03963267505966463,0.02034696225324621,0.0,0.0,0.004289731570486281,0.0,0.5648571810583388,0.0,0.0,0.0,0.0,0.052596489311512944,0.0,0.04988205511303349,0.028987291342776327,0.011720593171185161,0.0
Kite (geometry),0.011004676506880504,0.0,0.0,0.0,0.0,0.010366753430172227,0.005327331314185,0.0,0.005502338253440252,0.0,0.055221536619064523,0.003674363418278449,0.0928759279878563,0.005502338253440252,0.0,0.0,0.0,0.0,0.0,0.0,0.012594597096349663,0.014533935020204619,0.0,0.005877575181803736,0.0064966513669487665,0.0,0.005159773777103127,0.0,0.0,0.0,0.0,0.09712398375749863,0.0,0.0,0.0,0.0,0.0,0.0,0.020103548267852458,0.021845421733663953,0.015479321331309382,0.0,0.0,0.0,0.0,0.0,0.0,0.0037884875791967653,0.0,0.0,0.0,0.03906018930179762,0.009689290013469746,0.012154239346934034,0.0,0.014533935020204619,0.0,0.12279732168940923,0.0,0.049921422223030774,0.0,0.0,0.0,0.0,0.0,0.05327331314185001,0.0,0.0,0.0,0.008092498539890166,0.0,0.0,0.09237221903669866,0.02735933143683015,0.0,0.0,0.004999057263243855,0.0,0.02606965394765234,0.0,0.0,0.0,0.0,0.015890919488692742,0.0,0.029065134475310846,0.0,0.0,0.0
Pythagorean theorem,0.03460135637954569,0.0,0.0,0.0,0.0,0.007558393602479356,0.0,0.0,0.0,0.0,0.0026643963087271045,0.050230802381201624,0.0014107454675825557,0.0,0.0,0.0011705478881270015,0.0,0.0,0.0,0.0,0.01893934568740633,0.0013245853947369834,0.0,0.0,0.015098245749453593,0.0,0.004232236402747667,0.0,0.0,0.0,0.0,0.013277444496450297,0.0,0.044548520604841865,0.005186641179875788,0.0,0.04439764506256896,0.0,0.0009160927987144822,0.0,0.0,0.0,0.0,0.0,0.06588744429350553,0.0,0.0,0.003107456980998854,0.0,0.0,0.0,0.004271814029130934,0.0013245853947369834,0.0019938709111654972,0.0,0.0039737561842109505,0.0,0.0008608793494275603,0.0,0.0,0.0027370572881343664,0.0,0.0,0.001847198759410504,0.0,0.0,0.0,0.0,0.0,0.016815671885257236,0.007963741830427905,0.0,0.1880884892866119,0.09076190697249976,0.0,0.0,0.006834018002496982,0.0,0.0,0.0,0.09990218142275074,0.0,0.0,0.060826813457256615,0.0,0.0,0.0,0.0,0.0
Transversal (geometry),0.07355757454599074,0.0,0.0,0.047313629833404994,0.0,0.0076992847112975025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032455178354717396,0.0,0.0,0.4982811667704465,0.01625560277182423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plane (geometry),0.0,0.0,0.0,0.0,0.0,0.11815440768491167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046330669770236615,0.0,0.046330669770236615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038533263845079616,0.0,0.0,0.0,0.0,0.0,0.3183505818607546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04203944762957874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12649197717736013,0.0,0.0,0.07124254140279795,0.0,0.06600183259585994,0.0,0.17092930411629947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Square,0.041512690585361105,0.0,0.0,0.0,0.0,0.004345140876672848,0.0033493617668390848,0.0,0.003459390882113426,0.0,0.036760755011992274,0.004620239149716466,0.07136835610507988,0.003459390882113426,0.0,0.0,0.0,0.0,0.0,0.0,0.01385717428051343,0.015229453362755666,0.0,0.003695307168757794,0.018380377505996137,0.0,0.0,0.0,0.0,0.0,0.0,0.049960717117381155,0.0,0.01229274524016775,0.0,0.0,0.0,0.0,0.021065599257568172,0.0,0.012976064746378161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012278821884475984,0.003045890672551133,0.01986796946711692,0.0,0.0,0.0,0.04157152284154028,0.00915633188176674,0.006974720156573057,0.0,0.0,0.0,0.004247642691812769,0.0,0.033493617668390846,0.0,0.0,0.0,0.01322843078154323,0.027468995645300216,0.0,0.09781154199196022,0.021788140843917874,0.0,0.0,0.009428914937108459,0.0,0.0,0.0,0.002610517735759885,0.0,0.0,0.16841677472245362,0.0,0.013052588678799427,0.004247642691812769,0.0028624550979132074,0.0
