,topic_a,topic_b,score
1143,Sound,Distance,0.05843042317674563
1144,Energy,Tension (physics),0.058678731915654106
1145,Subtractive color,Length,0.05871324389369703
1146,Newton's laws of motion,Tension (physics),0.05886970014503753
1147,Emission spectrum,Electrostatics,0.05942050018645943
1148,Sonic boom,Compass,0.05953753231141775
1149,Shock wave,Compass,0.05953753231141775
1150,Absorption spectroscopy,Tension (physics),0.059614222187539624
1151,Interference (wave propagation),Velocity,0.05974793463177902
1152,Absorption spectroscopy,Power (physics),0.05988693732795176
1153,Capacitor,Light,0.060055614104187534
1154,Capacitance,Light,0.060055614104187534
1155,Newton's law of universal gravitation,Electric charge,0.060364185567962976
1156,Total internal reflection,Motion,0.06063863309270181
1157,Motion graphs and derivatives,Frame of reference,0.061023928837582266
1158,Optical microscope,Direction (geometry),0.06105927010651903
1159,Shock wave,Work (physics),0.061180093278512676
1160,Sonic boom,Work (physics),0.061180093278512676
1161,Pitch (music),Plane mirror,0.061292827423609794
1162,Free body diagram,Speed,0.06138257285281324
1163,Elasticity (physics),Speed,0.06138257285281324
1164,Direction (geometry),Distance,0.06140016599959735
1165,Electromagnetic radiation,Length,0.06144653516219514
1166,Deformation (engineering),Distance,0.061710332233786705
1167,Dielectric,Compass,0.06174703012208532
1168,Musical tone,Geometrical optics,0.062061415856023545
1169,Plane mirror,Physical quantity,0.06222450729738309
1170,Refraction,Length,0.062227982895862906
1171,Pigment,Plasticity (physics),0.06230618351853795
1172,Electrostatics,Mass,0.06251459263580694
1173,Mirror image,Geometrical optics,0.06252345828685489
1174,Electroscope,Physics,0.06263315345336344
1175,Photoelectric effect,Gravitational field,0.06274854364639423
1176,Photoelectric effect,Hertz,0.06275963207025673
1177,Energy,Temperature,0.06276937875948653
1178,Collision,Planet,0.06311089906734793
1179,Diffraction,Reflection (physics),0.06333297972863636
1180,Electromagnetic spectrum,Euclidean vector,0.06336445635743958
1181,Newton's law of universal gravitation,Frame of reference,0.0634844863179506
1182,Optical microscope,Magnet,0.06349013039842798
1183,Energy level,Crystallinity,0.0635887332630352
1184,Laser,Gravitational field,0.06376324184422044
1185,Laser,Voltage,0.06388559922048383
1186,Sound,Plane mirror,0.06409700686527524
1187,Field line,Metre,0.06422016088729107
1188,Inelastic collision,Planet,0.06430975875915511
1189,Standing wave,Frequency,0.06432262281732844
1190,Fracture,Distance,0.06433191939014216
1191,Subtractive color,Direction (geometry),0.064440255309014
1192,Shock wave,Plane mirror,0.06456318482486953
1193,Sonic boom,Plane mirror,0.06456318482486953
1194,Color,Euclidean vector,0.06469719055043438
1195,Electromagnetic spectrum,Length,0.06479120823999347
1196,Electromagnetic spectrum,Force,0.06495293797483954
1197,Musical tone,Frame of reference,0.06521791622476943
1198,Doppler effect,Hertz,0.06525619766006689
1199,Electron,Crystallinity,0.06542113720296944
1200,Electrostatics,Motion,0.06580974966584012
1201,Scattering,Speed,0.06590613083184738
1202,Sonic boom,Frame of reference,0.06606814945377579
1203,Shock wave,Frame of reference,0.06606814945377579
1204,Resonance (particle physics),Hertz,0.06622969314713249
1205,Intensity (physics),Optical microscope,0.06622969314713252
1206,Sound intensity,Optical microscope,0.06622969314713252
1207,Photoelectric effect,Energy level,0.06629985647402283
1208,Electric potential,Physics,0.06632810559588066
1209,Absorption spectroscopy,Voltage,0.06644102318930317
1210,Wave,Distance,0.0665294373919793
1211,Diffraction,Mirror image,0.06652997003691807
1212,Field line,Velocity,0.06653747265811756
1213,Wavelength,Frame of reference,0.06657155873190793
1214,Electromagnetic radiation,Physical quantity,0.06659881216323121
1215,Free body diagram,Distance,0.06688243133694328
1216,Elasticity (physics),Distance,0.06688243133694328
1217,Subtractive color,Magnet,0.06700571764680294
1218,Pigment,Length,0.06710085016422516
1219,Scattering,Diffraction,0.06712144066653716
1220,Laser,Angle of incidence,0.06734741192653278
1221,Huygens–Fresnel principle,Frame of reference,0.06735967058552496
1222,Energy,Free fall,0.06745750001055861
1223,Scattering,Joule,0.06766190477900168
1224,Series and parallel circuits,Distance,0.06778175357973806
1225,Energy,Electric charge,0.06794313661900975
1226,Diffraction,Amplitude,0.0680489301592094
1227,Absorption spectroscopy,Free fall,0.06853294647924346
1228,Newton's law of universal gravitation,Electrostatics,0.06858573479734194
1229,Electric field,Gravity,0.06936715216644991
1230,Absorption spectroscopy,Frequency,0.06955998741377356
1231,Energy level,Tension (physics),0.06983772055874399
1232,Electrical resistance and conductance,Distance,0.06989993337910487
1233,Reflection (physics),Position (vector),0.07007837693195765
1234,Energy level,Power (physics),0.07015720478699283
1235,Doppler effect,Length,0.07039211056105892
1236,Total internal reflection,Metre,0.07056712095087052
1237,Standing wave,Physics,0.0707163622298815
1238,Scattering,Compass,0.07098434130515191
1239,Electric potential energy,Mass,0.07123755905010558
1240,Curved mirror,Speed,0.07134685497578659
1241,Ammeter,Gravity,0.07135790887933062
1242,Emission spectrum,Elasticity (physics),0.07147522640278436
1243,Compass,Position (vector),0.07167569801634786
1244,Series and parallel circuits,Voltage,0.07169148312449589
1245,Refracting telescope,Compass,0.07190220396873154
1246,Fatigue (material),Distance,0.07198229677775535
1247,Insulator (electricity),Kilogram,0.07205168996621056
1248,Electron,Power (physics),0.07217888900477218
1249,Collision,Reflection (physics),0.07239303969510417
1250,Series and parallel circuits,Potential energy,0.07246337623297909
1251,Scattering,Kinetic energy,0.07286603057189
1252,Subtractive color,Hardness,0.07304879031922569
1253,Energy,Electrostatics,0.0731100623473393
1254,Kinetic energy,Frame of reference,0.07322871460509872
1255,Dielectric,Coulomb,0.07323271003105727
1256,Dispersion (optics),Physical quantity,0.07331553991938697
1257,Diffraction,Huygens–Fresnel principle,0.07340226000485307
1258,Pitch (music),Temperature,0.07358280676416944
1259,Frequency,Length,0.07362637299999258
1260,Pigment,Direction (geometry),0.07364600606744455
1261,Inelastic collision,Reflection (physics),0.07376822367347281
1262,Electroscope,Distance,0.07386183719163238
1263,Electrical resistance and conductance,Voltage,0.07393184197213638
1264,Absorption spectroscopy,Electrostatics,0.0742756252330743
1265,Coulomb's law,Physics,0.07431367602384573
1266,Electric field,Physics,0.0744048658909483
1267,Velocity,Frame of reference,0.07445177369696959
1268,Energy level,Temperature,0.07470628949092066
1269,Electric potential energy,Motion,0.07499250543316664
1270,Electromagnetic spectrum,Reflection (physics),0.07504305995354985
1271,Reflection (physics),Displacement (vector),0.07532101417370815
1272,Electromagnetic radiation,Friction,0.07538806158329138
1273,Telescope,Direction (geometry),0.07553545219668507
1274,Electromagnetic radiation,Frequency,0.07567367390273934
1275,Sound intensity,Geometrical optics,0.07585284160180655
1276,Intensity (physics),Geometrical optics,0.07585284160180655
1277,Scalar multiplication,Distance,0.07597364171244897
1278,Dispersion (optics),Angle of incidence,0.076104078000469
1279,Compass,Physics,0.07649346299358654
1280,Pigment,Magnet,0.07657796302491762
1281,Electrostatics,Metre,0.07658491505433986
1282,Torque,Coulomb,0.07664334643827243
1283,Collision,Gravity,0.07667935908997883
1284,Sound,Temperature,0.07694925929477409
1285,Snell's law,Length,0.07695498024603944
1286,Work (physics),Electric charge,0.07713201489239713
1287,Photoelectric effect,Temperature,0.07726891522270087
1288,Collision,Compass,0.07730157497791992
1289,Scattering,Frame of reference,0.0773953350085443
1290,Electric current,Distance,0.07743579705574362
1291,Force,Coulomb,0.07744262858931662
1292,Normal force,Coulomb,0.07744262858931662
1293,Sonic boom,Temperature,0.07750891177224045
1294,Shock wave,Temperature,0.07750891177224045
1295,Newton's law of universal gravitation,Velocity,0.07765602709532263
1296,Inelastic collision,Gravity,0.07813596633476684
1297,Optical microscope,Wave,0.07824026780698197
1298,Crest (physics),Distance,0.07831774328873464
1299,Musical tone,Distance,0.07836893914857697
1300,Telescope,Magnet,0.07854263081274102
1301,Inelastic collision,Compass,0.07877000188553446
1302,Electromagnetic radiation,Direction (geometry),0.07877914238950241
1303,Photoelectric effect,Wavelength,0.07878984737082576
1304,Refracting telescope,Physical quantity,0.07926830459252988
1305,Refractive index,Frame of reference,0.07947328122700564
1306,Sound intensity,Frame of reference,0.07971078649694041
1307,Intensity (physics),Frame of reference,0.07971078649694041
1308,Ohmmeter,Coulomb,0.07976670071816194
1309,Series and parallel circuits,Coulomb,0.07981458934370263
1310,Direction (geometry),Speed,0.07992110463511443
1311,Ammeter,Physical quantity,0.07996088249644971
1312,Interference (wave propagation),Mirror image,0.08010751494241156
1313,Energy level,Free fall,0.08028595509017906
1314,Intensity (physics),Standing wave,0.08043303650622517
1315,Sound intensity,Standing wave,0.08043303650622517
1316,Standing wave,Distance,0.08055539309698423
1317,Electron,Force,0.0806083960661758
1318,Voltage,Coulomb,0.08076159838600162
1319,Energy level,Electric charge,0.08086394566098515
1320,Electric field,Friction,0.08130664073705912
1321,Color,Force,0.08136938919307492
1322,Work (physics),Mass,0.08139018482264755
1323,Coulomb's law,Electrical conductor,0.08182584940805622
1324,Electric current,Voltage,0.08190238293736374
1325,Electrical resistance and conductance,Coulomb,0.08230879526069333
1326,Deformation (engineering),Coulomb,0.08253898847198568
1327,Doppler effect,Reflection (physics),0.08274623575268224
1328,Electric current,Potential energy,0.08278421550941303
1329,Capacitor,Potential energy,0.08346550345412003
1330,Capacitance,Potential energy,0.08346550345412003
1331,Pigment,Hardness,0.08348433179340077
1332,Newton's laws of motion,Coulomb,0.08351481887756582
1333,Electromagnetic radiation,Elasticity (physics),0.08359977172203979
1334,Photoelectric effect,Gravity,0.08367910178516942
1335,Electrical resistance and conductance,Gravity,0.08374314432562702
1336,Subtractive color,Elasticity (physics),0.08390225674662574
1337,Ohmmeter,Length,0.0841856724870793
1338,Compression (physics),Frame of reference,0.08419958823190618
1339,Rarefaction,Frame of reference,0.08419958823190618
1340,Emission spectrum,Gravitational field,0.08447036940605604
1341,Emission spectrum,Voltage,0.0846324623686092
1342,Electromagnetic radiation,Color,0.08488742980673523
1343,Strength of materials,Electrical conductor,0.08497127865865281
1344,Laser,Gravity,0.08503226520288337
1345,Motion graphs and derivatives,Distance,0.08514156351944165
1346,Resultant force,Electric charge,0.08525117435475472
1347,Telescope,Metre,0.08534035051800448
1348,Lever,Electric charge,0.08551592955461422
1349,Electron,Direction (geometry),0.08551874600001344
1350,Electric potential,Coulomb,0.08565624071242597
1351,Electric potential energy,Sound,0.08577666849016534
1352,Collision,Physical quantity,0.08592389152637941
1353,Musical tone,Plane mirror,0.08596916054220594
1354,Diffraction,Ray (optics),0.08608799427768338
1355,Power (physics),Coulomb,0.08648686844321825
1356,Laser,Frequency,0.08658814610024983
1357,Energy level,Electrostatics,0.08701347042715685
1358,Telescope,Distance,0.08711286308607148
1359,Wavelength,Length,0.0871254334765188
1360,Electric potential energy,Metre,0.08727118227122449
1361,Power (physics),Kinetic energy,0.087439236686268
1362,Inelastic collision,Physical quantity,0.08755610864951471
1363,Energy,Frame of reference,0.0875718651105002
1364,Work (physics),Electrostatics,0.08763732779660359
1365,Specular reflection,Position (vector),0.08764826402587271
1366,Energy,Elasticity (physics),0.08794201062259895
1367,Electromagnetic radiation,Mechanical energy,0.08817402018783325
1368,Electromagnetic radiation,Magnet,0.08826841169908926
1369,Coulomb's law,Gravity,0.08832685667326674
1370,Pitch (music),Virtual image,0.08848096374794777
1371,Capacitance,Series and parallel circuits,0.088552639274408
1372,Capacitor,Series and parallel circuits,0.088552639274408
1373,Emission spectrum,Frequency,0.08860539369455281
1374,Doppler effect,Amplitude,0.08890775140847755
1375,Coulomb's law,Compass,0.08904358636697103
1376,Electric field,Compass,0.08915285121890132
1377,Laser,Wave,0.08918931086701669
1378,Emission spectrum,Angle of incidence,0.0892184995529943
1379,Absorption spectroscopy,Elasticity (physics),0.08934403300348047
1380,Collision,Friction,0.08987742622786024
1381,Capacitance,Electrostatics,0.08989491785116491
1382,Capacitor,Electrostatics,0.08989491785116491
1383,Lever,Frame of reference,0.0899363556170967
1384,Resultant force,Mass,0.08995757269871571
1385,Interference (wave propagation),Ray (optics),0.09054918916264867
1386,Electron,Velocity,0.09067412598602072
1387,Electromagnetic radiation,Mass,0.09069120809982335
1388,Electromagnetic spectrum,Color,0.09070984759507436
1389,Collision,Refraction,0.09089457708218354
1390,Refracting telescope,Motion,0.09095794963905271
1391,Sonic boom,Direction (geometry),0.09100656891166876
1392,Shock wave,Direction (geometry),0.09100656891166876
1393,Electric current,Coulomb,0.091182449790647
1394,Coulomb's law,Mass,0.09121940322837181
1395,Electric field,Physical quantity,0.09123047338758214
1396,Electrostatics,Physical quantity,0.09143192909003232
1397,Diffraction,Frequency,0.09148097071914141
1398,Inelastic collision,Friction,0.091584745012734
1399,Le Sage's theory of gravitation,Distance,0.09165556576744413
1400,Sonic boom,Distance,0.09217934096479061
1401,Shock wave,Distance,0.09217934096479061
1402,Sound,Virtual image,0.09252901488133645
1403,Inelastic collision,Refraction,0.09262121774612662
1404,Pitch (music),Light,0.09278188300953595
1405,Voltage,Field (physics),0.093137323613853
1406,Sonic boom,Virtual image,0.09320197902537701
1407,Shock wave,Virtual image,0.09320197902537701
1408,Electromagnetic spectrum,Work (physics),0.09333931334891524
1409,Color,Refraction,0.09344317168628287
1410,Refraction,Physical quantity,0.09347712889563403
1411,Field line,Physics,0.09373080508340241
1412,Electrical resistance and conductance,Physical quantity,0.09383929305759536
1413,Huygens–Fresnel principle,Distance,0.09398129194648161
1414,Newton's law of universal gravitation,Newton's laws of motion,0.09414637696274633
1415,Specular reflection,Displacement (vector),0.09420532303999597
1416,Mirror image,Length,0.09425514681537396
1417,Dielectric,Direction (geometry),0.09438391437696173
1418,Sonic boom,Doppler effect,0.09458477667899197
1419,Shock wave,Doppler effect,0.09458477667899197
1420,Shock wave,Magnet,0.09462967567800122
1421,Sonic boom,Magnet,0.09462967567800122
1422,Mechanical energy,Length,0.09476758043048983
1423,Acceleration,Frame of reference,0.09519732898662833
1424,Electric potential energy,Displacement (vector),0.09539659706154623
1425,Subtractive color,Distance,0.09545665300182544
1426,Le Sage's theory of gravitation,Length,0.095528091846495
1427,Creep (deformation),Coulomb,0.09580418304784055
1428,Kinetic energy,Length,0.0958379768241707
1429,Pigment,Elasticity (physics),0.09588829342471511
1430,Optical microscope,Angle of incidence,0.09596951548885772
1431,Laser,Speed,0.09655655977398313
1432,Telescope,Wave,0.09678979127133636
1433,Resultant force,Electrostatics,0.09686230966993029
1434,Sound,Light,0.0970267034857754
1435,Lever,Electrostatics,0.09716312429623443
1436,Velocity,Length,0.09743865368342489
1437,Dielectric,Length,0.09771551270821703
1438,Sonic boom,Light,0.09773237934911534
1439,Shock wave,Light,0.09773237934911534
1440,Dielectric,Magnet,0.09814147828582662
1441,Laser,Diffraction,0.09833706388211427
1442,Laser,Electromagnetic radiation,0.09876750445222506
1443,Coulomb's law,Physical quantity,0.09897562188481679
1444,Laser,Electric current,0.09911246608010527
1445,Color,Physical quantity,0.09924863999004617
1446,Electric potential,Displacement (vector),0.09944372542173302
1447,Dispersion (optics),Mass,0.099837739920697
1448,Doppler effect,Physical quantity,0.0999757362537095
1449,Electric field,Kilogram,0.10005939716382735
1450,Laser,Temperature,0.10012828679688837
1451,Le Sage's theory of gravitation,Tension (physics),0.10042478260035813
1452,Wave,Physical quantity,0.10074757225418333
1453,Interference (wave propagation),Compass,0.1008492894254627
1454,Transverse wave,Frame of reference,0.10097467712188245
1455,Electron,Wavelength,0.10140741236461426
1456,Newton's law of universal gravitation,Distance,0.10161812726390544
1457,Photoelectric effect,Electric current,0.10198000963292836
1458,Electromagnetic spectrum,Ray (optics),0.10200540924399278
1459,Electric potential,Gravity,0.10210748469192511
1460,Kinetic energy,Distance,0.10216987622332999
1461,Electromotive force,Coulomb,0.10252579404348018
1462,Insulator (electricity),Field (physics),0.10256464813175303
1463,Absorption spectroscopy,Electromagnetic radiation,0.10271820463031406
1464,Sound,Physical quantity,0.10273636069872955
1465,Plasticity (physics),Distance,0.10293107102422744
1466,Absorption spectroscopy,Electric current,0.10307696472330947
1467,Rarefaction,Physics,0.1031280282519105
1468,Compression (physics),Physics,0.1031280282519105
1469,Musical tone,Temperature,0.10320705364325064
1470,Coulomb's law,Friction,0.10352969350297823
1471,Electric potential energy,Force,0.10353223033271743
1472,Standing wave,Velocity,0.10362757255545224
1473,Scattering,Friction,0.10383309407883884
1474,Velocity,Distance,0.10387630786977001
1475,Energy,Gravitational field,0.10393103313503957
1476,Photoelectric effect,Joule,0.1040548127863482
1477,Absorption spectroscopy,Temperature,0.1041334182687639
1478,Electric potential energy,Field (physics),0.1041516979388755
1479,Ohmmeter,Distance,0.10433639927605101
1480,Photoelectric effect,Angle of incidence,0.10443440001750051
1481,Energy level,Elasticity (physics),0.1046660240044606
1482,Pitch (music),Distance,0.10479989746391075
1483,Electric potential energy,Euclidean vector,0.10494734100040293
1484,Work (physics),Frame of reference,0.10497274933220134
1485,Telescope,Geometrical optics,0.10503940992191624
1486,Intensity (physics),Plane mirror,0.10507341844047392
1487,Sound intensity,Plane mirror,0.10507341844047392
1488,Electromagnetic spectrum,Distance,0.10533827587063391
1489,Absorption spectroscopy,Gravitational field,0.10558796175757007
1490,Laser,Joule,0.10573746906606124
1491,Plasticity (physics),Tension (physics),0.10611434455953102
1492,Coulomb's law,Length,0.10616239431977961
1493,Electric field,Length,0.10629266555849758
1494,Potential energy,Length,0.10661352798430106
1495,Refraction,Motion,0.10726213997130929
1496,Electromagnetic radiation,Motion,0.10727767571647946
1497,Electroscope,Electrical conductor,0.10773736838727403
1498,Voltage,Length,0.1077614223217533
1499,Dispersion (optics),Displacement (vector),0.10781148538954971
1500,Electric potential,Force,0.10792450677107514
1501,Doppler effect,Euclidean vector,0.10823804041188069
1502,Electromagnetic radiation,Speed,0.10834099229837335
1503,Scattering,Direction (geometry),0.10850367991146746
1504,Scattering,Wave,0.10852338454129992
1505,Electric potential,Field (physics),0.10857025482113083
1506,Electromagnetic radiation,Electric field,0.1086427244241419
1507,Strength of materials,Coulomb,0.10892522652629737
1508,Reflection (physics),Speed,0.10899522534365337
1509,Collision,Length,0.10908808129672459
1510,Pigment,Distance,0.1090933177163719
1511,Electric charge,Field (physics),0.10913632654251118
1512,Photoelectric effect,Compass,0.10916426857025303
1513,Emission spectrum,Wave,0.10916786931300365
1514,Electric potential,Euclidean vector,0.10939965243678365
1515,Coulomb's law,Newton's law of universal gravitation,0.1096388187414261
1516,Refracting telescope,Direction (geometry),0.10990668619173426
1517,Lever,Velocity,0.11001270505170706
1518,Photoelectric effect,Velocity,0.11021721338538991
1519,Collision,Kilogram,0.11060696894462968
1520,Electromagnetic radiation,Potential energy,0.11081151349606602
1521,Refractive index,Distance,0.11088239565329884
1522,Laser,Compass,0.11092954916719353
1523,Electrostatics,Potential energy,0.1110732827694788
1524,Inelastic collision,Length,0.11116032722343316
1525,Newton's law of universal gravitation,Physics,0.11124889876622718
1526,Absorption spectroscopy,Angle of incidence,0.11152312444124289
1527,Electromagnetic spectrum,Energy,0.11188621289100129
1528,Photoelectric effect,Kinetic energy,0.11205805089890658
1529,Standing wave,Crest (physics),0.11215052091937618
1530,Refractive index,Geometrical optics,0.11223412357196946
1531,Field line,Compass,0.11230943595108349
1532,Doppler effect,Ray (optics),0.11247627224391965
1533,Capacitance,Frame of reference,0.1125787565271932
1534,Capacitor,Frame of reference,0.1125787565271932
1535,Emission spectrum,Gravity,0.11264651302813786
1536,Inelastic collision,Kilogram,0.1127080677827112
1537,Scattering,Magnet,0.1128233726716766
1538,Interference (wave propagation),Distance,0.11292911623364875
1539,Laser,Frame of reference,0.11338895481585175
1540,Diffraction,Physical quantity,0.11366081502173356
1541,Optical microscope,Displacement (vector),0.11373082172074468
1542,Laser,Kinetic energy,0.11387012645781994
1543,Laser,Velocity,0.11407700840174612
1544,Refracting telescope,Magnet,0.11428223471717036
1545,Electric potential,Physical quantity,0.11441765480075612
1546,Field line,Physical quantity,0.11492670024149959
1547,Snell's law,Physical quantity,0.11559961086410607
1548,Wave,Motion,0.11560475085796666
1549,Torque,Electric charge,0.11569802233859572
1550,Standing wave,Wavelength,0.11589418555955915
1551,Electromagnetic radiation,Electric charge,0.11589510229484044
1552,Electromagnetic radiation,Ray (optics),0.11676455393667562
1553,Force,Electric charge,0.11690458975069105
1554,Normal force,Electric charge,0.11690458975069105
1555,Rarefaction,Distance,0.11747661493310199
1556,Compression (physics),Distance,0.11747661493310199
1557,Speed,Frame of reference,0.11755543215310987
1558,Electric potential energy,Voltage,0.11809180795619888
1559,Dispersion (optics),Motion,0.11809701195831362
1560,Collision,Direction (geometry),0.11815993772485392
1561,Electromotive force,Field (physics),0.11823661553793588
1562,Telescope,Angle of incidence,0.11872236168073168
1563,Dispersion (optics),Position (vector),0.11933143332649289
1564,Frequency,Distance,0.11970258621662944
1565,Resonance (particle physics),Distance,0.11977131138732658
1566,Series and parallel circuits,Kilogram,0.12008614994368426
1567,Interference (wave propagation),Length,0.12023776745392728
1568,Inelastic collision,Direction (geometry),0.12040451336263094
1569,Dielectric,Distance,0.12110474915970204
1570,Doppler effect,Pitch (music),0.1211393941338834
1571,Sound,Hertz,0.1212045394356833
1572,Field line,Force,0.1214150701174595
1573,Scattering,Mechanical energy,0.12144338428648332
1574,Scattering,Planet,0.12158828774747915
1575,Torque,Frame of reference,0.12167859877607203
1576,Standing wave,Physical quantity,0.12198750815651699
1577,Torque,Mass,0.12208527723397135
1578,Sonic boom,Hertz,0.12208606086158164
1579,Shock wave,Hertz,0.12208606086158164
1580,Electric potential energy,Electric current,0.12213884874641423
1581,Electron,Work (physics),0.12217354215008805
1582,Electron,Kilogram,0.12221974098238843
1583,Ammeter,Mass,0.12235215345948199
1584,Collision,Magnet,0.12286406046016833
1585,Normal force,Frame of reference,0.12294753517675634
1586,Force,Frame of reference,0.12294753517675634
1587,Collision,Electrostatics,0.12297562188361029
1588,Normal force,Mass,0.12335845471816413
1589,Force,Mass,0.12335845471816413
1590,Transverse wave,Physics,0.12367423135457879
1591,Energy level,Gravitational field,0.12369569369528434
1592,Musical tone,Virtual image,0.12410316993218647
1593,Refracting telescope,Metre,0.12417315116419664
1594,Total internal reflection,Distance,0.1244469472658164
1595,Dispersion (optics),Ray (optics),0.12458789286214801
1596,Acceleration,Length,0.12458936987142188
1597,Deformation (engineering),Electric charge,0.12459787021079537
1598,Refraction,Metre,0.12482439030631082
1599,Electromagnetic radiation,Metre,0.12484246975092508
1600,Optical microscope,Euclidean vector,0.12511711839870493
1601,Inelastic collision,Magnet,0.12519799599007214
1602,Electric field,Motion,0.12520803540706785
1603,Inelastic collision,Electrostatics,0.12531167664324622
1604,Resultant force,Frame of reference,0.12596729919864164
1605,Scattering,Color,0.12598589943760327
1606,Newton's laws of motion,Electric charge,0.12607094847929742
1607,Sound intensity,Temperature,0.1261419544528619
1608,Intensity (physics),Temperature,0.1261419544528619
1609,Sound,Mass,0.12654433534948348
1610,Strength of materials,Electric current,0.12656634903832045
1611,Electric potential energy,Potential energy,0.12657188036522002
1612,Geometrical optics,Planet,0.12662155587671506
1613,Refracting telescope,Distance,0.12675221803841327
1614,Optical microscope,Field (physics),0.12694628961632756
1615,Geometrical optics,Motion,0.12732461502141973
1616,Sonic boom,Mass,0.12746469314677397
1617,Shock wave,Mass,0.12746469314677397
1618,Laser,Wavelength,0.12758054303276017
1619,Photoelectric effect,Wave,0.1277860644374602
1620,Emission spectrum,Speed,0.1279133249311973
1621,Collision,Ray (optics),0.12794946886188982
1622,Work (physics),Velocity,0.12840564898934967
1623,Ammeter,Motion,0.1288013606223674
1624,Transverse wave,Motion,0.1289289068555768
1625,Color,Displacement (vector),0.12921379364911548
1626,Musical tone,Light,0.1301356281172712
1627,Doppler effect,Displacement (vector),0.13016041484801008
1628,Color,Reflection (physics),0.13024002140698734
1629,Emission spectrum,Diffraction,0.13027204816095841
1630,Inelastic collision,Ray (optics),0.13038000721696802
1631,Power (physics),Electric charge,0.1305574469559161
1632,Energy level,Angle of incidence,0.13064870285590147
1633,Emission spectrum,Electromagnetic radiation,0.13084227440593887
1634,Telescope,Position (vector),0.1309016972679932
1635,Deformation (engineering),Frame of reference,0.131038490989616
1636,Newton's law of universal gravitation,Compass,0.131076583658212
1637,Electron,Magnet,0.13129926240239528
1638,Emission spectrum,Electric current,0.13129926240239528
1639,Torque,Electrostatics,0.13145599169490543
1640,Deformation (engineering),Mass,0.13147645240581526
1641,Dielectric,Electrostatics,0.1316402321229958
1642,Curved mirror,Length,0.13195720554152354
1643,Field line,Electrostatics,0.13197624089077525
1644,Subtractive color,Euclidean vector,0.13204512662983622
1645,Newton's laws of motion,Frame of reference,0.13258771452840953
1646,Emission spectrum,Temperature,0.13264497113230314
1647,Snell's law,Motion,0.1326470098902852
1648,Acceleration,Distance,0.13282083909032896
1649,Force,Electrostatics,0.13282689253225566
1650,Normal force,Electrostatics,0.13282689253225566
1651,Newton's laws of motion,Mass,0.1330308538135688
1652,Voltage,Distance,0.13355525297541854
1653,Field line,Length,0.1339011501191463
1654,Electron,Angle of incidence,0.1344135395742265
1655,Equations of motion,Displacement (vector),0.13452327002111672
1656,Wave,Metre,0.13453295399680165
1657,Refraction,Distance,0.13471061301969817
1658,Curved mirror,Position (vector),0.1350824450506553
1659,Color,Mass,0.13515224627281133
1660,Crest (physics),Motion,0.1360886782689656
1661,Coulomb's law,Direction (geometry),0.13610828269571779
1662,Doppler effect,Mass,0.13614237261913228
1663,Electric field,Direction (geometry),0.1362753003548442
1664,Specular reflection,Speed,0.13632225383524094
1665,Absorption spectroscopy,Wave,0.13645983664125458
1666,Total internal reflection,Position (vector),0.13679807122534854
1667,Electromotive force,Length,0.13680171779150385
1668,Electromagnetic spectrum,Speed,0.13711284376649227
1669,Electric current,Kilogram,0.13718982241003078
1670,Dispersion (optics),Metre,0.13743327812251976
1671,Optical microscope,Speed,0.1375923141469581
1672,Power (physics),Mass,0.13776503508353735
1673,Musical tone,Physical quantity,0.13779362123718614
1674,Coulomb's law,Distance,0.13806344716868166
1675,Mirror image,Position (vector),0.13806587211238863
1676,Fatigue (material),Coulomb,0.1383007898880592
1677,Scattering,Mass,0.13836222774203819
1678,Resonance (particle physics),Reflection (physics),0.1383942890366498
1679,Collision,Motion,0.13840660324200094
1680,Energy,Gravity,0.13859852348691995
1681,Electromagnetic radiation,Position (vector),0.13863644973555572
1682,Euclidean vector,Motion,0.1395544858064243
1683,Shock wave,Physical quantity,0.13959000974977212
1684,Sonic boom,Physical quantity,0.13959000974977212
1685,Standing wave,Kilogram,0.13967970397987248
1686,Emission spectrum,Joule,0.14007573664294787
1687,Strength of materials,Electrical resistance and conductance,0.14021137996030664
1688,Telescope,Displacement (vector),0.14069459121260983
1689,Absorption spectroscopy,Gravity,0.14080814128517236
1690,Refracting telescope,Wave,0.14083248205256754
1691,Inelastic collision,Motion,0.14103578615903897
1692,Geometrical optics,Frame of reference,0.14107953880133978
1693,Photoelectric effect,Mass,0.14126528168562907
1694,Coulomb's law,Magnet,0.1415269557199407
1695,Deformation (engineering),Electrostatics,0.14156799105605197
1696,Wavelength,Distance,0.14164951073150453
1697,Electric field,Magnet,0.14170062260030594
1698,Huygens–Fresnel principle,Physical quantity,0.14231875951593648
1699,Newton's laws of motion,Electrostatics,0.14324170129513833
1700,Laser,Mass,0.14354966341645603
1701,Electrical resistance and conductance,Mass,0.1435882049603691
1702,Speed,Physics,0.14398241348711888
1703,Creep (deformation),Electric charge,0.14462252792324468
1704,Scalar (mathematics),Speed,0.14486773194944896
1705,Transverse wave,Speed,0.14486773194944896
1706,Voltage,Electrostatics,0.14517386497985277
1707,Curved mirror,Distance,0.14518810514345246
1708,Telescope,Plane mirror,0.14550344638905546
1709,Electric field,Metre,0.1457086040360439
1710,Power (physics),Mechanical energy,0.14573206114377998
1711,Optical microscope,Motion,0.14582483167746488
