,Unnamed: 0,type,concept,rank,score,match_concept_list,match_freq_list,first_concept_list,first_freq_list,theta_match_concepts,theta_match_freq,theta_first_concepts,theta_first_freq,rank_match_concepts,rank_match_freq,rank_first_concepts,rank_first_freq
83,144,1,Force,64.0,0.6679805296265006,Force|Direction (geometry)|Gravity|Electron|Magnet|Euclidean vector|Newton's law of universal gravitation|Physics|Mass|Work (physics)|Electrostatics|Electric charge|Coulomb|Power (physics)|Friction|Displacement (vector)|Motion|Length|Free body diagram|Frame of reference|Position (vector),109|15|7|1|8|8|1|3|4|2|3|4|2|1|7|1|3|4|4|1|3,Force|Direction (geometry)|Gravity|Electron|Magnet|Euclidean vector|Newton's law of universal gravitation|Physics|Mass|Work (physics)|Electrostatics|Electric charge|Coulomb|Power (physics)|Friction|Displacement (vector)|Motion|Length|Free body diagram|Frame of reference|Position (vector),109|15|7|1|8|8|1|3|4|2|3|4|2|1|7|1|3|4|4|1|3,Force|Direction (geometry)|Gravity|Electron|Magnet|Euclidean vector|Newton's law of universal gravitation|Physics|Mass|Work (physics)|Electrostatics|Electric charge|Coulomb|Power (physics)|Friction|Displacement (vector)|Motion|Length|Free body diagram|Frame of reference|Position (vector),109|15|7|1|8|8|1|3|4|2|3|4|2|1|7|1|3|4|4|1|3,Force|Direction (geometry)|Gravity|Electron|Magnet|Euclidean vector|Newton's law of universal gravitation|Physics|Mass|Work (physics)|Electrostatics|Electric charge|Coulomb|Power (physics)|Friction|Displacement (vector)|Motion|Length|Free body diagram|Frame of reference|Position (vector),109|15|7|1|8|8|1|3|4|2|3|4|2|1|7|1|3|4|4|1|3,Direction (geometry)|Gravity|Magnet|Euclidean vector|Physics|Mass|Electrostatics|Electric charge|Coulomb|Friction|Displacement (vector)|Motion|Length|Frame of reference|Position (vector),15|7|8|8|3|4|3|4|2|7|1|3|4|1|3,Direction (geometry)|Gravity|Magnet|Euclidean vector|Physics|Mass|Electrostatics|Electric charge|Coulomb|Friction|Displacement (vector)|Motion|Length|Frame of reference|Position (vector),15|7|8|8|3|4|3|4|2|7|1|3|4|1|3
84,118,3,Normal force,64.0,0.4985317974900873,Force|Direction (geometry)|Gravity|Electron|Magnet|Euclidean vector|Newton's law of universal gravitation|Physics|Mass|Work (physics)|Electrostatics|Electric charge|Coulomb|Power (physics)|Friction|Displacement (vector)|Motion|Length|Free body diagram|Frame of reference|Position (vector),109|15|7|1|8|8|1|3|4|2|3|4|2|1|7|1|3|4|4|1|3,Force|Direction (geometry)|Gravity|Electron|Magnet|Euclidean vector|Newton's law of universal gravitation|Physics|Mass|Work (physics)|Electrostatics|Electric charge|Coulomb|Power (physics)|Friction|Displacement (vector)|Motion|Length|Free body diagram|Frame of reference|Position (vector),109|15|7|1|8|8|1|3|4|2|3|4|2|1|7|1|3|4|4|1|3,Force|Direction (geometry)|Gravity|Electron|Magnet|Euclidean vector|Newton's law of universal gravitation|Physics|Mass|Work (physics)|Electrostatics|Electric charge|Coulomb|Power (physics)|Friction|Displacement (vector)|Motion|Length|Free body diagram|Frame of reference|Position (vector),109|15|7|1|8|8|1|3|4|2|3|4|2|1|7|1|3|4|4|1|3,Force|Direction (geometry)|Gravity|Electron|Magnet|Euclidean vector|Newton's law of universal gravitation|Physics|Mass|Work (physics)|Electrostatics|Electric charge|Coulomb|Power (physics)|Friction|Displacement (vector)|Motion|Length|Free body diagram|Frame of reference|Position (vector),109|15|7|1|8|8|1|3|4|2|3|4|2|1|7|1|3|4|4|1|3,Direction (geometry)|Gravity|Magnet|Euclidean vector|Physics|Mass|Electrostatics|Electric charge|Coulomb|Friction|Displacement (vector)|Motion|Length|Frame of reference|Position (vector),15|7|8|8|3|4|3|4|2|7|1|3|4|1|3,Direction (geometry)|Gravity|Magnet|Euclidean vector|Physics|Mass|Electrostatics|Electric charge|Coulomb|Friction|Displacement (vector)|Motion|Length|Frame of reference|Position (vector),15|7|8|8|3|4|3|4|2|7|1|3|4|1|3
85,115,1,Free body diagram,65.0,0.4880078707054221,Force|Free body diagram,1|1,Force|Free body diagram,1|1,Force|Free body diagram,1|1,Force|Free body diagram,1|1,Force,1,Force,1
86,52,2,Resultant force,66.0,0.26093942946863224,Force|Free body diagram|Length|Euclidean vector|Direction (geometry)|Motion|Frame of reference|Position (vector)|Work (physics),14|3|2|6|8|1|1|3|1,Force|Free body diagram|Length|Euclidean vector|Direction (geometry)|Motion|Frame of reference|Position (vector)|Work (physics),14|3|2|6|8|1|1|3|1,Force|Free body diagram|Length|Euclidean vector|Direction (geometry)|Motion|Frame of reference|Position (vector)|Work (physics),14|3|2|6|8|1|1|3|1,Force|Free body diagram|Length|Euclidean vector|Direction (geometry)|Motion|Frame of reference|Position (vector)|Work (physics),14|3|2|6|8|1|1|3|1,Force|Free body diagram|Length|Euclidean vector|Direction (geometry)|Motion|Frame of reference|Position (vector),14|3|2|6|8|1|1|3,Force|Free body diagram|Length|Euclidean vector|Direction (geometry)|Motion|Frame of reference|Position (vector),14|3|2|6|8|1|1|3
87,120,1,Newton's laws of motion,67.0,0.5059375516490395,Motion|Force|Speed|Direction (geometry)|Velocity|Field (physics)|Newton's laws of motion|Friction|Distance|Electrical |Electrical resistance and conductance|Kilogram|Hardness|Mass|Gravity|Work (physics)|Position (vector)|Free fall|Sound|Tension (physics)|Physics|Magnet|Electrostatics|Euclidean vector|Free body diagram,13|158|1|22|9|1|1|40|2|1|1|5|1|6|15|3|4|1|1|5|1|1|1|2|2,Motion|Force|Speed|Direction (geometry)|Velocity|Field (physics)|Newton's laws of motion|Friction|Distance|Electrical |Electrical resistance and conductance|Kilogram|Hardness|Mass|Gravity|Work (physics)|Position (vector)|Free fall|Sound|Tension (physics)|Physics|Magnet|Electrostatics|Euclidean vector|Free body diagram,13|158|1|22|9|1|1|40|2|1|1|5|1|6|15|3|4|1|1|5|1|1|1|2|2,Motion|Force|Speed|Direction (geometry)|Velocity|Field (physics)|Newton's laws of motion|Friction|Distance|Electrical |Electrical resistance and conductance|Kilogram|Hardness|Mass|Gravity|Work (physics)|Position (vector)|Free fall|Sound|Tension (physics)|Physics|Magnet|Electrostatics|Euclidean vector|Free body diagram,13|158|1|22|9|1|1|40|2|1|1|5|1|6|15|3|4|1|1|5|1|1|1|2|2,Motion|Force|Speed|Direction (geometry)|Velocity|Field (physics)|Newton's laws of motion|Friction|Distance|Electrical |Electrical resistance and conductance|Kilogram|Hardness|Mass|Gravity|Work (physics)|Position (vector)|Free fall|Sound|Tension (physics)|Physics|Magnet|Electrostatics|Euclidean vector|Free body diagram,13|158|1|22|9|1|1|40|2|1|1|5|1|6|15|3|4|1|1|5|1|1|1|2|2,Motion|Force|Speed|Direction (geometry)|Velocity|Field (physics)|Friction|Distance|Electrical resistance and conductance|Kilogram|Mass|Gravity|Position (vector)|Free fall|Tension (physics)|Physics|Magnet|Electrostatics|Euclidean vector|Free body diagram,13|158|1|22|9|1|40|2|1|5|6|15|4|1|5|1|1|1|2|2,Motion|Force|Speed|Direction (geometry)|Velocity|Field (physics)|Friction|Distance|Electrical resistance and conductance|Kilogram|Mass|Gravity|Position (vector)|Free fall|Tension (physics)|Physics|Magnet|Electrostatics|Euclidean vector|Free body diagram,13|158|1|22|9|1|40|2|1|5|6|15|4|1|5|1|1|1|2|2
88,80,1,Newton's law of universal gravitation,68.0,0.3659900046585794,Newton's laws of motion|Mass|Force|Direction (geometry)|Distance|Gravitational constant|Kilogram|Metre|Gravity|Length,1|17|12|1|3|1|7|1|3|1,Newton's laws of motion|Mass|Force|Direction (geometry)|Distance|Gravitational constant|Kilogram|Metre|Gravity|Length,1|17|12|1|3|1|7|1|3|1,Newton's laws of motion|Mass|Force|Direction (geometry)|Distance|Gravitational constant|Kilogram|Metre|Gravity|Length,1|17|12|1|3|1|7|1|3|1,Newton's laws of motion|Mass|Force|Direction (geometry)|Distance|Gravitational constant|Kilogram|Metre|Gravity|Length,1|17|12|1|3|1|7|1|3|1,Newton's laws of motion|Mass|Force|Direction (geometry)|Distance|Kilogram|Metre|Gravity|Length,1|17|12|1|3|7|1|3|1,Newton's laws of motion|Mass|Force|Direction (geometry)|Distance|Kilogram|Metre|Gravity|Length,1|17|12|1|3|7|1|3|1
89,11,0,Gravitational constant,68.0,0.0,,,,,,,,,,,,
90,95,2,Lever,69.0,0.4119322346895042,Force|Motion|Distance|Torque|Euclidean vector|Tangential and normal components|Direction (geometry)|Position (vector)|Mass|Kilogram|Lever|Metre|Work (physics)|Friction|Length,17|2|8|12|1|1|4|2|4|3|31|2|2|2|1,Force|Motion|Distance|Torque|Euclidean vector|Tangential and normal components|Direction (geometry)|Position (vector)|Mass|Kilogram|Lever|Metre|Work (physics)|Friction|Length,17|2|8|12|1|1|4|2|4|3|31|2|2|2|1,Force|Motion|Distance|Torque|Euclidean vector|Tangential and normal components|Direction (geometry)|Position (vector)|Mass|Kilogram|Lever|Metre|Work (physics)|Friction|Length,17|2|8|12|1|1|4|2|4|3|31|2|2|2|1,Force|Motion|Distance|Torque|Euclidean vector|Tangential and normal components|Direction (geometry)|Position (vector)|Mass|Kilogram|Lever|Metre|Work (physics)|Friction|Length,17|2|8|12|1|1|4|2|4|3|31|2|2|2|1,Force|Motion|Distance|Euclidean vector|Direction (geometry)|Position (vector)|Mass|Kilogram|Metre|Friction|Length,17|2|8|1|4|2|4|3|2|2|1,Force|Motion|Distance|Euclidean vector|Direction (geometry)|Position (vector)|Mass|Kilogram|Metre|Friction|Length,17|2|8|1|4|2|4|3|2|2|1
91,69,1,Torque,70.0,0.3349015814336451,Force|Motion|Distance|Torque|Euclidean vector|Tangential and normal components|Direction (geometry)|Position (vector),9|2|2|11|1|1|3|1,Force|Motion|Distance|Torque|Euclidean vector|Tangential and normal components|Direction (geometry)|Position (vector),9|2|2|11|1|1|3|1,Force|Motion|Distance|Torque|Euclidean vector|Tangential and normal components|Direction (geometry)|Position (vector),9|2|2|11|1|1|3|1,Force|Motion|Distance|Torque|Euclidean vector|Tangential and normal components|Direction (geometry)|Position (vector),9|2|2|11|1|1|3|1,Force|Motion|Distance|Euclidean vector|Direction (geometry)|Position (vector),9|2|2|1|3|1,Force|Motion|Distance|Euclidean vector|Direction (geometry)|Position (vector),9|2|2|1|3|1
92,16,0,Tangential and normal components,70.0,0.0,,,,,,,,,,,,
93,0,0,Crystallinity,71.0,0.0,,,,,,,,,,,,
94,127,1,Telescope,72.0,0.5617031665898614,Telescope|Light|Planet|Reflection (physics)|Refraction|Length|Ray (optics)|Plane mirror|Direction (geometry)|Geometrical optics|Metre,14|6|2|4|4|2|3|1|1|1|1,Telescope|Light|Planet|Reflection (physics)|Refraction|Length|Ray (optics)|Plane mirror|Direction (geometry)|Geometrical optics|Metre,14|6|2|4|4|2|3|1|1|1|1,Telescope|Light|Planet|Reflection (physics)|Refraction|Length|Ray (optics)|Plane mirror|Direction (geometry)|Geometrical optics|Metre,14|6|2|4|4|2|3|1|1|1|1,Telescope|Light|Planet|Reflection (physics)|Refraction|Length|Ray (optics)|Plane mirror|Direction (geometry)|Geometrical optics|Metre,14|6|2|4|4|2|3|1|1|1|1,Light|Planet|Reflection (physics)|Refraction|Length|Ray (optics)|Plane mirror|Direction (geometry)|Geometrical optics|Metre,6|2|4|4|2|3|1|1|1|1,Light|Planet|Reflection (physics)|Refraction|Length|Ray (optics)|Plane mirror|Direction (geometry)|Geometrical optics|Metre,6|2|4|4|2|3|1|1|1|1
95,119,1,Refracting telescope,73.0,0.4992624096376293,Refraction|Telescope|Length|Light|Ray (optics),3|4|1|1|1,Refraction|Telescope|Length|Light|Ray (optics),3|4|1|1|1,Refraction|Telescope|Length|Light|Ray (optics),3|4|1|1|1,Refraction|Telescope|Length|Light|Ray (optics),3|4|1|1|1,Refraction|Telescope|Length|Light|Ray (optics),3|4|1|1|1,Refraction|Telescope|Length|Light|Ray (optics),3|4|1|1|1
96,88,1,Optical microscope,74.0,0.38156821515311945,Telescope|Distance|Work (physics)|Optical microscope|Magnification|Light|Length|Ray (optics),2|1|1|2|2|1|1|2,Telescope|Distance|Work (physics)|Optical microscope|Magnification|Light|Length|Ray (optics),2|1|1|2|2|1|1|2,Telescope|Distance|Work (physics)|Optical microscope|Magnification|Light|Length|Ray (optics),2|1|1|2|2|1|1|2,Telescope|Distance|Work (physics)|Optical microscope|Magnification|Light|Length|Ray (optics),2|1|1|2|2|1|1|2,Telescope|Distance|Magnification|Light|Length|Ray (optics),2|1|2|1|1|2,Telescope|Distance|Magnification|Light|Length|Ray (optics),2|1|2|1|1|2
97,29,2,Compression (physics),75.0,0.15446332107540608,Compression (physics)|Wave|Rarefaction,3|1|1,Compression (physics)|Wave|Rarefaction,3|1|1,Compression (physics)|Wave|Rarefaction,3|1|1,Compression (physics)|Wave|Rarefaction,3|1|1,Wave,1,Wave,1
98,33,2,Rarefaction,75.0,0.1883101816140791,Compression (physics)|Wave|Rarefaction,3|1|1,Compression (physics)|Wave|Rarefaction,3|1|1,Compression (physics)|Wave|Rarefaction,3|1|1,Compression (physics)|Wave|Rarefaction,3|1|1,Wave,1,Wave,1
99,151,1,Sound,76.0,0.7718417997324062,Wave|Sound|Pitch (music)|Musical tone|Frequency|Amplitude|Hertz|Energy|Standing wave|Physics|Speed|Temperature|Power (physics)|Joule|Compression (physics)|Distance|Reflection (physics)|Ray (optics)|Geometrical optics|Optical microscope|Work (physics),28|63|9|2|13|8|3|5|1|2|7|2|1|1|1|3|9|1|1|1|1,Wave|Sound|Pitch (music)|Musical tone|Frequency|Amplitude|Hertz|Energy|Standing wave|Physics|Speed|Temperature|Power (physics)|Joule|Compression (physics)|Distance|Reflection (physics)|Ray (optics)|Geometrical optics|Optical microscope|Work (physics),28|63|9|2|13|8|3|5|1|2|7|2|1|1|1|3|9|1|1|1|1,Wave|Sound|Pitch (music)|Musical tone|Frequency|Amplitude|Hertz|Energy|Standing wave|Physics|Speed|Temperature|Power (physics)|Joule|Compression (physics)|Distance|Reflection (physics)|Ray (optics)|Geometrical optics|Optical microscope|Work (physics),28|63|9|2|13|8|3|5|1|2|7|2|1|1|1|3|9|1|1|1|1,Wave|Sound|Pitch (music)|Musical tone|Frequency|Amplitude|Hertz|Energy|Standing wave|Physics|Speed|Temperature|Power (physics)|Joule|Compression (physics)|Distance|Reflection (physics)|Ray (optics)|Geometrical optics|Optical microscope|Work (physics),28|63|9|2|13|8|3|5|1|2|7|2|1|1|1|3|9|1|1|1|1,Wave|Frequency|Amplitude|Hertz|Standing wave|Physics|Speed|Temperature|Compression (physics)|Distance|Reflection (physics)|Ray (optics)|Geometrical optics|Optical microscope,28|13|8|3|1|2|7|2|1|3|9|1|1|1,Wave|Frequency|Amplitude|Hertz|Standing wave|Physics|Speed|Temperature|Compression (physics)|Distance|Reflection (physics)|Ray (optics)|Geometrical optics|Optical microscope,28|13|8|3|1|2|7|2|1|3|9|1|1|1
100,137,1,Pitch (music),77.0,0.6086995115634384,Frequency|Sound|Wave|Pitch (music)|Hertz,7|7|1|6|3,Frequency|Sound|Wave|Pitch (music)|Hertz,7|7|1|6|3,Frequency|Sound|Wave|Pitch (music)|Hertz,7|7|1|6|3,Frequency|Sound|Wave|Pitch (music)|Hertz,7|7|1|6|3,Frequency|Sound|Wave|Hertz,7|7|1|3,Frequency|Sound|Wave|Hertz,7|7|1|3
101,35,1,Musical tone,78.0,0.18918742379524506,Musical tone|Sound|Wave|Standing wave|Physics,1|6|3|1|1,Musical tone|Sound|Wave|Standing wave|Physics,1|6|3|1|1,Musical tone|Sound|Wave|Standing wave|Physics,1|6|3|1|1,Musical tone|Sound|Wave|Standing wave|Physics,1|6|3|1|1,Sound|Wave|Standing wave|Physics,6|3|1|1,Sound|Wave|Standing wave|Physics,6|3|1|1
102,60,1,Sound intensity,79.0,0.30156975973986044,Amplitude|Energy|Power (physics)|Joule|Sound|Compression (physics)|Distance,1|2|1|1|6|1|1,Amplitude|Energy|Power (physics)|Joule|Sound|Compression (physics)|Distance,1|2|1|1|6|1|1,Amplitude|Energy|Power (physics)|Joule|Sound|Compression (physics)|Distance,1|2|1|1|6|1|1,Amplitude|Energy|Power (physics)|Joule|Sound|Compression (physics)|Distance,1|2|1|1|6|1|1,Amplitude|Sound|Compression (physics)|Distance,1|6|1|1,Amplitude|Sound|Compression (physics)|Distance,1|6|1|1
103,58,2,Intensity (physics),79.0,0.2968781015717413,Amplitude|Energy|Power (physics)|Joule|Sound|Compression (physics)|Distance,1|2|1|1|6|1|1,Amplitude|Energy|Power (physics)|Joule|Sound|Compression (physics)|Distance,1|2|1|1|6|1|1,Amplitude|Energy|Power (physics)|Joule|Sound|Compression (physics)|Distance,1|2|1|1|6|1|1,Amplitude|Energy|Power (physics)|Joule|Sound|Compression (physics)|Distance,1|2|1|1|6|1|1,Amplitude|Sound|Compression (physics)|Distance,1|6|1|1,Amplitude|Sound|Compression (physics)|Distance,1|6|1|1
104,26,1,Resonance (particle physics),80.0,0.12099238745903715,Resonance (particle physics)|Amplitude|Frequency|Speed|Sound|Length,4|1|4|1|2|1,Resonance (particle physics)|Amplitude|Frequency|Speed|Sound|Length,4|1|4|1|2|1,Resonance (particle physics)|Amplitude|Frequency|Speed|Sound|Length,4|1|4|1|2|1,Resonance (particle physics)|Amplitude|Frequency|Speed|Sound|Length,4|1|4|1|2|1,Amplitude|Frequency|Speed|Sound|Length,1|4|1|2|1,Amplitude|Frequency|Speed|Sound|Length,1|4|1|2|1
105,129,2,Coulomb's law,81.0,0.5691900280058331,Electric charge|Force|Electrostatics|Distance|Coulomb|Newton's law of universal gravitation|Mass|Gravitational constant|Field (physics)|Direction (geometry)|Position (vector)|Electrical conductor,27|14|9|7|9|2|2|1|1|4|1|2,Electric charge|Force|Electrostatics|Distance|Coulomb|Newton's law of universal gravitation|Mass|Gravitational constant|Field (physics)|Direction (geometry)|Position (vector)|Electrical conductor,27|14|9|7|9|2|2|1|1|4|1|2,Electric charge|Force|Electrostatics|Distance|Coulomb|Newton's law of universal gravitation|Mass|Gravitational constant|Field (physics)|Direction (geometry)|Position (vector)|Electrical conductor,27|14|9|7|9|2|2|1|1|4|1|2,Electric charge|Force|Electrostatics|Distance|Coulomb|Newton's law of universal gravitation|Mass|Gravitational constant|Field (physics)|Direction (geometry)|Position (vector)|Electrical conductor,27|14|9|7|9|2|2|1|1|4|1|2,Electric charge|Force|Electrostatics|Distance|Coulomb|Newton's law of universal gravitation|Mass|Gravitational constant|Field (physics)|Direction (geometry)|Position (vector)|Electrical conductor,27|14|9|7|9|2|2|1|1|4|1|2,Electric charge|Force|Electrostatics|Distance|Coulomb|Newton's law of universal gravitation|Mass|Gravitational constant|Field (physics)|Direction (geometry)|Position (vector)|Electrical conductor,27|14|9|7|9|2|2|1|1|4|1|2
106,65,2,Electric field,82.0,0.31582942827748445,Electric charge|Force|Electric field|Direction (geometry)|Position (vector)|Magnet|Field (physics)|Euclidean vector|Length|Work (physics)|Distance|Reflection (physics)|Electron|Strength of materials|Coulomb|Capacitor|Voltage,97|27|24|14|20|1|24|3|1|1|3|1|1|4|2|1|1,Electric charge|Force|Electric field|Direction (geometry)|Position (vector)|Magnet|Field (physics)|Euclidean vector|Length|Work (physics)|Distance|Reflection (physics)|Electron|Strength of materials|Coulomb|Capacitor|Voltage,97|27|24|14|20|1|24|3|1|1|3|1|1|4|2|1|1,Electric charge|Force|Electric field|Direction (geometry)|Position (vector)|Magnet|Field (physics)|Euclidean vector|Length|Work (physics)|Distance|Reflection (physics)|Electron|Strength of materials|Coulomb|Capacitor|Voltage,97|27|24|14|20|1|24|3|1|1|3|1|1|4|2|1|1,Electric charge|Force|Electric field|Direction (geometry)|Position (vector)|Magnet|Field (physics)|Euclidean vector|Length|Work (physics)|Distance|Reflection (physics)|Electron|Strength of materials|Coulomb|Capacitor|Voltage,97|27|24|14|20|1|24|3|1|1|3|1|1|4|2|1|1,Electric charge|Force|Direction (geometry)|Position (vector)|Magnet|Field (physics)|Euclidean vector|Length|Distance|Reflection (physics)|Coulomb|Voltage,97|27|14|20|1|24|3|1|3|1|2|1,Electric charge|Force|Direction (geometry)|Position (vector)|Magnet|Field (physics)|Euclidean vector|Length|Distance|Reflection (physics)|Coulomb|Voltage,97|27|14|20|1|24|3|1|3|1|2|1
107,135,2,Field line,83.0,0.5978777991625465,Electric charge|Position (vector)|Electric field|Magnet|Field (physics)|Direction (geometry),8|3|3|1|5|2,Electric charge|Position (vector)|Electric field|Magnet|Field (physics)|Direction (geometry),8|3|3|1|5|2,Electric charge|Position (vector)|Electric field|Magnet|Field (physics)|Direction (geometry),8|3|3|1|5|2,Electric charge|Position (vector)|Electric field|Magnet|Field (physics)|Direction (geometry),8|3|3|1|5|2,Electric charge|Position (vector)|Electric field|Magnet|Field (physics)|Direction (geometry),8|3|3|1|5|2,Electric charge|Position (vector)|Electric field|Magnet|Field (physics)|Direction (geometry),8|3|3|1|5|2
108,94,2,Electric potential energy,84.0,0.4096634622576561,Electric potential energy|Electric charge|Energy|Position (vector)|Potential energy|Distance|Electric potential|Electric field|Field (physics)|Work (physics)|Voltage|Joule|Coulomb|Power (physics)|Collision|Metre|Electric current|Electron|Force|Direction (geometry)|Wave|Sound|Light|Speed,3|36|3|12|4|3|3|10|2|4|4|1|1|1|1|1|4|1|1|1|1|3|1|2,Electric potential energy|Electric charge|Energy|Position (vector)|Potential energy|Distance|Electric potential|Electric field|Field (physics)|Work (physics)|Voltage|Joule|Coulomb|Power (physics)|Collision|Metre|Electric current|Electron|Force|Direction (geometry)|Wave|Sound|Light|Speed,3|36|3|12|4|3|3|10|2|4|4|1|1|1|1|1|4|1|1|1|1|3|1|2,Electric potential energy|Electric charge|Energy|Position (vector)|Potential energy|Distance|Electric potential|Electric field|Field (physics)|Work (physics)|Voltage|Joule|Coulomb|Power (physics)|Collision|Metre|Electric current|Electron|Force|Direction (geometry)|Wave|Sound|Light|Speed,3|36|3|12|4|3|3|10|2|4|4|1|1|1|1|1|4|1|1|1|1|3|1|2,Electric potential energy|Electric charge|Energy|Position (vector)|Potential energy|Distance|Electric potential|Electric field|Field (physics)|Work (physics)|Voltage|Joule|Coulomb|Power (physics)|Collision|Metre|Electric current|Electron|Force|Direction (geometry)|Wave|Sound|Light|Speed,3|36|3|12|4|3|3|10|2|4|4|1|1|1|1|1|4|1|1|1|1|3|1|2,Electric charge|Position (vector)|Potential energy|Distance|Electric field|Field (physics)|Voltage|Coulomb|Metre|Electric current|Force|Direction (geometry)|Wave|Sound|Light|Speed,36|12|4|3|10|2|4|1|1|4|1|1|1|3|1|2,Electric charge|Position (vector)|Potential energy|Distance|Electric field|Field (physics)|Voltage|Coulomb|Metre|Electric current|Force|Direction (geometry)|Wave|Sound|Light|Speed,36|12|4|3|10|2|4|1|1|4|1|1|1|3|1|2
109,128,1,Electric potential,85.0,0.5645593779773403,Electric potential|Electric potential energy|Electric charge|Potential energy|Position (vector)|Electric field|Energy|Field (physics)|Work (physics)|Voltage|Joule|Coulomb,2|2|14|3|4|4|1|1|4|4|1|1,Electric potential|Electric potential energy|Electric charge|Potential energy|Position (vector)|Electric field|Energy|Field (physics)|Work (physics)|Voltage|Joule|Coulomb,2|2|14|3|4|4|1|1|4|4|1|1,Electric potential|Electric potential energy|Electric charge|Potential energy|Position (vector)|Electric field|Energy|Field (physics)|Work (physics)|Voltage|Joule|Coulomb,2|2|14|3|4|4|1|1|4|4|1|1,Electric potential|Electric potential energy|Electric charge|Potential energy|Position (vector)|Electric field|Energy|Field (physics)|Work (physics)|Voltage|Joule|Coulomb,2|2|14|3|4|4|1|1|4|4|1|1,Electric potential energy|Electric charge|Potential energy|Position (vector)|Electric field|Field (physics)|Voltage|Coulomb,2|14|3|4|4|1|4|1,Electric potential energy|Electric charge|Potential energy|Position (vector)|Electric field|Field (physics)|Voltage|Coulomb,2|14|3|4|4|1|4|1
110,68,1,Dielectric,86.0,0.3317555544028268,Electric field|Capacitor|Dielectric|Field (physics)|Voltage|Capacitance|Electric charge,3|8|6|2|5|3|4,Electric field|Capacitor|Dielectric|Field (physics)|Voltage|Capacitance|Electric charge,3|8|6|2|5|3|4,Electric field|Capacitor|Dielectric|Field (physics)|Voltage|Capacitance|Electric charge,3|8|6|2|5|3|4,Electric field|Capacitor|Dielectric|Field (physics)|Voltage|Capacitance|Electric charge,3|8|6|2|5|3|4,Electric field|Field (physics)|Voltage|Electric charge,3|2|5|4,Electric field|Field (physics)|Voltage|Electric charge,3|2|5|4
111,2,0,Joule,87.0,0.0,,,,,,,,,,,,
112,49,1,Insulator (electricity),88.0,0.25048015042312954,Energy|Insulator (electricity)|Electron|Electric current|Temperature|Position (vector)|Electric charge,8|6|5|1|2|1|1,Energy|Insulator (electricity)|Electron|Electric current|Temperature|Position (vector)|Electric charge,8|6|5|1|2|1|1,Energy|Insulator (electricity)|Electron|Electric current|Temperature|Position (vector)|Electric charge,8|6|5|1|2|1|1,Energy|Insulator (electricity)|Electron|Electric current|Temperature|Position (vector)|Electric charge,8|6|5|1|2|1|1,Electric current|Temperature|Position (vector)|Electric charge,1|2|1|1,Electric current|Temperature|Position (vector)|Electric charge,1|2|1|1
113,24,2,Projectile motion,89.0,0.11728308182335773,Projectile motion|Motion|Direction (geometry)|Position (vector)|Velocity|Motion graphs and derivatives,3|3|1|1|2|1,Projectile motion|Motion|Direction (geometry)|Position (vector)|Velocity|Motion graphs and derivatives,3|3|1|1|2|1,,,,,,,,
114,131,2,Collision,90.0,0.5752009708090621,Elasticity (physics)|Energy|Collision|Deformation (engineering)|Force|Physics|Work (physics)|Laser|Electric current|Field (physics)|Metre|Optical microscope|Electron,6|39|8|1|2|5|4|1|2|2|1|1|1,Elasticity (physics)|Energy|Collision|Deformation (engineering)|Force|Physics|Work (physics)|Laser|Electric current|Field (physics)|Metre|Optical microscope|Electron,6|39|8|1|2|5|4|1|2|2|1|1|1,Elasticity (physics)|Energy|Collision|Deformation (engineering)|Force|Physics|Work (physics)|Laser|Electric current|Field (physics)|Metre|Optical microscope|Electron,6|39|8|1|2|5|4|1|2|2|1|1|1,Elasticity (physics)|Energy|Collision|Deformation (engineering)|Force|Physics|Work (physics)|Laser|Electric current|Field (physics)|Metre|Optical microscope|Electron,6|39|8|1|2|5|4|1|2|2|1|1|1,Force|Physics|Electric current|Field (physics)|Metre|Optical microscope,2|5|2|2|1|1,Force|Physics|Electric current|Field (physics)|Metre|Optical microscope,2|5|2|2|1|1
115,53,2,Elasticity (physics),91.0,0.27317662341994337,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering),8|4|3|1,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering),8|4|3|1,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering),8|4|3|1,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering),8|4|3|1,Force,3,Force,3
116,21,1,Elastic collision,91.0,0.08778304264649864,Elasticity (physics)|Energy|Collision,4|14|4,Elasticity (physics)|Energy|Collision,4|14|4,,,,,,,,
