,Unnamed: 0,topic_a,topic_b,relation,tfidf_score
1155,1155,Free fall,Distance,1,0.0
1156,1156,Refractive index,Total internal reflection,0,0.0
1157,1157,Voltage,Potential energy,0,1.010766873202257
1158,1158,Wave,Equations of motion,0,0.0
1159,1159,Huygens–Fresnel principle,Frequency,0,0.0
1160,1160,Newton's law of universal gravitation,Mass,0,0.8319991429632699
1161,1161,Snell's law,Length,0,0.07695498024603943
1162,1162,Electric field,Potential energy,0,0.020156172194556652
1163,1163,Electron,Energy,0,0.034004147600215334
1164,1164,Electromagnetic radiation,Electromagnetic spectrum,0,0.0
1165,1165,Acceleration,Kilogram,0,0.0
1166,1166,Physics,Magnetic field,0,0.0
1167,1167,Motion,Field (physics),0,0.0
1168,1168,Acceleration,Gravitational acceleration,0,0.0
1169,1169,Acceleration,Magnetic field,0,0.0
1170,1170,Plane mirror,Ray (optics),0,0.0
1171,1171,Motion,Electric potential energy,0,0.0
1172,1172,Hardness,Stiffness,0,0.0
1173,1173,Electron,Photoelectric effect,0,0.0
1174,1174,Electrostatics,Physics,1,0.0530032420091052
1175,1175,Gravitational acceleration,Potential energy,0,0.0
1176,1176,Non-inertial reference frame,Inertial frame of reference,0,0.0
1177,1177,Light,Metre,0,0.0
1178,1178,Force,Equations of motion,0,0.0
1179,1179,Hertz,Wavelength,0,0.0
1180,1180,Huygens–Fresnel principle,Wavelength,0,0.0
1181,1181,Electron,Magnet,0,0.13129926240239528
1182,1182,Doppler effect,Motion,1,0.16104137994315496
1183,1183,Energy,Hooke's law,0,0.0
1184,1184,Gravity of Earth,Speed,1,0.0
1185,1185,Friction,Free body diagram,0,0.0
1186,1186,Electron,Inelastic collision,0,0.0
1187,1187,Emission spectrum,Mass,0,0.19016744986911505
1188,1188,Hardness,Strength of materials,1,0.0
1189,1189,Refractive index,Physics,1,1.2272951173637665
1190,1190,Dispersion (optics),Velocity,0,0.21809179078861168
1191,1191,Hooke's law,Energy,0,0.0
1192,1192,Angle of incidence,Plane mirror,0,0.0
1193,1193,Amplitude,Electric current,0,0.0
1194,1194,Euclidean vector,Equations of motion,0,0.0
1195,1195,Physics,Tension (physics),0,0.0
1196,1196,Free fall,Speed,1,0.0
1197,1197,Gravity of Earth,Non-inertial reference frame,0,0.0
1198,1198,Force,Electric potential,0,0.0
1199,1199,Motion,Refractive index,0,0.0
1200,1200,Elastic collision,Potential energy,0,0.0
1201,1201,Voltage,Electrostatics,0,0.14517386497985274
1202,1202,Magnetic field,Electrostatics,0,0.0
1203,1203,Electron,Electrical resistance and conductance,0,0.0014303305378200427
1204,1204,Hertz,Frequency,1,0.0
1205,1205,Displacement (vector),Mechanical energy,0,0.0
1206,1206,Energy,Electric field,0,0.0
1207,1207,Wave,Scattering,0,0.0
1208,1208,Potential energy,Force,1,0.0
1209,1209,Mass,Physics,1,0.0
1210,1210,Magnetic field,Emission spectrum,0,0.0
1211,1211,Speed,Gravitational field,0,0.0
1212,1212,Mirror image,Plane mirror,1,0.0
1213,1213,Normal force,Friction,0,0.2951478438703663
1214,1214,Physics,Sonic boom,0,0.0
1215,1215,Electric field,Electroscope,0,0.0
1216,1216,Dielectric,Torque,0,0.0
1217,1217,Friction,Lever,0,0.0
1218,1218,Refraction,Diffraction,0,0.0
1219,1219,Physics,Dispersion (optics),0,0.0
1220,1220,Equations of motion,Gravity,0,0.0
1221,1221,Hardness,Fracture,1,0.0
1222,1222,Electrical resistance and conductance,Joule,0,0.0
1223,1223,Plane mirror,Mirror image,0,0.0
1224,1224,Scalar multiplication,Position (vector),0,2.1443113443413377
1225,1225,Field (physics),Electric field,0,0.0
1226,1226,Ohm's law,Magnetic field,0,0.0
1227,1227,Energy,Length,0,0.2155709146081768
1228,1228,Electromagnetic spectrum,Frequency,1,0.03544215747782113
1229,1229,Potential energy,Length,0,0.10661352798430106
1230,1230,Elastic collision,Motion,1,0.0
1231,1231,Euclidean vector,Velocity,0,0.18914855102959532
1232,1232,Hertz,Electromagnetic radiation,0,0.0
1233,1233,Motion,Motion graphs and derivatives,0,0.0
1234,1234,Electron,Electrical polarity,0,0.00047315306739125694
1235,1235,Electric field,Field (physics),1,0.27712594546107056
1236,1236,Position (vector),Work (physics),0,0.0
1237,1237,Electromagnetic radiation,Absorption spectroscopy,0,0.0
1238,1238,Motion,Potential energy,0,0.0
1239,1239,Interference (wave propagation),Optical microscope,0,0.0
1240,1240,Light,Geometrical optics,0,0.0
1241,1241,Potential energy,Position (vector),1,0.4735051519322678
1242,1242,Speed,Inertial frame of reference,0,0.0
1243,1243,Curved mirror,Laser,0,0.0
1244,1244,Potential energy,Motion,1,0.5924894630369528
1245,1245,Emission spectrum,Absorption spectroscopy,0,0.0
1246,1246,Distance,Projectile motion,0,0.0
1247,1247,Photoelectric effect,Length,0,0.4774669456806552
1248,1248,Photoelectric effect,Frequency,0,0.0218572019282184
1249,1249,Transverse wave,Equations of motion,0,0.0
1250,1250,Acceleration,Friction,0,0.0
1251,1251,Transmission medium,Physics,1,0.0
1252,1252,Light,Specular reflection,0,0.0
1253,1253,Inelastic collision,Energy,1,0.0
1254,1254,Physics,Mirror image,0,0.0
1255,1255,Gravity of Earth,Distance,1,0.0
1256,1256,Distance,Shock wave,0,0.0
1257,1257,Length,Hooke's law,0,0.0
1258,1258,Electron,Optical microscope,0,1.4005857890345628
1259,1259,Wave,Potential energy,0,0.0
1260,1260,Rarefaction,Physics,1,0.1031280282519105
1261,1261,Physics,Standing wave,0,0.0
1262,1262,Electric field,Dielectric,0,0.0
1263,1263,Hooke's law,Force,1,0.0
1264,1264,Power (physics),Length,0,0.437390261523837
1265,1265,Speed,Displacement (vector),0,0.6910487494862909
1266,1266,Reflection (physics),Light,1,0.3830954241800512
1267,1267,Laser,Dispersion (optics),0,0.0
1268,1268,Acceleration,Newton's laws of motion,0,0.0
1269,1269,Series and parallel circuits,Voltage,1,0.07169148312449589
1270,1270,Angle of incidence,Refractive index,0,0.0
1271,1271,Coulomb's law,Electromotive force,0,0.0
1272,1272,Gravitational field,Normal force,0,0.0
1273,1273,Coulomb's law,Field (physics),0,0.2767863026455817
1274,1274,Light,Ray (optics),0,0.0
1275,1275,Contact force,Normal force,0,0.0
1276,1276,Electric potential,Energy,1,0.0
1277,1277,Hooke's law,Electric field,0,0.0
1278,1278,Distance,Gravitational acceleration,0,0.0
1279,1279,Voltage,Free fall,0,0.0
1280,1280,Elastic collision,Velocity,1,0.0
1281,1281,Mechanical energy,Mass,1,0.4870465619094019
1282,1282,Force,Metre,0,0.5289307235515586
1283,1283,Wave,Field (physics),0,1.6225185978338281
1284,1284,Refraction,Velocity,0,0.0186956960795919
1285,1285,Motion graphs and derivatives,Motion,1,0.9025023479890378
1286,1286,Refracting telescope,Gravity,0,0.0
1287,1287,Sound,Sonic boom,0,0.0
1288,1288,Lever,Velocity,0,0.11001270505170706
1289,1289,Electron,Collision,0,0.0
1290,1290,Optical microscope,Wavelength,0,0.007644017452608784
1291,1291,Coulomb,Electromotive force,0,0.0
1292,1292,Insulator (electricity),Electric current,1,0.5251970496095811
1293,1293,Magnet,Wave,0,0.0
1294,1294,Interference (wave propagation),Distance,0,0.11292911623364875
1295,1295,Magnetic field,Tangential and normal components,0,0.0
1296,1296,Projectile motion,Force,1,0.0
1297,1297,Torque,Force,1,0.9896790415614268
1298,1298,Wave,Electric field,0,0.0
1299,1299,Gravitational field,Gravity of Earth,0,0.0
1300,1300,Friction,Energy,0,0.0
1301,1301,Joule,Mass,0,0.0
1302,1302,Electric potential energy,Distance,1,0.05435388202487965
1303,1303,Acceleration,Length,0,0.12458936987142187
1304,1304,Field (physics),Electromagnetic radiation,0,0.0
1305,1305,Acceleration,Gravity of Earth,0,0.0
1306,1306,Electron,Mass,0,0.041508668322611464
1307,1307,Dielectric,Distance,0,0.12110474915970205
1308,1308,Electron,Telescope,0,1.1321669959336855
1309,1309,Voltmeter,Electroscope,0,0.0
1310,1310,Euclidean vector,Mechanical energy,0,0.0
1311,1311,Electron,Coulomb,0,0.006242526077733384
1312,1312,Hardness,Crystallinity,0,0.0
1313,1313,Electron,Electric current,0,0.0012911342441758267
1314,1314,Euclidean vector,Physics,0,0.2664520496511533
1315,1315,Projectile motion,Acceleration,1,0.0
1316,1316,Euclidean vector,Potential energy,0,0.0
1317,1317,Standing wave,Wavelength,1,0.11589418555955915
1318,1318,Gravity of Earth,Metre,0,2.1005418196556334
1319,1319,Series and parallel circuits,Electric current,1,0.8753284160159686
1320,1320,Field line,Force,0,0.1214150701174595
1321,1321,Energy level,Diffraction,0,0.1907661997891056
1322,1322,Electrical resistance and conductance,Ohmmeter,0,0.0
1323,1323,Speed,Gravitational acceleration,0,0.0
1324,1324,Physics,Specular reflection,0,0.0
1325,1325,Electromagnetic spectrum,Absorption spectroscopy,1,0.0
1326,1326,Work (physics),Metre,0,0.3489811010245989
1327,1327,Electrical conductor,Electric field,0,0.0
1328,1328,Voltage,Electromagnetic spectrum,0,0.0
1329,1329,Deformation (engineering),Force,1,1.0658081986046133
1330,1330,Voltmeter,Amplitude,0,0.0
1331,1331,Snell's law,Refracting telescope,0,0.0
1332,1332,Distance,Contact force,0,0.0
1333,1333,Mechanical energy,Energy,1,0.0
1334,1334,Refractive index,Motion,1,0.1926745847632778
1335,1335,Voltage,Equations of motion,0,0.0
1336,1336,Speed,Transverse wave,0,0.0
1337,1337,Dielectric,Electric current,1,0.0
1338,1338,Tension (physics),Contact force,0,0.0
1339,1339,Euclidean vector,Displacement (vector),0,0.9089948935550444
1340,1340,Electric current,Power (physics),0,0.0
1341,1341,Scattering,Laser,0,0.0
1342,1342,Magnet,Mechanical energy,0,0.0
1343,1343,Free fall,Position (vector),1,0.0
1344,1344,Magnification,Optical microscope,0,0.0
1345,1345,Wave,Standing wave,0,0.0
1346,1346,Electromagnetic radiation,Diffraction,0,0.0
1347,1347,Electron,Physics,0,3.588271109908749
1348,1348,Geometrical optics,Wavelength,0,0.0
1349,1349,Intensity (physics),Electric field,0,0.0
1350,1350,Velocity,Relative velocity,0,0.0
1351,1351,Plane mirror,Geometrical optics,0,0.0
1352,1352,Newton's law of universal gravitation,Planet,0,0.0
1353,1353,Electromagnetic radiation,Electron,1,0.0
1354,1354,Magnetism,Temperature,0,0.0
1355,1355,Acceleration,Force,1,0.0
1356,1356,Strength of materials,Deformation (engineering),1,0.6156421050701374
1357,1357,Physics,Force,0,0.0
1358,1358,Crest (physics),Amplitude,0,0.0
1359,1359,Electric current,Emission spectrum,0,0.0
1360,1360,Energy,Work (physics),0,0.8342342719191479
1361,1361,Hardness,Plasticity (physics),1,0.0
1362,1362,Force,Gravitational acceleration,0,0.0
1363,1363,Electric potential energy,Potential energy,1,0.12657188036522002
1364,1364,Field (physics),Electric potential,0,0.0
1365,1365,Standing wave,Physics,1,0.0707163622298815
1366,1366,Sound intensity,Intensity (physics),1,0.0
1367,1367,Relative velocity,Inertial frame of reference,0,0.0
1368,1368,Force,Acceleration,0,0.0
1369,1369,Mass,Gravity,0,0.0
1370,1370,Distance,Wavelength,0,0.0
1371,1371,Refracting telescope,Wavelength,0,0.017730548342870852
1372,1372,Le Sage's theory of gravitation,Distance,1,0.09165556576744413
1373,1373,Telescope,Refracting telescope,0,0.0
1374,1374,Euclidean vector,Electric potential,0,0.0
1375,1375,Energy,Kilogram,0,0.6889371308744653
1376,1376,Strength of materials,Elasticity (physics),1,0.7105980596373384
1377,1377,Gravitational acceleration,Distance,1,0.0
1378,1378,Elastic collision,Force,1,0.0
1379,1379,Electric potential,Field (physics),1,0.10857025482113083
1380,1380,Photoelectric effect,Force,0,0.33231469624364723
1381,1381,Field (physics),Electromagnetic spectrum,0,0.0
1382,1382,Physics,Acceleration,0,0.0
1383,1383,Ohm,Power (physics),0,0.0
1384,1384,Friction,Collision,0,0.0
1385,1385,Work (physics),Electric potential energy,0,0.0
1386,1386,Physics,Speed,0,0.0
1387,1387,Sonic boom,Temperature,0,0.07750891177224045
1388,1388,Magnetic field,Refractive index,0,0.0
1389,1389,Dielectric,Refractive index,0,0.0
1390,1390,Magnetic field,Force,1,0.0
1391,1391,Field (physics),Velocity,0,0.0
1392,1392,Gravitational acceleration,Gravitational field,0,0.0
1393,1393,Euclidean vector,Electric potential energy,0,0.0
1394,1394,Electron,Wavelength,0,0.10140741236461426
1395,1395,Magnet,Compass,0,0.0
1396,1396,Magnet,Distance,0,0.0
1397,1397,Work (physics),Displacement (vector),1,0.6170815404061835
1398,1398,Free fall,Acceleration,1,0.0
1399,1399,Potential energy,Electric potential,0,0.0
1400,1400,Work (physics),Energy,1,0.0
1401,1401,Energy,Reflection (physics),0,0.0016795110587568822
1402,1402,Potential energy,Kilogram,0,1.6571978313236722
1403,1403,Refraction,Frequency,0,0.0
1404,1404,Motion,Work (physics),0,0.0
1405,1405,Velocity,Force,0,0.0
1406,1406,Force,Electromagnetic spectrum,0,0.0
1407,1407,Emission spectrum,Wave,1,0.10916786931300364
1408,1408,Acceleration,Sonic boom,0,0.0
1409,1409,Photoelectric effect,Laser,0,0.0
1410,1410,Electron,Force,0,0.0806083960661758
1411,1411,Electrical resistance and conductance,Series and parallel circuits,0,0.2706708337678957
1412,1412,Force,Free fall,0,0.0
1413,1413,Hooke's law,Metre,0,0.0
1414,1414,Interference (wave propagation),Refractive index,0,0.0
1415,1415,Work (physics),Electric potential,0,0.0
1416,1416,Gravity of Earth,Acceleration,1,0.0
1417,1417,Virtual image,Light,1,0.0
1418,1418,Speed,Euclidean vector,0,0.0
1419,1419,Motion,Displacement (vector),0,0.0
1420,1420,Electrostatics,Field (physics),1,0.6415570986332739
1421,1421,Magnetic field,Electromagnetic radiation,0,0.0
1422,1422,Gravitational acceleration,Velocity,1,0.0
1423,1423,Friction,Euclidean vector,0,0.0
1424,1424,Position (vector),Gravitational acceleration,0,0.0
1425,1425,Wave,Shock wave,0,0.0
1426,1426,Electron,Temperature,0,0.003776499202566234
1427,1427,Non-inertial reference frame,Physics,1,0.324795512278083
1428,1428,Refraction,Transmission medium,0,0.0
1429,1429,Displacement (vector),Relative velocity,0,0.0
1430,1430,Transverse wave,Electromagnetic spectrum,0,0.0
1431,1431,Mass,Force,0,0.0
1432,1432,Hertz,Musical tone,0,0.0
1433,1433,Refraction,Wavelength,0,0.02090874481744624
1434,1434,Equations of motion,Euclidean vector,1,0.0
1435,1435,Inertial frame of reference,Motion,1,0.9025023479890378
1436,1436,Electron,Laser,0,0.0
1437,1437,Energy,Electromagnetic spectrum,0,0.0
1438,1438,Refraction,Physics,1,1.3185264961368734
1439,1439,Le Sage's theory of gravitation,Physics,1,0.19105618369299
1440,1440,Mirror image,Light,1,0.4370632319514473
1441,1441,Newton's law of universal gravitation,Field (physics),0,0.40744319085094943
1442,1442,Sound intensity,Force,1,0.0
1443,1443,Force,Friction,0,0.2951478438703663
1444,1444,Frequency,Hertz,0,0.0
1445,1445,Electric field,Electrostatics,0,0.18146733122481595
1446,1446,Hardness,Physics,1,0.0
1447,1447,Motion,Physics,1,0.3598832878405188
1448,1448,Absorption spectroscopy,Wave,1,0.13645983664125458
1449,1449,Magnetic field,Electron,0,0.0
1450,1450,Potential energy,Distance,1,0.0
1451,1451,Torque,Metre,0,0.5234716515368985
1452,1452,Crest (physics),Geometrical optics,0,0.0
1453,1453,Power (physics),Sound intensity,0,0.0
1454,1454,Ammeter,Metre,0,0.14989027176421002
1455,1455,Energy level,Frequency,0,0.017451477137109053
1456,1456,Electric potential,Work (physics),1,0.0
1457,1457,Mass,Torque,0,0.0
1458,1458,Elastic collision,Mass,1,0.0
1459,1459,Equations of motion,Acceleration,1,0.0
1460,1460,Sonic boom,Distance,0,0.0921793409647906
1461,1461,Absorption spectroscopy,Physics,1,2.977194163526089
1462,1462,Energy,Wave,0,0.0013173120109821821
1463,1463,Physics,Mass,0,0.0
1464,1464,Force,Electromotive force,0,0.0
1465,1465,Photoelectric effect,Energy,1,0.6037517549244782
1466,1466,Refractive index,Metre,0,0.22422158999466946
1467,1467,Sound intensity,Power (physics),1,0.0
1468,1468,Emission spectrum,Coulomb's law,1,0.0
1469,1469,Electric field,Electromotive force,0,0.0
1470,1470,Force,Wave,0,0.0023933020338964012
1471,1471,Force,Planet,0,0.0
1472,1472,Force,Gravitational field,0,0.0
1473,1473,Interference (wave propagation),Telescope,0,0.0
1474,1474,Velocity,Acceleration,0,0.0
1475,1475,Light,Virtual image,0,0.0
1476,1476,Acceleration,Frame of reference,0,0.09519732898662832
1477,1477,Interference (wave propagation),Physics,1,0.26297687214889603
1478,1478,Electrostatics,Distance,1,0.2543909580484163
1479,1479,Laser,Optical microscope,0,0.7017583821640943
1480,1480,Field (physics),Electric potential energy,0,0.0
1481,1481,Speed,Free fall,0,0.0
1482,1482,Energy,Velocity,0,0.18255386006981744
1483,1483,Speed,Le Sage's theory of gravitation,0,0.0
1484,1484,Frame of reference,Force,0,0.0
1485,1485,Electron,Light,0,1.8128458617490264
1486,1486,Force,Intensity (physics),0,0.0
1487,1487,Force,Field (physics),0,0.7890768114400344
1488,1488,Gravity of Earth,Position (vector),1,0.0
1489,1489,Specular reflection,Plane mirror,0,0.0
1490,1490,Insulator (electricity),Electrostatics,0,0.15986830844869335
1491,1491,Acceleration,Position (vector),1,0.6996248925315626
1492,1492,Intensity (physics),Electromagnetic radiation,0,0.0
1493,1493,Electrical resistance and conductance,Distance,0,0.06989993337910487
1494,1494,Shock wave,Refraction,0,0.014877793766741781
1495,1495,Rarefaction,Transmission medium,0,0.0
1496,1496,Shock wave,Distance,1,0.0921793409647906
1497,1497,Force,Electric potential energy,0,0.0
1498,1498,Geometrical optics,Total internal reflection,0,0.0
1499,1499,Plasticity (physics),Physics,1,0.6453602910214749
1500,1500,Electric potential energy,Work (physics),1,0.0
1501,1501,Electrical resistance and conductance,Electric current,1,0.9026824290164676
1502,1502,Magnetic field,Field (physics),1,2.028148247292285
1503,1503,Pigment,Light,0,1.8117866543605217
1504,1504,Force,Work (physics),0,0.0
1505,1505,Motion,Non-inertial reference frame,0,0.0
1506,1506,Ray (optics),Virtual image,0,0.0
1507,1507,Color,Pigment,0,0.0
1508,1508,Elasticity (physics),Physics,1,0.4193414575631294
1509,1509,Sonic boom,Length,0,0.2170237422624404
1510,1510,Gravitational constant,Force,1,0.0
1511,1511,Amplitude,Dispersion (optics),0,0.0
1512,1512,Motion graphs and derivatives,Position (vector),1,0.4484774952125401
1513,1513,Equations of motion,Physics,1,0.4871932684171245
1514,1514,Electromagnetic radiation,Refraction,0,0.007932150677438047
1515,1515,Light,Emission spectrum,0,0.0
1516,1516,Magnetic field,Electromotive force,0,0.0
1517,1517,Sound intensity,Energy,1,0.0
1518,1518,Physics,Gravity of Earth,0,0.0
1519,1519,Position (vector),Mechanical energy,0,0.0
1520,1520,Acceleration,Electron,0,0.0
1521,1521,Distance,Electrostatics,0,0.0
1522,1522,Motion,Gravitational acceleration,0,0.0
1523,1523,Mass,Normal force,0,0.0
1524,1524,Electromotive force,Ohm's law,0,0.0
1525,1525,Voltmeter,Electric potential,0,0.0
1526,1526,Electric potential energy,Joule,0,0.0
1527,1527,Dispersion (optics),Wavelength,0,0.2439077732632083
1528,1528,Electric potential,Distance,1,0.041102217896626166
1529,1529,Fracture,Light,0,0.018677386655884358
1530,1530,Friction,Kinetic energy,0,0.0
1531,1531,Transverse wave,Ray (optics),0,0.0
1532,1532,Magnetic field,Field line,0,0.0
1533,1533,Frame of reference,Physics,1,0.324795512278083
1534,1534,Gravitational constant,Gravity,1,0.0
1535,1535,Strength of materials,Plasticity (physics),1,0.4617315788026031
1536,1536,Physics,Torque,0,0.0
1537,1537,Newton's law of universal gravitation,Gravity,1,0.17125990748138514
1538,1538,Photoelectric effect,Electron,1,0.7769633948210198
1539,1539,Newton's laws of motion,Equations of motion,0,0.0
1540,1540,Motion,Free fall,0,0.0
1541,1541,Electrical resistance and conductance,Voltage,1,0.07393184197213637
1542,1542,Motion,Frame of reference,0,0.0
1543,1543,Light,Inertial frame of reference,0,0.0
1544,1544,Velocity,Motion,1,0.5415014087934227
1545,1545,Fatigue (material),Physics,1,0.3783450065068564
1546,1546,Dispersion (optics),Length,0,0.021250570473849484
1547,1547,Emission spectrum,Energy level,1,0.6828885216824352
1548,1548,Gravitational field,Field (physics),1,0.0
1549,1549,Force,Electromagnetic radiation,0,0.0
1550,1550,Velocity,Motion graphs and derivatives,0,0.0
1551,1551,Collision,Force,1,0.3045166281727467
1552,1552,Intensity (physics),Photoelectric effect,0,0.0
1553,1553,Frequency,Electromagnetic spectrum,0,0.0
1554,1554,Joule,Kinetic energy,0,0.0
1555,1555,Power (physics),Force,1,1.1167863232259825
1556,1556,Standing wave,Interference (wave propagation),1,0.0
1557,1557,Electrical resistance and conductance,Force,0,0.0
1558,1558,Newton's laws of motion,Inertial frame of reference,0,0.0
1559,1559,Euclidean vector,Normal force,0,0.0
1560,1560,Displacement (vector),Gravitational acceleration,0,0.0
1561,1561,Friction,Gravity,0,0.0
1562,1562,Electron,Coulomb's law,0,0.0
1563,1563,Electric field,Magnetism,0,0.0
1564,1564,Reflection (physics),Mirror image,0,0.0
1565,1565,Hooke's law,Lever,0,0.0
1566,1566,Electric potential,Kilogram,0,0.5155011508740552
1567,1567,Interference (wave propagation),Electromagnetic radiation,0,0.0
1568,1568,Frame of reference,Mass,0,0.0
1569,1569,Energy level,Electron,0,0.971990643723462
1570,1570,Euclidean vector,Torque,0,0.0
1571,1571,Motion,Le Sage's theory of gravitation,0,0.0
1572,1572,Telescope,Mass,0,0.003870704297609808
1573,1573,Laser,Diffraction,0,0.09833706388211427
1574,1574,Friction,Contact force,1,0.0
1575,1575,Gravity of Earth,Displacement (vector),1,0.0
1576,1576,Refractive index,Force,0,0.0
1577,1577,Laser,Light,1,0.908319782346782
1578,1578,Speed,Newton's law of universal gravitation,0,0.0
1579,1579,Newton's law of universal gravitation,Distance,1,0.10161812726390544
1580,1580,Displacement (vector),Stiffness,0,0.0
1581,1581,Inelastic collision,Collision,1,1.018996080067372
1582,1582,Diffraction,Physics,1,0.3941358093228866
1583,1583,Electric field,Equations of motion,0,0.0
1584,1584,Inelastic collision,Friction,0,0.09158474501273402
1585,1585,Velocity,Projectile motion,0,0.0
1586,1586,Reflection (physics),Diffraction,0,0.0
1587,1587,Scattering,Light,0,0.6199873167874843
1588,1588,Equations of motion,Position (vector),1,0.18121145714751008
1589,1589,Dielectric,Electric field,1,0.6925973682039046
1590,1590,Temperature,Field (physics),0,0.0
1591,1591,Energy,Le Sage's theory of gravitation,0,0.0
1592,1592,Magnet,Electromagnetic radiation,0,0.0
1593,1593,Electric field,Emission spectrum,0,0.0
1594,1594,Scattering,Wave,1,0.10852338454129992
1595,1595,Potential energy,Mechanical energy,0,0.0
1596,1596,Electrical conductor,Electromagnetic radiation,0,0.0
1597,1597,Position (vector),Projectile motion,0,0.0
1598,1598,Gravity of Earth,Potential energy,0,0.0
1599,1599,Friction,Speed,0,0.0
1600,1600,Wave,Refraction,0,0.0
1601,1601,Magnetic field,Transverse wave,0,0.0
1602,1602,Friction,Dielectric,0,0.0
1603,1603,Emission spectrum,Temperature,0,0.13264497113230314
1604,1604,Interference (wave propagation),Wave,1,1.6974308014704982
1605,1605,Insulator (electricity),Electrical resistance and conductance,0,0.0
1606,1606,Emission spectrum,Electromagnetic radiation,1,0.13084227440593887
1607,1607,Work (physics),Motion,1,0.29988097369100203
1608,1608,Mechanical energy,Motion,1,0.5266573004772914
1609,1609,Mass,Potential energy,0,0.0
1610,1610,Hooke's law,Scalar (mathematics),0,0.0
1611,1611,Frame of reference,Non-inertial reference frame,0,0.0
1612,1612,Kinetic energy,Energy,1,0.0
1613,1613,Elasticity (physics),Stiffness,0,0.0
1614,1614,Doppler effect,Velocity,1,0.297397896529925
1615,1615,Dispersion (optics),Physics,1,1.6397060272471375
1616,1616,Electrostatics,Potential energy,1,0.1110732827694788
1617,1617,Electron,Wave,0,0.1644685776566048
1618,1618,Work (physics),Torque,0,0.0
1619,1619,Hardness,Energy,0,0.0
1620,1620,Mechanical energy,Distance,1,0.042570781759720816
1621,1621,Displacement (vector),Gravity of Earth,0,0.0
1622,1622,Shock wave,Mass,0,0.12746469314677394
1623,1623,Snell's law,Refraction,1,1.2366619752856498
1624,1624,Magnification,Reflection (physics),0,0.0
1625,1625,Mechanical energy,Collision,0,0.0
1626,1626,Acceleration,Inertial frame of reference,0,0.0
1627,1627,Magnetism,Coulomb's law,0,0.0
1628,1628,Position (vector),Gravity of Earth,0,0.0
1629,1629,Electron,Hertz,0,0.005948450325854556
1630,1630,Energy,Kinetic energy,0,0.1856028574408428
1631,1631,Magnet,Kilogram,0,0.0
1632,1632,Amplitude,Interference (wave propagation),0,0.0
1633,1633,Distance,Snell's law,0,0.0
1634,1634,Sound intensity,Sound,1,1.6392874422564931
1635,1635,Amplitude,Snell's law,0,0.0
1636,1636,Speed,Normal force,0,0.0
1637,1637,Scalar (mathematics),Scalar multiplication,0,0.0
1638,1638,Deformation (engineering),Physics,1,0.22579924638014665
1639,1639,Tension (physics),Force,1,0.0
1640,1640,Electron,Angle of incidence,0,0.1344135395742265
1641,1641,Sonic boom,Doppler effect,0,0.09458477667899197
1642,1642,Work (physics),Force,1,0.6597860277076177
1643,1643,Temperature,Kinetic energy,0,0.0
1644,1644,Huygens–Fresnel principle,Amplitude,1,0.0
1645,1645,Electron,Insulator (electricity),0,0.0
1646,1646,Newton's law of universal gravitation,Gravitational acceleration,0,0.0
1647,1647,Interference (wave propagation),Velocity,0,0.05974793463177903
1648,1648,Frequency,Wave,0,1.0300406566477966
1649,1649,Joule,Capacitance,0,0.0
1650,1650,Electric potential energy,Electron,0,0.0
1651,1651,Velocity,Physics,1,0.19487730736684974
1652,1652,Magnetism,Compass,0,0.0
1653,1653,Gravity,Free fall,0,0.0
1654,1654,Angle of incidence,Snell's law,0,0.0
1655,1655,Reflection (physics),Plane mirror,0,0.0
1656,1656,Refractive index,Electromagnetic spectrum,0,0.0
1657,1657,Magnet,Voltage,0,0.0
1658,1658,Euclidean vector,Distance,0,0.02996431957781827
1659,1659,Distance,Inertial frame of reference,0,0.0
1660,1660,Acceleration,Gravitational field,0,0.0
1661,1661,Elasticity (physics),Deformation (engineering),1,0.0
1662,1662,Wave,Refractive index,0,0.0
1663,1663,Physics,Gravitational field,0,0.0
1664,1664,Real image,Virtual image,0,0.0
1665,1665,Virtual image,Length,0,0.0
1666,1666,Electric potential energy,Capacitance,0,0.0
1667,1667,Acceleration,Equations of motion,0,0.0
1668,1668,Refraction,Temperature,0,0.0
1669,1669,Force,Magnetic field,0,0.0
1670,1670,Intensity (physics),Distance,0,0.17312717978294995
1671,1671,Amplitude,Wave,0,0.0
1672,1672,Position (vector),Equations of motion,0,0.0
1673,1673,Physics,Hooke's law,0,0.0
1674,1674,Laser,Wavelength,0,0.12758054303276015
1675,1675,Physics,Deformation (engineering),0,0.0
1676,1676,Acceleration,Hooke's law,0,0.0
1677,1677,Wavelength,Refractive index,0,0.0
1678,1678,Field (physics),Distance,0,0.0
1679,1679,Light,Snell's law,0,0.0
1680,1680,Electromagnetic radiation,Emission spectrum,0,0.0
1681,1681,Friction,Length,0,0.0
1682,1682,Elastic collision,Inertial frame of reference,0,0.0
1683,1683,Joule,Force,0,0.0
1684,1684,Velocity,Free fall,0,0.0
1685,1685,Snell's law,Dispersion (optics),0,0.0
1686,1686,Joule,Ohm,0,0.0
1687,1687,Distance,Newton's law of universal gravitation,0,0.0
1688,1688,Telescope,Wavelength,0,0.009456292449531122
1689,1689,Inelastic collision,Force,1,0.3103012504233624
1690,1690,Kinetic energy,Collision,0,0.0
1691,1691,Physics,Gravity,0,0.0
1692,1692,Electric current,Equations of motion,0,0.0
