,topic_a,topic_b
1809,Software testing,Data warehouse
1810,Data warehouse,Data structure
1811,Data warehouse,Assembly language
1812,Data warehouse,Network security
1813,Knowledge management,Data warehouse
1814,Data warehouse,Computer graphics
1815,Data warehouse,Computational geometry
1816,Data warehouse,Algorithm
1817,Data warehouse,Object-oriented programming
1818,Data warehouse,Machine learning
1819,Graphical model,Data warehouse
1820,Data integration,Data warehouse
1821,Software architecture,Data warehouse
1822,Data warehouse,Compiler
1823,Data warehouse,Information security
1824,Data warehouse,Distributed computing
1825,Data warehouse,Cryptography
1826,Data warehouse,Artificial intelligence
1827,Data warehouse,Natural language processing
1828,Data warehouse,Computer vision
1829,Social network analysis,Data warehouse
1830,Computational linguistics,Data warehouse
1831,Data warehouse,Network service
1832,Data warehouse,Operating system
1833,Information management,Data warehouse
1834,Computer-aided software engineering,Data warehouse
1835,Data warehouse,Computer architecture
1836,Data warehouse,Software development
1837,Data warehouse,Programming language
1838,Data warehouse,Theory of computation
1839,Data warehouse,Computer network
1840,Data warehouse,Analysis of algorithms
1841,Data warehouse,Data mining
1842,Software analytics,Data warehouse
1843,Data warehouse,Discrete mathematics
1844,Data warehouse,Computer security
1845,Software engineering,Data warehouse
1846,Information retrieval,Data warehouse
1847,Data warehouse,Database
1848,Systems programming,Cloud computing
1849,Systems programming,Computer graphics
1850,Systems programming,Algorithm
1851,Systems programming,Graphical model
1852,Systems programming,Compiler
1853,Systems programming,Distributed computing
1854,Systems programming,Operating system
1855,Systems programming,Computer architecture
1856,Systems programming,Computer network
1857,Systems programming,Database
1858,Data-intensive computing,Computer architecture
1859,Computer architecture,Parallel computing
1860,Modeling language,Computer architecture
1861,Mobile app development,Computer architecture
1862,Cloud computing,Computer architecture
1863,Software testing,Computer architecture
1864,Wireless network,Computer architecture
1865,Data structure,Computer architecture
1866,Assembly language,Computer architecture
1867,Network security,Computer architecture
1868,Parallel processing (DSP implementation),Computer architecture
1869,Knowledge management,Computer architecture
1870,Object-oriented analysis and design,Computer architecture
1871,Computer architecture,Computer graphics
1872,Computer architecture,Computational geometry
1873,Computer architecture,Algorithm
1874,Object-oriented programming,Computer architecture
1875,Computer architecture,Machine learning
1876,Software project management,Computer architecture
1877,Graphical model,Computer architecture
1878,Data integration,Computer architecture
1879,Software architecture,Computer architecture
1880,Compiler,Computer architecture
1881,Distributed object,Computer architecture
1882,Translator (computing),Computer architecture
1883,Distributed computing,Computer architecture
1884,Cryptography,Computer architecture
1885,Broadband networks,Computer architecture
1886,Computer architecture,Artificial intelligence
1887,Natural language processing,Computer architecture
1888,Computer architecture,Computer vision
1889,Computer architecture,Object-oriented design
1890,Combinatorial optimization,Computer architecture
1891,Social network analysis,Computer architecture
1892,Computational linguistics,Computer architecture
1893,Network service,Computer architecture
1894,Game theory,Computer architecture
1895,Computer architecture,Information management
1896,Computer-aided software engineering,Computer architecture
1897,Data warehouse,Computer architecture
1898,Systems programming,Computer architecture
1899,Computer architecture,Software development
1900,Computer architecture,Programming language
1901,Computer architecture,Theory of computation
1902,Computer architecture,Computer network
1903,Software metric,Computer architecture
1904,Internet protocol suite,Computer architecture
1905,Software analytics,Computer architecture
1906,Computer architecture,Discrete mathematics
1907,Test automation,Computer architecture
1908,Computer architecture,Computer security
1909,Software engineering,Computer architecture
1910,Information retrieval,Computer architecture
1911,Computer architecture,Database
1912,Robotics,Computer architecture
1913,Microarchitecture,Computer architecture
1914,Data-intensive computing,Software development
1915,Parallel computing,Software development
1916,Modeling language,Software development
1917,Cloud computing,Software development
1918,Software testing,Software development
1919,Wireless network,Software development
1920,Data structure,Software development
1921,Assembly language,Software development
1922,Network security,Software development
1923,Knowledge management,Software development
1924,Object-oriented analysis and design,Software development
1925,Software development,Computer graphics
1926,Computational geometry,Software development
1927,Software development,Algorithm
1928,Object-oriented programming,Software development
1929,Machine learning,Software development
1930,Software project management,Software development
1931,Graphical model,Software development
1932,Data integration,Software development
1933,Software architecture,Software development
1934,Software development,Compiler
1935,Distributed object,Software development
1936,Information security,Software development
1937,Distributed computing,Software development
1938,Cryptography,Software development
1939,Broadband networks,Software development
1940,Artificial intelligence,Software development
1941,Natural language processing,Software development
1942,Software development,Computer vision
1943,Object-oriented design,Software development
1944,Combinatorial optimization,Software development
1945,Social network analysis,Software development
1946,Computational linguistics,Software development
1947,Network service,Software development
1948,Operating system,Software development
1949,Game theory,Software development
1950,Software development,Information management
1951,Computer-aided software engineering,Software development
1952,Data warehouse,Software development
1953,Computer architecture,Software development
1954,Software development,Programming language
1955,Software development,Theory of computation
1956,Software development,Computer network
1957,Software metric,Software development
1958,Analysis of algorithms,Software development
1959,Internet protocol suite,Software development
1960,Data mining,Software development
1961,Software analytics,Software development
1962,Software development,Discrete mathematics
1963,Test automation,Software development
1964,Computer security,Software development
1965,Software engineering,Software development
1966,Information retrieval,Software development
1967,Software development,Database
1968,Robotics,Software development
1969,Microarchitecture,Software development
1970,Data-intensive computing,Programming language
1971,Parallel computing,Programming language
1972,Modeling language,Programming language
1973,Cloud computing,Programming language
1974,Software testing,Programming language
1975,Wireless network,Programming language
1976,Data structure,Programming language
1977,Assembly language,Programming language
1978,Network security,Programming language
1979,Knowledge management,Programming language
1980,Object-oriented analysis and design,Programming language
1981,Computer graphics,Programming language
1982,Computational geometry,Programming language
1983,Algorithm,Programming language
1984,Programming language,Object-oriented programming
1985,Machine learning,Programming language
1986,Software project management,Programming language
1987,Graphical model,Programming language
1988,Data integration,Programming language
1989,Software architecture,Programming language
1990,Programming language,Compiler
1991,Distributed object,Programming language
1992,Information security,Programming language
1993,Translator (computing),Programming language
1994,Distributed computing,Programming language
1995,Cryptography,Programming language
1996,Broadband networks,Programming language
1997,Artificial intelligence,Programming language
1998,Natural language processing,Programming language
1999,Computer vision,Programming language
2000,Programming language,Object-oriented design
2001,Combinatorial optimization,Programming language
2002,Social network analysis,Programming language
2003,Computational linguistics,Programming language
2004,Network service,Programming language
2005,Operating system,Programming language
2006,Game theory,Programming language
2007,Programming language,Information management
2008,Computer-aided software engineering,Programming language
2009,Data warehouse,Programming language
2010,Computer architecture,Programming language
2011,Software development,Programming language
2012,Theory of computation,Programming language
2013,Computer network,Programming language
2014,Software metric,Programming language
2015,Analysis of algorithms,Programming language
2016,Internet protocol suite,Programming language
2017,Data mining,Programming language
2018,Software analytics,Programming language
2019,Discrete mathematics,Programming language
2020,Test automation,Programming language
2021,Computer security,Programming language
2022,Software engineering,Programming language
2023,Information retrieval,Programming language
2024,Database,Programming language
2025,Robotics,Programming language
2026,Microarchitecture,Programming language
2027,Data-intensive computing,Theory of computation
2028,Parallel computing,Theory of computation
2029,Modeling language,Theory of computation
2030,Cloud computing,Theory of computation
2031,Software testing,Theory of computation
2032,Wireless network,Theory of computation
2033,Theory of computation,Data structure
2034,Assembly language,Theory of computation
2035,Network security,Theory of computation
2036,Knowledge management,Theory of computation
2037,Object-oriented analysis and design,Theory of computation
2038,Computer graphics,Theory of computation
2039,Computational geometry,Theory of computation
2040,Theory of computation,Algorithm
2041,Object-oriented programming,Theory of computation
2042,Machine learning,Theory of computation
2043,Software project management,Theory of computation
2044,Graphical model,Theory of computation
2045,Data integration,Theory of computation
2046,Software architecture,Theory of computation
2047,Theory of computation,Compiler
2048,Distributed object,Theory of computation
2049,Information security,Theory of computation
2050,Distributed computing,Theory of computation
2051,Cryptography,Theory of computation
2052,Broadband networks,Theory of computation
2053,Artificial intelligence,Theory of computation
2054,Natural language processing,Theory of computation
2055,Computer vision,Theory of computation
2056,Combinatorial optimization,Theory of computation
2057,Social network analysis,Theory of computation
2058,Computational linguistics,Theory of computation
2059,Network service,Theory of computation
2060,Operating system,Theory of computation
2061,Game theory,Theory of computation
2062,Computer-aided software engineering,Theory of computation
2063,Data warehouse,Theory of computation
2064,Computer architecture,Theory of computation
2065,Software development,Theory of computation
2066,Theory of computation,Programming language
2067,Computer network,Theory of computation
2068,Software metric,Theory of computation
2069,Theory of computation,Analysis of algorithms
2070,Internet protocol suite,Theory of computation
2071,Data mining,Theory of computation
2072,Software analytics,Theory of computation
2073,Discrete mathematics,Theory of computation
2074,Test automation,Theory of computation
2075,Computer security,Theory of computation
2076,Software engineering,Theory of computation
2077,Information retrieval,Theory of computation
2078,Database,Theory of computation
2079,Robotics,Theory of computation
2080,Microarchitecture,Theory of computation
2081,Data-intensive computing,Computer network
2082,Parallel computing,Computer network
2083,Modeling language,Computer network
2084,Mobile app development,Computer network
2085,Cloud computing,Computer network
2086,Software testing,Computer network
2087,Wireless network,Computer network
2088,Data structure,Computer network
2089,Assembly language,Computer network
2090,Network security,Computer network
2091,Parallel processing (DSP implementation),Computer network
2092,Knowledge management,Computer network
2093,Object-oriented analysis and design,Computer network
2094,Computer graphics,Computer network
2095,Computational geometry,Computer network
2096,Computer network,Algorithm
2097,Object-oriented programming,Computer network
2098,Machine learning,Computer network
2099,Software project management,Computer network
2100,Graphical model,Computer network
2101,Data integration,Computer network
2102,Software architecture,Computer network
2103,Compiler,Computer network
2104,Distributed object,Computer network
2105,Information security,Computer network
2106,Distributed computing,Computer network
2107,Cryptography,Computer network
2108,Broadband networks,Computer network
2109,Artificial intelligence,Computer network
2110,Natural language processing,Computer network
2111,Computer vision,Computer network
2112,Computer network,Object-oriented design
2113,Combinatorial optimization,Computer network
2114,Social network analysis,Computer network
2115,Computational linguistics,Computer network
2116,Network service,Computer network
2117,Operating system,Computer network
2118,Game theory,Computer network
2119,Computer network,Information management
2120,Computer-aided software engineering,Computer network
2121,Data warehouse,Computer network
2122,Systems programming,Computer network
2123,Computer architecture,Computer network
2124,Software development,Computer network
2125,Computer network,Programming language
2126,Computer network,Theory of computation
2127,Software metric,Computer network
2128,Analysis of algorithms,Computer network
2129,Internet protocol suite,Computer network
2130,Data mining,Computer network
2131,Software analytics,Computer network
2132,Discrete mathematics,Computer network
2133,Test automation,Computer network
2134,Computer security,Computer network
2135,Software engineering,Computer network
2136,Information retrieval,Computer network
2137,Database,Computer network
2138,Robotics,Computer network
2139,Microarchitecture,Computer network
2140,Software metric,Parallel computing
2141,Software metric,Modeling language
2142,Software metric,Software testing
2143,Software metric,Data structure
2144,Software metric,Network security
2145,Object-oriented analysis and design,Software metric
2146,Software metric,Computer graphics
2147,Software metric,Computational geometry
2148,Software metric,Algorithm
2149,Software metric,Object-oriented programming
2150,Software metric,Machine learning
2151,Software metric,Software project management
2152,Software metric,Software architecture
2153,Software metric,Compiler
2154,Software metric,Information security
2155,Software metric,Distributed computing
2156,Software metric,Cryptography
2157,Software metric,Artificial intelligence
2158,Software metric,Natural language processing
2159,Software metric,Computer vision
2160,Software metric,Object-oriented design
2161,Software metric,Network service
2162,Software metric,Operating system
2163,Software metric,Computer-aided software engineering
2164,Software metric,Computer architecture
2165,Software metric,Software development
2166,Software metric,Programming language
2167,Software metric,Theory of computation
2168,Software metric,Computer network
2169,Software metric,Analysis of algorithms
2170,Software metric,Data mining
2171,Software metric,Discrete mathematics
2172,Software metric,Test automation
2173,Software metric,Computer security
2174,Software metric,Software engineering
2175,Software metric,Information retrieval
2176,Software metric,Database
2177,Software metric,Robotics
2178,Data-intensive computing,Analysis of algorithms
2179,Analysis of algorithms,Parallel computing
2180,Analysis of algorithms,Modeling language
2181,Cloud computing,Analysis of algorithms
2182,Software testing,Analysis of algorithms
2183,Wireless network,Analysis of algorithms
2184,Data structure,Analysis of algorithms
2185,Assembly language,Analysis of algorithms
2186,Network security,Analysis of algorithms
2187,Knowledge management,Analysis of algorithms
2188,Object-oriented analysis and design,Analysis of algorithms
2189,Analysis of algorithms,Computer graphics
2190,Analysis of algorithms,Computational geometry
2191,Analysis of algorithms,Algorithm
2192,Object-oriented programming,Analysis of algorithms
2193,Analysis of algorithms,Machine learning
2194,Software project management,Analysis of algorithms
2195,Graphical model,Analysis of algorithms
2196,Data integration,Analysis of algorithms
2197,Software architecture,Analysis of algorithms
2198,Analysis of algorithms,Compiler
2199,Distributed object,Analysis of algorithms
2200,Distributed computing,Analysis of algorithms
2201,Cryptography,Analysis of algorithms
2202,Broadband networks,Analysis of algorithms
2203,Analysis of algorithms,Artificial intelligence
2204,Natural language processing,Analysis of algorithms
2205,Computer vision,Analysis of algorithms
2206,Analysis of algorithms,Object-oriented design
2207,Combinatorial optimization,Analysis of algorithms
2208,Social network analysis,Analysis of algorithms
2209,Computational linguistics,Analysis of algorithms
2210,Network service,Analysis of algorithms
2211,Analysis of algorithms,Operating system
2212,Game theory,Analysis of algorithms
2213,Analysis of algorithms,Information management
2214,Computer-aided software engineering,Analysis of algorithms
2215,Data warehouse,Analysis of algorithms
2216,Analysis of algorithms,Software development
2217,Analysis of algorithms,Programming language
2218,Theory of computation,Analysis of algorithms
2219,Analysis of algorithms,Computer network
2220,Software metric,Analysis of algorithms
2221,Internet protocol suite,Analysis of algorithms
2222,Software analytics,Analysis of algorithms
2223,Test automation,Analysis of algorithms
2224,Analysis of algorithms,Computer security
2225,Software engineering,Analysis of algorithms
2226,Information retrieval,Analysis of algorithms
2227,Analysis of algorithms,Database
2228,Robotics,Analysis of algorithms
2229,Microarchitecture,Analysis of algorithms
2230,Internet protocol suite,Parallel computing
2231,Internet protocol suite,Modeling language
2232,Software testing,Internet protocol suite
2233,Internet protocol suite,Wireless network
2234,Internet protocol suite,Network security
2235,Internet protocol suite,Computer graphics
2236,Internet protocol suite,Computational geometry
2237,Internet protocol suite,Algorithm
2238,Internet protocol suite,Machine learning
2239,Internet protocol suite,Compiler
2240,Distributed object,Internet protocol suite
2241,Internet protocol suite,Information security
2242,Internet protocol suite,Distributed computing
2243,Internet protocol suite,Cryptography
2244,Internet protocol suite,Artificial intelligence
2245,Internet protocol suite,Natural language processing
2246,Internet protocol suite,Computer vision
2247,Internet protocol suite,Combinatorial optimization
2248,Internet protocol suite,Social network analysis
2249,Computational linguistics,Internet protocol suite
2250,Internet protocol suite,Network service
2251,Internet protocol suite,Operating system
2252,Internet protocol suite,Computer architecture
2253,Internet protocol suite,Software development
2254,Internet protocol suite,Programming language
2255,Internet protocol suite,Theory of computation
2256,Internet protocol suite,Computer network
2257,Internet protocol suite,Analysis of algorithms
2258,Internet protocol suite,Data mining
2259,Internet protocol suite,Discrete mathematics
2260,Internet protocol suite,Computer security
2261,Software engineering,Internet protocol suite
2262,Internet protocol suite,Information retrieval
2263,Internet protocol suite,Database
2264,Data-intensive computing,Data mining
2265,Data mining,Parallel computing
2266,Data mining,Modeling language
2267,Cloud computing,Data mining
2268,Software testing,Data mining
2269,Wireless network,Data mining
2270,Data mining,Data structure
2271,Assembly language,Data mining
2272,Network security,Data mining
2273,Knowledge management,Data mining
2274,Object-oriented analysis and design,Data mining
2275,Data mining,Computer graphics
2276,Data mining,Computational geometry
2277,Data mining,Algorithm
2278,Object-oriented programming,Data mining
2279,Data mining,Machine learning
2280,Software project management,Data mining
2281,Graphical model,Data mining
2282,Data integration,Data mining
2283,Software architecture,Data mining
2284,Data mining,Compiler
2285,Distributed object,Data mining
2286,Distributed computing,Data mining
2287,Cryptography,Data mining
2288,Broadband networks,Data mining
2289,Data mining,Artificial intelligence
2290,Natural language processing,Data mining
2291,Data mining,Computer vision
2292,Data mining,Object-oriented design
2293,Combinatorial optimization,Data mining
2294,Social network analysis,Data mining
2295,Computational linguistics,Data mining
2296,Network service,Data mining
2297,Data mining,Operating system
2298,Game theory,Data mining
2299,Information management,Data mining
2300,Computer-aided software engineering,Data mining
2301,Data warehouse,Data mining
2302,Data mining,Software development
2303,Data mining,Programming language
2304,Data mining,Theory of computation
2305,Data mining,Computer network
2306,Software metric,Data mining
2307,Internet protocol suite,Data mining
2308,Software analytics,Data mining
2309,Data mining,Discrete mathematics
2310,Test automation,Data mining
2311,Data mining,Computer security
2312,Software engineering,Data mining
2313,Information retrieval,Data mining
2314,Data mining,Database
2315,Robotics,Data mining
2316,Microarchitecture,Data mining
2317,Software analytics,Parallel computing
2318,Software analytics,Modeling language
2319,Software analytics,Software testing
2320,Software analytics,Data structure
2321,Software analytics,Network security
2322,Software analytics,Computer graphics
2323,Software analytics,Computational geometry
2324,Software analytics,Algorithm
2325,Software analytics,Object-oriented programming
2326,Software analytics,Machine learning
2327,Software analytics,Software project management
2328,Software analytics,Graphical model
2329,Software analytics,Data integration
2330,Software analytics,Software architecture
2331,Software analytics,Compiler
2332,Software analytics,Information security
2333,Software analytics,Distributed computing
2334,Software analytics,Cryptography
2335,Software analytics,Artificial intelligence
2336,Software analytics,Natural language processing
2337,Software analytics,Computer vision
2338,Software analytics,Object-oriented design
2339,Software analytics,Computational linguistics
2340,Software analytics,Network service
2341,Software analytics,Operating system
2342,Software analytics,Game theory
2343,Software analytics,Computer-aided software engineering
2344,Software analytics,Data warehouse
2345,Software analytics,Computer architecture
2346,Software analytics,Software development
2347,Software analytics,Programming language
2348,Software analytics,Theory of computation
2349,Software analytics,Computer network
2350,Software analytics,Analysis of algorithms
2351,Software analytics,Data mining
2352,Software analytics,Discrete mathematics
2353,Software analytics,Computer security
2354,Software analytics,Software engineering
2355,Software analytics,Information retrieval
2356,Software analytics,Database
2357,Software analytics,Robotics
2358,Discrete mathematics,Parallel computing
2359,Discrete mathematics,Modeling language
2360,Cloud computing,Discrete mathematics
2361,Software testing,Discrete mathematics
2362,Wireless network,Discrete mathematics
2363,Discrete mathematics,Data structure
2364,Assembly language,Discrete mathematics
2365,Network security,Discrete mathematics
2366,Knowledge management,Discrete mathematics
2367,Object-oriented analysis and design,Discrete mathematics
2368,Discrete mathematics,Computer graphics
2369,Discrete mathematics,Computational geometry
2370,Discrete mathematics,Algorithm
2371,Discrete mathematics,Machine learning
2372,Software project management,Discrete mathematics
2373,Graphical model,Discrete mathematics
2374,Data integration,Discrete mathematics
2375,Software architecture,Discrete mathematics
2376,Discrete mathematics,Compiler
2377,Distributed object,Discrete mathematics
2378,Distributed computing,Discrete mathematics
2379,Broadband networks,Discrete mathematics
2380,Discrete mathematics,Artificial intelligence
2381,Natural language processing,Discrete mathematics
2382,Discrete mathematics,Computer vision
2383,Discrete mathematics,Object-oriented design
2384,Combinatorial optimization,Discrete mathematics
2385,Social network analysis,Discrete mathematics
2386,Computational linguistics,Discrete mathematics
2387,Network service,Discrete mathematics
2388,Operating system,Discrete mathematics
2389,Game theory,Discrete mathematics
2390,Computer-aided software engineering,Discrete mathematics
2391,Data warehouse,Discrete mathematics
2392,Computer architecture,Discrete mathematics
2393,Software development,Discrete mathematics
2394,Discrete mathematics,Programming language
2395,Discrete mathematics,Theory of computation
2396,Discrete mathematics,Computer network
2397,Software metric,Discrete mathematics
2398,Internet protocol suite,Discrete mathematics
2399,Data mining,Discrete mathematics
2400,Software analytics,Discrete mathematics
2401,Test automation,Discrete mathematics
2402,Software engineering,Discrete mathematics
2403,Information retrieval,Discrete mathematics
2404,Database,Discrete mathematics
2405,Robotics,Discrete mathematics
2406,Microarchitecture,Discrete mathematics
2407,Test automation,Parallel computing
2408,Test automation,Modeling language
2409,Test automation,Cloud computing
2410,Test automation,Software testing
2411,Test automation,Data structure
2412,Test automation,Assembly language
2413,Test automation,Network security
2414,Object-oriented analysis and design,Test automation
2415,Test automation,Computer graphics
2416,Test automation,Computational geometry
2417,Test automation,Algorithm
2418,Test automation,Object-oriented programming
2419,Test automation,Machine learning
2420,Test automation,Software project management
2421,Test automation,Software architecture
2422,Test automation,Compiler
2423,Test automation,Information security
2424,Test automation,Distributed computing
2425,Test automation,Cryptography
2426,Test automation,Artificial intelligence
2427,Test automation,Natural language processing
2428,Test automation,Computer vision
2429,Test automation,Object-oriented design
2430,Test automation,Network service
2431,Test automation,Operating system
2432,Test automation,Computer-aided software engineering
2433,Test automation,Computer architecture
2434,Test automation,Software development
2435,Test automation,Programming language
2436,Test automation,Theory of computation
2437,Test automation,Computer network
2438,Software metric,Test automation
2439,Test automation,Analysis of algorithms
2440,Test automation,Data mining
2441,Test automation,Discrete mathematics
2442,Test automation,Computer security
2443,Test automation,Software engineering
2444,Test automation,Information retrieval
2445,Test automation,Database
2446,Test automation,Robotics
2447,Data-intensive computing,Computer security
2448,Computer security,Parallel computing
2449,Computer security,Modeling language
2450,Cloud computing,Computer security
2451,Software testing,Computer security
2452,Wireless network,Computer security
2453,Computer security,Data structure
2454,Assembly language,Computer security
2455,Network security,Computer security
2456,Knowledge management,Computer security
2457,Object-oriented analysis and design,Computer security
2458,Computer security,Computer graphics
2459,Computer security,Computational geometry
2460,Computer security,Algorithm
2461,Object-oriented programming,Computer security
2462,Software project management,Computer security
2463,Graphical model,Computer security
2464,Data integration,Computer security
2465,Software architecture,Computer security
2466,Computer security,Compiler
2467,Distributed object,Computer security
2468,Information security,Computer security
2469,Distributed computing,Computer security
2470,Cryptography,Computer security
2471,Broadband networks,Computer security
2472,Natural language processing,Computer security
2473,Computer security,Computer vision
2474,Computer security,Object-oriented design
2475,Combinatorial optimization,Computer security
2476,Social network analysis,Computer security
2477,Computational linguistics,Computer security
2478,Network service,Computer security
2479,Game theory,Computer security
2480,Computer security,Information management
2481,Computer-aided software engineering,Computer security
2482,Data warehouse,Computer security
2483,Computer architecture,Computer security
2484,Computer security,Software development
2485,Computer security,Programming language
2486,Computer security,Theory of computation
2487,Computer security,Computer network
2488,Software metric,Computer security
2489,Analysis of algorithms,Computer security
2490,Internet protocol suite,Computer security
2491,Data mining,Computer security
2492,Software analytics,Computer security
2493,Test automation,Computer security
2494,Software engineering,Computer security
2495,Information retrieval,Computer security
2496,Computer security,Database
2497,Robotics,Computer security
2498,Microarchitecture,Computer security
2499,Data-intensive computing,Software engineering
2500,Software engineering,Parallel computing
2501,Modeling language,Software engineering
2502,Cloud computing,Software engineering
2503,Software testing,Software engineering
2504,Software engineering,Wireless network
2505,Data structure,Software engineering
2506,Assembly language,Software engineering
2507,Software engineering,Network security
2508,Software engineering,Knowledge management
2509,Object-oriented analysis and design,Software engineering
2510,Software engineering,Computer graphics
2511,Software engineering,Computational geometry
2512,Software engineering,Algorithm
2513,Object-oriented programming,Software engineering
2514,Software engineering,Machine learning
2515,Software project management,Software engineering
2516,Graphical model,Software engineering
2517,Software engineering,Data integration
2518,Software architecture,Software engineering
2519,Software engineering,Compiler
2520,Distributed object,Software engineering
2521,Software engineering,Information security
2522,Software engineering,Cryptography
2523,Software engineering,Artificial intelligence
2524,Natural language processing,Software engineering
2525,Software engineering,Computer vision
2526,Object-oriented design,Software engineering
2527,Combinatorial optimization,Software engineering
2528,Social network analysis,Software engineering
2529,Computational linguistics,Software engineering
2530,Software engineering,Network service
2531,Software engineering,Operating system
2532,Game theory,Software engineering
2533,Software engineering,Information management
2534,Computer-aided software engineering,Software engineering
2535,Software engineering,Data warehouse
2536,Software engineering,Computer architecture
2537,Software engineering,Software development
2538,Software engineering,Programming language
2539,Software engineering,Theory of computation
2540,Software engineering,Computer network
2541,Software metric,Software engineering
2542,Software engineering,Analysis of algorithms
2543,Software engineering,Internet protocol suite
2544,Software engineering,Data mining
2545,Software analytics,Software engineering
2546,Software engineering,Discrete mathematics
2547,Test automation,Software engineering
2548,Software engineering,Computer security
2549,Software engineering,Information retrieval
2550,Software engineering,Database
2551,Robotics,Software engineering
2552,Software engineering,Microarchitecture
2553,Information retrieval,Parallel computing
2554,Information retrieval,Modeling language
2555,Cloud computing,Information retrieval
2556,Software testing,Information retrieval
2557,Wireless network,Information retrieval
2558,Information retrieval,Data structure
2559,Assembly language,Information retrieval
2560,Network security,Information retrieval
2561,Knowledge management,Information retrieval
2562,Object-oriented analysis and design,Information retrieval
2563,Information retrieval,Computer graphics
2564,Information retrieval,Computational geometry
2565,Information retrieval,Algorithm
2566,Object-oriented programming,Information retrieval
2567,Information retrieval,Machine learning
2568,Software project management,Information retrieval
2569,Graphical model,Information retrieval
2570,Data integration,Information retrieval
2571,Software architecture,Information retrieval
2572,Information retrieval,Compiler
2573,Distributed object,Information retrieval
2574,Information retrieval,Information security
2575,Translator (computing),Information retrieval
2576,Information retrieval,Distributed computing
2577,Information retrieval,Cryptography
2578,Broadband networks,Information retrieval
2579,Information retrieval,Artificial intelligence
2580,Natural language processing,Information retrieval
2581,Information retrieval,Computer vision
2582,Combinatorial optimization,Information retrieval
2583,Social network analysis,Information retrieval
2584,Computational linguistics,Information retrieval
2585,Information retrieval,Network service
2586,Information retrieval,Operating system
2587,Game theory,Information retrieval
2588,Information management,Information retrieval
2589,Computer-aided software engineering,Information retrieval
2590,Information retrieval,Data warehouse
2591,Information retrieval,Computer architecture
2592,Information retrieval,Software development
2593,Information retrieval,Programming language
2594,Information retrieval,Theory of computation
2595,Information retrieval,Computer network
2596,Software metric,Information retrieval
2597,Information retrieval,Analysis of algorithms
2598,Internet protocol suite,Information retrieval
2599,Information retrieval,Data mining
2600,Software analytics,Information retrieval
2601,Information retrieval,Discrete mathematics
2602,Test automation,Information retrieval
2603,Information retrieval,Computer security
2604,Software engineering,Information retrieval
2605,Information retrieval,Database
2606,Robotics,Information retrieval
2607,Microarchitecture,Information retrieval
2608,Data-intensive computing,Database
2609,Modeling language,Database
2610,Mobile app development,Database
2611,Cloud computing,Database
2612,Software testing,Database
2613,Wireless network,Database
2614,Data structure,Database
2615,Assembly language,Database
2616,Network security,Database
2617,Parallel processing (DSP implementation),Database
2618,Knowledge management,Database
2619,Object-oriented analysis and design,Database
2620,Database,Computer graphics
2621,Computational geometry,Database
2622,Database,Algorithm
2623,Object-oriented programming,Database
2624,Machine learning,Database
2625,Software project management,Database
2626,Graphical model,Database
2627,Data integration,Database
2628,Software architecture,Database
2629,Compiler,Database
2630,Distributed object,Database
2631,Information security,Database
2632,Distributed computing,Database
2633,Cryptography,Database
2634,Broadband networks,Database
2635,Artificial intelligence,Database
2636,Natural language processing,Database
2637,Database,Computer vision
2638,Database,Object-oriented design
2639,Combinatorial optimization,Database
2640,Social network analysis,Database
2641,Computational linguistics,Database
2642,Network service,Database
2643,Operating system,Database
2644,Game theory,Database
2645,Information management,Database
2646,Computer-aided software engineering,Database
2647,Data warehouse,Database
2648,Systems programming,Database
2649,Computer architecture,Database
2650,Software development,Database
2651,Database,Programming language
2652,Database,Theory of computation
2653,Database,Computer network
2654,Software metric,Database
2655,Analysis of algorithms,Database
2656,Internet protocol suite,Database
2657,Data mining,Database
2658,Software analytics,Database
2659,Database,Discrete mathematics
2660,Test automation,Database
2661,Computer security,Database
2662,Software engineering,Database
2663,Information retrieval,Database
2664,Robotics,Database
2665,Microarchitecture,Database
2666,Robotics,Parallel computing
2667,Robotics,Modeling language
2668,Cloud computing,Robotics
2669,Software testing,Robotics
2670,Robotics,Network security
2671,Object-oriented analysis and design,Robotics
2672,Robotics,Computer graphics
2673,Robotics,Computational geometry
2674,Robotics,Algorithm
2675,Object-oriented programming,Robotics
2676,Robotics,Machine learning
2677,Software project management,Robotics
2678,Software architecture,Robotics
2679,Robotics,Compiler
2680,Robotics,Information security
2681,Robotics,Distributed computing
2682,Robotics,Cryptography
2683,Robotics,Artificial intelligence
2684,Robotics,Natural language processing
2685,Robotics,Computer vision
2686,Combinatorial optimization,Robotics
2687,Computational linguistics,Robotics
2688,Robotics,Network service
2689,Robotics,Operating system
2690,Robotics,Game theory
2691,Robotics,Computer architecture
2692,Robotics,Software development
2693,Robotics,Programming language
2694,Robotics,Theory of computation
2695,Robotics,Computer network
2696,Software metric,Robotics
2697,Robotics,Analysis of algorithms
2698,Robotics,Data mining
2699,Software analytics,Robotics
2700,Robotics,Discrete mathematics
2701,Test automation,Robotics
2702,Robotics,Computer security
2703,Robotics,Software engineering
2704,Robotics,Information retrieval
2705,Robotics,Database
2706,Microarchitecture,Parallel computing
2707,Microarchitecture,Modeling language
2708,Microarchitecture,Cloud computing
2709,Software testing,Microarchitecture
2710,Microarchitecture,Data structure
2711,Microarchitecture,Assembly language
2712,Microarchitecture,Network security
