,topic_a,topic_b
1799,Test automation,Algorithm
1800,Test automation,Database
1801,Test automation,Computer vision
1802,Distributed computing,Algorithm design
1803,Distributed computing,Computer network
1804,Broadband networks,Distributed computing
1805,Distributed computing,Programming language
1806,Data integration,Distributed computing
1807,Game theory,Distributed computing
1808,Distributed computing,Discrete mathematics
1809,Microarchitecture,Distributed computing
1810,Distributed object,Distributed computing
1811,Assembly language,Distributed computing
1812,Distributed computing,Operating system
1813,Software architecture,Distributed computing
1814,Software project management,Distributed computing
1815,Distributed computing,Software development
1816,Internet protocol suite,Distributed computing
1817,Cloud computing,Distributed computing
1818,Object-oriented analysis and design,Distributed computing
1819,Distributed computing,Analysis of algorithms
1820,Computational linguistics,Distributed computing
1821,Distributed computing,Object-oriented design
1822,Software engineering,Distributed computing
1823,Social network analysis,Distributed computing
1824,Software metric,Distributed computing
1825,Software testing,Distributed computing
1826,Network security,Distributed computing
1827,Distributed computing,Computer graphics
1828,Distributed computing,Theory of computation
1829,Distributed computing,Compiler construction
1830,Computer-aided software engineering,Distributed computing
1831,Combinatorial optimization,Distributed computing
1832,Robotics,Distributed computing
1833,Distributed computing,Computer architecture
1834,Distributed computing,Computational geometry
1835,Test automation,Distributed computing
1836,Network service,Distributed computing
1837,Data-intensive computing,Distributed computing
1838,Knowledge management,Distributed computing
1839,Natural language processing,Distributed computing
1840,Distributed computing,Machine learning
1841,Distributed computing,Data structure
1842,Distributed computing,Computer security
1843,Information retrieval,Distributed computing
1844,Data warehouse,Distributed computing
1845,Graphical model,Distributed computing
1846,Software analytics,Distributed computing
1847,Information security,Distributed computing
1848,System programming,Distributed computing
1849,Distributed computing,Data mining
1850,Distributed computing,Cryptography
1851,Distributed computing,Artificial intelligence
1852,Distributed computing,Algorithm
1853,Distributed computing,Database
1854,Distributed computing,Computer vision
1855,Wireless network,Distributed computing
1856,Mobile application development,Distributed computing
1857,Network service,Algorithm design
1858,Network service,Computer network
1859,Broadband networks,Network service
1860,Network service,Programming language
1861,Network service,Information management
1862,Data integration,Network service
1863,Game theory,Network service
1864,Network service,Modeling language
1865,Network service,Discrete mathematics
1866,Microarchitecture,Network service
1867,Network service,Translator (computing)
1868,Distributed object,Network service
1869,Assembly language,Network service
1870,Network service,Operating system
1871,Software architecture,Network service
1872,Software project management,Network service
1873,Network service,Software development
1874,Internet protocol suite,Network service
1875,Cloud computing,Network service
1876,Object-oriented analysis and design,Network service
1877,Network service,Parallel computing
1878,Network service,Analysis of algorithms
1879,Computational linguistics,Network service
1880,Network service,Object-oriented design
1881,Software engineering,Network service
1882,Social network analysis,Network service
1883,Software metric,Network service
1884,Software testing,Network service
1885,Network security,Network service
1886,Network service,Computer graphics
1887,Network service,Theory of computation
1888,Network service,Compiler construction
1889,Computer-aided software engineering,Network service
1890,Combinatorial optimization,Network service
1891,Robotics,Network service
1892,Network service,Computer architecture
1893,Network service,Computational geometry
1894,Test automation,Network service
1895,Network service,Distributed computing
1896,Knowledge management,Network service
1897,Natural language processing,Network service
1898,Network service,Machine learning
1899,Network service,Data structure
1900,Network service,Computer security
1901,Information retrieval,Network service
1902,Data warehouse,Network service
1903,Graphical model,Network service
1904,Software analytics,Network service
1905,Network service,Information security
1906,System programming,Network service
1907,Network service,Data mining
1908,Object-oriented programming,Network service
1909,Network service,Artificial intelligence
1910,Network service,Algorithm
1911,Network service,Database
1912,Network service,Computer vision
1913,Wireless network,Network service
1914,Mobile application development,Network service
1915,Data-intensive computing,Algorithm design
1916,Data-intensive computing,Computer network
1917,Data-intensive computing,Programming language
1918,Data-intensive computing,Data integration
1919,Data-intensive computing,Modeling language
1920,Data-intensive computing,Assembly language
1921,Data-intensive computing,Operating system
1922,Data-intensive computing,Software architecture
1923,Data-intensive computing,Software project management
1924,Data-intensive computing,Software development
1925,Data-intensive computing,Cloud computing
1926,Data-intensive computing,Parallel computing
1927,Data-intensive computing,Analysis of algorithms
1928,Data-intensive computing,Software engineering
1929,Data-intensive computing,Software testing
1930,Data-intensive computing,Computer graphics
1931,Data-intensive computing,Theory of computation
1932,Data-intensive computing,Computer architecture
1933,Data-intensive computing,Computational geometry
1934,Data-intensive computing,Distributed computing
1935,Data-intensive computing,Knowledge management
1936,Data-intensive computing,Machine learning
1937,Data-intensive computing,Data structure
1938,Data-intensive computing,Computer security
1939,Data-intensive computing,Data warehouse
1940,Data-intensive computing,Graphical model
1941,Data-intensive computing,System programming
1942,Data-intensive computing,Data mining
1943,Data-intensive computing,Cryptography
1944,Data-intensive computing,Object-oriented programming
1945,Data-intensive computing,Artificial intelligence
1946,Data-intensive computing,Algorithm
1947,Data-intensive computing,Database
1948,Knowledge management,Algorithm design
1949,Knowledge management,Computer network
1950,Knowledge management,Programming language
1951,Information management,Knowledge management
1952,Data integration,Knowledge management
1953,Knowledge management,Discrete mathematics
1954,Knowledge management,Operating system
1955,Software architecture,Knowledge management
1956,Knowledge management,Software development
1957,Knowledge management,Cloud computing
1958,Object-oriented analysis and design,Knowledge management
1959,Knowledge management,Parallel computing
1960,Knowledge management,Analysis of algorithms
1961,Computational linguistics,Knowledge management
1962,Software engineering,Knowledge management
1963,Knowledge management,Social network analysis
1964,Software testing,Knowledge management
1965,Knowledge management,Network security
1966,Knowledge management,Computer graphics
1967,Knowledge management,Theory of computation
1968,Knowledge management,Compiler construction
1969,Computer-aided software engineering,Knowledge management
1970,Knowledge management,Combinatorial optimization
1971,Knowledge management,Computer architecture
1972,Knowledge management,Computational geometry
1973,Knowledge management,Distributed computing
1974,Knowledge management,Network service
1975,Data-intensive computing,Knowledge management
1976,Knowledge management,Natural language processing
1977,Knowledge management,Machine learning
1978,Knowledge management,Data structure
1979,Knowledge management,Computer security
1980,Knowledge management,Information retrieval
1981,Knowledge management,Data warehouse
1982,Knowledge management,Information security
1983,Knowledge management,Data mining
1984,Knowledge management,Cryptography
1985,Knowledge management,Object-oriented programming
1986,Knowledge management,Artificial intelligence
1987,Knowledge management,Algorithm
1988,Knowledge management,Database
1989,Knowledge management,Computer vision
1990,Natural language processing,Algorithm design
1991,Natural language processing,Computer network
1992,Broadband networks,Natural language processing
1993,Natural language processing,Programming language
1994,Data integration,Natural language processing
1995,Natural language processing,Game theory
1996,Natural language processing,Modeling language
1997,Natural language processing,Discrete mathematics
1998,Microarchitecture,Natural language processing
1999,Distributed object,Natural language processing
2000,Assembly language,Natural language processing
2001,Natural language processing,Operating system
2002,Software architecture,Natural language processing
2003,Software project management,Natural language processing
2004,Natural language processing,Software development
2005,Internet protocol suite,Natural language processing
2006,Cloud computing,Natural language processing
2007,Object-oriented analysis and design,Natural language processing
2008,Natural language processing,Parallel computing
2009,Natural language processing,Analysis of algorithms
2010,Natural language processing,Computational linguistics
2011,Natural language processing,Software engineering
2012,Social network analysis,Natural language processing
2013,Software metric,Natural language processing
2014,Software testing,Natural language processing
2015,Network security,Natural language processing
2016,Natural language processing,Computer graphics
2017,Natural language processing,Theory of computation
2018,Natural language processing,Compiler construction
2019,Computer-aided software engineering,Natural language processing
2020,Combinatorial optimization,Natural language processing
2021,Robotics,Natural language processing
2022,Natural language processing,Computer architecture
2023,Natural language processing,Computational geometry
2024,Test automation,Natural language processing
2025,Natural language processing,Distributed computing
2026,Natural language processing,Network service
2027,Knowledge management,Natural language processing
2028,Natural language processing,Machine learning
2029,Data structure,Natural language processing
2030,Natural language processing,Computer security
2031,Natural language processing,Information retrieval
2032,Data warehouse,Natural language processing
2033,Graphical model,Natural language processing
2034,Software analytics,Natural language processing
2035,Natural language processing,Information security
2036,System programming,Natural language processing
2037,Natural language processing,Data mining
2038,Natural language processing,Cryptography
2039,Object-oriented programming,Natural language processing
2040,Natural language processing,Artificial intelligence
2041,Natural language processing,Algorithm
2042,Natural language processing,Database
2043,Natural language processing,Computer vision
2044,Wireless network,Natural language processing
2045,Mobile application development,Natural language processing
2046,Machine learning,Computer network
2047,Broadband networks,Machine learning
2048,Machine learning,Programming language
2049,Machine learning,Information management
2050,Data integration,Machine learning
2051,Game theory,Machine learning
2052,Machine learning,Modeling language
2053,Discrete mathematics,Machine learning
2054,Microarchitecture,Machine learning
2055,Translator (computing),Machine learning
2056,Distributed object,Machine learning
2057,Assembly language,Machine learning
2058,Software architecture,Machine learning
2059,Software project management,Machine learning
2060,Machine learning,Software development
2061,Internet protocol suite,Machine learning
2062,Cloud computing,Machine learning
2063,Object-oriented analysis and design,Machine learning
2064,Parallel computing,Machine learning
2065,Analysis of algorithms,Machine learning
2066,Computational linguistics,Machine learning
2067,Machine learning,Object-oriented design
2068,Software engineering,Machine learning
2069,Social network analysis,Machine learning
2070,Software metric,Machine learning
2071,Software testing,Machine learning
2072,Network security,Machine learning
2073,Machine learning,Computer graphics
2074,Machine learning,Theory of computation
2075,Machine learning,Compiler construction
2076,Computer-aided software engineering,Machine learning
2077,Combinatorial optimization,Machine learning
2078,Robotics,Machine learning
2079,Computer architecture,Machine learning
2080,Machine learning,Computational geometry
2081,Test automation,Machine learning
2082,Distributed computing,Machine learning
2083,Network service,Machine learning
2084,Data-intensive computing,Machine learning
2085,Knowledge management,Machine learning
2086,Natural language processing,Machine learning
2087,Data structure,Machine learning
2088,Computer security,Machine learning
2089,Information retrieval,Machine learning
2090,Data warehouse,Machine learning
2091,Graphical model,Machine learning
2092,Software analytics,Machine learning
2093,Information security,Machine learning
2094,System programming,Machine learning
2095,Data mining,Machine learning
2096,Cryptography,Machine learning
2097,Object-oriented programming,Machine learning
2098,Machine learning,Algorithm
2099,Machine learning,Database
2100,Computer vision,Machine learning
2101,Wireless network,Machine learning
2102,Mobile application development,Machine learning
2103,Algorithm design,Data structure
2104,Data structure,Computer network
2105,Data structure,Programming language
2106,Information management,Data structure
2107,Data integration,Data structure
2108,Game theory,Data structure
2109,Discrete mathematics,Data structure
2110,Microarchitecture,Data structure
2111,Translator (computing),Data structure
2112,Distributed object,Data structure
2113,Data structure,Operating system
2114,Software architecture,Data structure
2115,Software project management,Data structure
2116,Data structure,Software development
2117,Cloud computing,Data structure
2118,Object-oriented analysis and design,Data structure
2119,Data structure,Parallel computing
2120,Data structure,Analysis of algorithms
2121,Computational linguistics,Data structure
2122,Object-oriented design,Data structure
2123,Data structure,Software engineering
2124,Social network analysis,Data structure
2125,Software metric,Data structure
2126,Software testing,Data structure
2127,Data structure,Network security
2128,Computer graphics,Data structure
2129,Compiler construction,Data structure
2130,Computer-aided software engineering,Data structure
2131,Combinatorial optimization,Data structure
2132,Data structure,Computer architecture
2133,Data structure,Computational geometry
2134,Test automation,Data structure
2135,Distributed computing,Data structure
2136,Network service,Data structure
2137,Data-intensive computing,Data structure
2138,Knowledge management,Data structure
2139,Data structure,Natural language processing
2140,Data structure,Machine learning
2141,Computer security,Data structure
2142,Information retrieval,Data structure
2143,Data warehouse,Data structure
2144,Software analytics,Data structure
2145,Information security,Data structure
2146,System programming,Data structure
2147,Data mining,Data structure
2148,Data structure,Cryptography
2149,Data structure,Object-oriented programming
2150,Data structure,Artificial intelligence
2151,Data structure,Algorithm
2152,Data structure,Database
2153,Computer vision,Data structure
2154,Mobile application development,Data structure
2155,Computer security,Algorithm design
2156,Computer security,Computer network
2157,Broadband networks,Computer security
2158,Computer security,Programming language
2159,Computer security,Information management
2160,Data integration,Computer security
2161,Game theory,Computer security
2162,Computer security,Modeling language
2163,Microarchitecture,Computer security
2164,Computer security,Translator (computing)
2165,Distributed object,Computer security
2166,Assembly language,Computer security
2167,Computer security,Operating system
2168,Software architecture,Computer security
2169,Software project management,Computer security
2170,Computer security,Software development
2171,Internet protocol suite,Computer security
2172,Cloud computing,Computer security
2173,Object-oriented analysis and design,Computer security
2174,Computational linguistics,Computer security
2175,Computer security,Object-oriented design
2176,Software engineering,Computer security
2177,Social network analysis,Computer security
2178,Software metric,Computer security
2179,Software testing,Computer security
2180,Network security,Computer security
2181,Computer security,Computer graphics
2182,Computer security,Theory of computation
2183,Computer security,Compiler construction
2184,Computer-aided software engineering,Computer security
2185,Combinatorial optimization,Computer security
2186,Robotics,Computer security
2187,Computer architecture,Computer security
2188,Computer security,Computational geometry
2189,Test automation,Computer security
2190,Distributed computing,Computer security
2191,Network service,Computer security
2192,Data-intensive computing,Computer security
2193,Knowledge management,Computer security
2194,Natural language processing,Computer security
2195,Computer security,Machine learning
2196,Computer security,Data structure
2197,Information retrieval,Computer security
2198,Data warehouse,Computer security
2199,Graphical model,Computer security
2200,Software analytics,Computer security
2201,Information security,Computer security
2202,System programming,Computer security
2203,Data mining,Computer security
2204,Cryptography,Computer security
2205,Object-oriented programming,Computer security
2206,Computer security,Artificial intelligence
2207,Computer security,Algorithm
2208,Computer security,Database
2209,Computer security,Computer vision
2210,Wireless network,Computer security
2211,Mobile application development,Computer security
2212,Information retrieval,Algorithm design
2213,Information retrieval,Computer network
2214,Broadband networks,Information retrieval
2215,Information retrieval,Programming language
2216,Information management,Information retrieval
2217,Data integration,Information retrieval
2218,Game theory,Information retrieval
2219,Information retrieval,Modeling language
2220,Information retrieval,Discrete mathematics
2221,Microarchitecture,Information retrieval
2222,Translator (computing),Information retrieval
2223,Distributed object,Information retrieval
2224,Assembly language,Information retrieval
2225,Information retrieval,Operating system
2226,Software architecture,Information retrieval
2227,Software project management,Information retrieval
2228,Information retrieval,Software development
2229,Internet protocol suite,Information retrieval
2230,Cloud computing,Information retrieval
2231,Object-oriented analysis and design,Information retrieval
2232,Information retrieval,Parallel computing
2233,Information retrieval,Analysis of algorithms
2234,Computational linguistics,Information retrieval
2235,Software engineering,Information retrieval
2236,Social network analysis,Information retrieval
2237,Software metric,Information retrieval
2238,Software testing,Information retrieval
2239,Network security,Information retrieval
2240,Information retrieval,Computer graphics
2241,Information retrieval,Theory of computation
2242,Information retrieval,Compiler construction
2243,Computer-aided software engineering,Information retrieval
2244,Combinatorial optimization,Information retrieval
2245,Robotics,Information retrieval
2246,Information retrieval,Computer architecture
2247,Information retrieval,Computational geometry
2248,Test automation,Information retrieval
2249,Information retrieval,Distributed computing
2250,Information retrieval,Network service
2251,Knowledge management,Information retrieval
2252,Natural language processing,Information retrieval
2253,Information retrieval,Machine learning
2254,Information retrieval,Data structure
2255,Information retrieval,Computer security
2256,Information retrieval,Data warehouse
2257,Graphical model,Information retrieval
2258,Software analytics,Information retrieval
2259,Information retrieval,Information security
2260,System programming,Information retrieval
2261,Information retrieval,Data mining
2262,Information retrieval,Cryptography
2263,Object-oriented programming,Information retrieval
2264,Information retrieval,Artificial intelligence
2265,Information retrieval,Algorithm
2266,Information retrieval,Database
2267,Information retrieval,Computer vision
2268,Wireless network,Information retrieval
2269,Mobile application development,Information retrieval
2270,Data warehouse,Algorithm design
2271,Data warehouse,Computer network
2272,Data warehouse,Programming language
2273,Information management,Data warehouse
2274,Data integration,Data warehouse
2275,Data warehouse,Modeling language
2276,Data warehouse,Discrete mathematics
2277,Data warehouse,Assembly language
2278,Data warehouse,Operating system
2279,Software architecture,Data warehouse
2280,Data warehouse,Software development
2281,Data warehouse,Cloud computing
2282,Data warehouse,Parallel computing
2283,Data warehouse,Analysis of algorithms
2284,Computational linguistics,Data warehouse
2285,Software engineering,Data warehouse
2286,Social network analysis,Data warehouse
2287,Software testing,Data warehouse
2288,Data warehouse,Network security
2289,Data warehouse,Computer graphics
2290,Data warehouse,Theory of computation
2291,Data warehouse,Compiler construction
2292,Computer-aided software engineering,Data warehouse
2293,Data warehouse,Computer architecture
2294,Data warehouse,Computational geometry
2295,Data warehouse,Distributed computing
2296,Data warehouse,Network service
2297,Data-intensive computing,Data warehouse
2298,Knowledge management,Data warehouse
2299,Data warehouse,Natural language processing
2300,Data warehouse,Machine learning
2301,Data warehouse,Data structure
2302,Data warehouse,Computer security
2303,Information retrieval,Data warehouse
2304,Graphical model,Data warehouse
2305,Software analytics,Data warehouse
2306,Data warehouse,Information security
2307,Data warehouse,Data mining
2308,Data warehouse,Cryptography
2309,Data warehouse,Object-oriented programming
2310,Data warehouse,Artificial intelligence
2311,Data warehouse,Algorithm
2312,Data warehouse,Database
2313,Data warehouse,Computer vision
2314,Graphical model,Algorithm design
2315,Graphical model,Computer network
2316,Graphical model,Programming language
2317,Data integration,Graphical model
2318,Graphical model,Game theory
2319,Graphical model,Modeling language
2320,Graphical model,Discrete mathematics
2321,Microarchitecture,Graphical model
2322,Graphical model,Operating system
2323,Graphical model,Software development
2324,Cloud computing,Graphical model
2325,Graphical model,Parallel computing
2326,Graphical model,Analysis of algorithms
2327,Graphical model,Computational linguistics
2328,Graphical model,Software engineering
2329,Social network analysis,Graphical model
2330,Software testing,Graphical model
2331,Graphical model,Network security
2332,Graphical model,Computer graphics
2333,Graphical model,Theory of computation
2334,Graphical model,Compiler construction
2335,Combinatorial optimization,Graphical model
2336,Graphical model,Computer architecture
2337,Graphical model,Computational geometry
2338,Graphical model,Distributed computing
2339,Graphical model,Network service
2340,Data-intensive computing,Graphical model
2341,Graphical model,Natural language processing
2342,Graphical model,Machine learning
2343,Graphical model,Computer security
2344,Graphical model,Information retrieval
2345,Graphical model,Data warehouse
2346,Software analytics,Graphical model
2347,Graphical model,Information security
2348,Graphical model,Data mining
2349,Graphical model,Cryptography
2350,Object-oriented programming,Graphical model
2351,Graphical model,Artificial intelligence
2352,Graphical model,Algorithm
2353,Graphical model,Database
2354,Graphical model,Computer vision
2355,Software analytics,Algorithm design
2356,Software analytics,Computer network
2357,Software analytics,Programming language
2358,Software analytics,Data integration
2359,Software analytics,Game theory
2360,Software analytics,Modeling language
2361,Software analytics,Discrete mathematics
2362,Software analytics,Operating system
2363,Software analytics,Software architecture
2364,Software analytics,Software project management
2365,Software analytics,Software development
2366,Software analytics,Parallel computing
2367,Software analytics,Analysis of algorithms
2368,Software analytics,Computational linguistics
2369,Software analytics,Object-oriented design
2370,Software analytics,Software engineering
2371,Software analytics,Software testing
2372,Software analytics,Network security
2373,Software analytics,Computer graphics
2374,Software analytics,Theory of computation
2375,Software analytics,Compiler construction
2376,Software analytics,Computer-aided software engineering
2377,Software analytics,Robotics
2378,Software analytics,Computer architecture
2379,Software analytics,Computational geometry
2380,Software analytics,Distributed computing
2381,Software analytics,Network service
2382,Software analytics,Natural language processing
2383,Software analytics,Machine learning
2384,Software analytics,Data structure
2385,Software analytics,Computer security
2386,Software analytics,Information retrieval
2387,Software analytics,Data warehouse
2388,Software analytics,Graphical model
2389,Software analytics,Information security
2390,Software analytics,Data mining
2391,Software analytics,Cryptography
2392,Software analytics,Object-oriented programming
2393,Software analytics,Artificial intelligence
2394,Software analytics,Algorithm
2395,Software analytics,Database
2396,Software analytics,Computer vision
2397,Information security,Algorithm design
2398,Information security,Computer network
2399,Broadband networks,Information security
2400,Information security,Programming language
2401,Information security,Information management
2402,Data integration,Information security
2403,Game theory,Information security
2404,Information security,Modeling language
2405,Information security,Discrete mathematics
2406,Microarchitecture,Information security
2407,Information security,Translator (computing)
2408,Distributed object,Information security
2409,Assembly language,Information security
2410,Information security,Operating system
2411,Software architecture,Information security
2412,Software project management,Information security
2413,Information security,Software development
2414,Internet protocol suite,Information security
2415,Cloud computing,Information security
2416,Object-oriented analysis and design,Information security
2417,Information security,Parallel computing
2418,Computational linguistics,Information security
2419,Information security,Object-oriented design
2420,Software engineering,Information security
2421,Social network analysis,Information security
2422,Software metric,Information security
2423,Software testing,Information security
2424,Network security,Information security
2425,Information security,Computer graphics
2426,Information security,Theory of computation
2427,Information security,Compiler construction
2428,Computer-aided software engineering,Information security
2429,Combinatorial optimization,Information security
2430,Robotics,Information security
2431,Information security,Computational geometry
2432,Test automation,Information security
2433,Information security,Distributed computing
2434,Network service,Information security
2435,Knowledge management,Information security
2436,Natural language processing,Information security
2437,Information security,Machine learning
2438,Information security,Data structure
2439,Information security,Computer security
2440,Information retrieval,Information security
2441,Data warehouse,Information security
2442,Graphical model,Information security
2443,Software analytics,Information security
2444,System programming,Information security
2445,Cryptography,Information security
2446,Object-oriented programming,Information security
2447,Information security,Artificial intelligence
2448,Information security,Algorithm
2449,Information security,Database
2450,Information security,Computer vision
2451,Wireless network,Information security
2452,Mobile application development,Information security
2453,System programming,Algorithm design
2454,System programming,Computer network
2455,System programming,Programming language
2456,System programming,Modeling language
2457,System programming,Discrete mathematics
2458,System programming,Assembly language
2459,System programming,Operating system
2460,System programming,Software architecture
2461,System programming,Software development
2462,System programming,Cloud computing
2463,System programming,Parallel computing
2464,System programming,Analysis of algorithms
2465,Computational linguistics,System programming
2466,Software engineering,System programming
2467,Software testing,System programming
2468,System programming,Network security
2469,System programming,Computer graphics
2470,System programming,Theory of computation
2471,System programming,Compiler construction
2472,System programming,Computer architecture
2473,System programming,Computational geometry
2474,System programming,Distributed computing
2475,System programming,Network service
2476,Data-intensive computing,System programming
2477,System programming,Natural language processing
2478,System programming,Machine learning
2479,System programming,Data structure
2480,System programming,Computer security
2481,System programming,Information retrieval
2482,System programming,Information security
2483,System programming,Data mining
2484,System programming,Cryptography
2485,System programming,Object-oriented programming
2486,System programming,Artificial intelligence
2487,System programming,Algorithm
2488,System programming,Database
2489,System programming,Computer vision
2490,Mobile application development,System programming
2491,Data mining,Algorithm design
2492,Data mining,Computer network
2493,Broadband networks,Data mining
2494,Data mining,Programming language
2495,Information management,Data mining
2496,Data integration,Data mining
2497,Game theory,Data mining
2498,Data mining,Modeling language
2499,Data mining,Discrete mathematics
2500,Microarchitecture,Data mining
2501,Data mining,Translator (computing)
2502,Distributed object,Data mining
2503,Assembly language,Data mining
2504,Data mining,Operating system
2505,Software architecture,Data mining
2506,Software project management,Data mining
2507,Data mining,Software development
2508,Internet protocol suite,Data mining
2509,Cloud computing,Data mining
2510,Object-oriented analysis and design,Data mining
2511,Parallel computing,Data mining
2512,Data mining,Analysis of algorithms
2513,Computational linguistics,Data mining
2514,Data mining,Object-oriented design
2515,Software engineering,Data mining
2516,Social network analysis,Data mining
2517,Software metric,Data mining
2518,Software testing,Data mining
2519,Network security,Data mining
2520,Data mining,Computer graphics
2521,Data mining,Theory of computation
2522,Data mining,Compiler construction
2523,Computer-aided software engineering,Data mining
2524,Combinatorial optimization,Data mining
2525,Robotics,Data mining
2526,Data mining,Computational geometry
2527,Test automation,Data mining
2528,Distributed computing,Data mining
2529,Network service,Data mining
2530,Data-intensive computing,Data mining
2531,Knowledge management,Data mining
2532,Natural language processing,Data mining
2533,Data mining,Machine learning
2534,Data mining,Data structure
2535,Data mining,Computer security
2536,Information retrieval,Data mining
2537,Data warehouse,Data mining
2538,Graphical model,Data mining
2539,Software analytics,Data mining
2540,System programming,Data mining
2541,Cryptography,Data mining
2542,Object-oriented programming,Data mining
2543,Data mining,Artificial intelligence
2544,Data mining,Algorithm
2545,Data mining,Database
2546,Data mining,Computer vision
2547,Wireless network,Data mining
2548,Mobile application development,Data mining
2549,Cryptography,Algorithm design
2550,Cryptography,Computer network
2551,Broadband networks,Cryptography
2552,Cryptography,Programming language
2553,Data integration,Cryptography
2554,Game theory,Cryptography
2555,Cryptography,Modeling language
2556,Discrete mathematics,Cryptography
2557,Microarchitecture,Cryptography
2558,Distributed object,Cryptography
2559,Assembly language,Cryptography
2560,Cryptography,Operating system
2561,Software architecture,Cryptography
2562,Software project management,Cryptography
2563,Cryptography,Software development
2564,Internet protocol suite,Cryptography
2565,Cloud computing,Cryptography
2566,Object-oriented analysis and design,Cryptography
2567,Cryptography,Parallel computing
2568,Cryptography,Analysis of algorithms
2569,Computational linguistics,Cryptography
2570,Software engineering,Cryptography
2571,Social network analysis,Cryptography
2572,Software metric,Cryptography
2573,Software testing,Cryptography
2574,Network security,Cryptography
2575,Cryptography,Computer graphics
2576,Cryptography,Theory of computation
2577,Cryptography,Compiler construction
2578,Computer-aided software engineering,Cryptography
2579,Combinatorial optimization,Cryptography
2580,Robotics,Cryptography
2581,Cryptography,Computer architecture
2582,Cryptography,Computational geometry
2583,Test automation,Cryptography
2584,Distributed computing,Cryptography
2585,Data-intensive computing,Cryptography
2586,Knowledge management,Cryptography
2587,Natural language processing,Cryptography
2588,Cryptography,Machine learning
2589,Data structure,Cryptography
2590,Cryptography,Computer security
2591,Information retrieval,Cryptography
2592,Data warehouse,Cryptography
2593,Graphical model,Cryptography
2594,Software analytics,Cryptography
2595,Cryptography,Information security
2596,System programming,Cryptography
2597,Cryptography,Data mining
2598,Object-oriented programming,Cryptography
2599,Cryptography,Artificial intelligence
2600,Cryptography,Algorithm
2601,Cryptography,Database
2602,Computer vision,Cryptography
2603,Wireless network,Cryptography
2604,Mobile application development,Cryptography
2605,Object-oriented programming,Algorithm design
2606,Object-oriented programming,Computer network
2607,Object-oriented programming,Programming language
2608,Object-oriented programming,Information management
2609,Data integration,Object-oriented programming
2610,Object-oriented programming,Game theory
2611,Modeling language,Object-oriented programming
2612,Object-oriented programming,Discrete mathematics
2613,Microarchitecture,Object-oriented programming
2614,Translator (computing),Object-oriented programming
2615,Distributed object,Object-oriented programming
2616,Assembly language,Object-oriented programming
2617,Object-oriented programming,Operating system
2618,Software architecture,Object-oriented programming
2619,Software project management,Object-oriented programming
2620,Object-oriented programming,Software development
2621,Cloud computing,Object-oriented programming
2622,Object-oriented analysis and design,Object-oriented programming
2623,Object-oriented programming,Parallel computing
2624,Object-oriented programming,Analysis of algorithms
2625,Computational linguistics,Object-oriented programming
2626,Object-oriented design,Object-oriented programming
2627,Object-oriented programming,Software engineering
2628,Software metric,Object-oriented programming
2629,Object-oriented programming,Software testing
2630,Object-oriented programming,Network security
2631,Object-oriented programming,Computer graphics
2632,Object-oriented programming,Theory of computation
2633,Compiler construction,Object-oriented programming
2634,Computer-aided software engineering,Object-oriented programming
2635,Combinatorial optimization,Object-oriented programming
2636,Object-oriented programming,Robotics
2637,Object-oriented programming,Computer architecture
2638,Object-oriented programming,Computational geometry
2639,Test automation,Object-oriented programming
2640,Object-oriented programming,Network service
2641,Data-intensive computing,Object-oriented programming
2642,Knowledge management,Object-oriented programming
2643,Object-oriented programming,Natural language processing
2644,Object-oriented programming,Machine learning
2645,Data structure,Object-oriented programming
2646,Object-oriented programming,Computer security
2647,Object-oriented programming,Information retrieval
2648,Data warehouse,Object-oriented programming
2649,Object-oriented programming,Graphical model
2650,Software analytics,Object-oriented programming
2651,Object-oriented programming,Information security
2652,System programming,Object-oriented programming
2653,Object-oriented programming,Data mining
2654,Object-oriented programming,Cryptography
2655,Object-oriented programming,Artificial intelligence
2656,Object-oriented programming,Algorithm
2657,Object-oriented programming,Database
2658,Object-oriented programming,Computer vision
2659,Mobile application development,Object-oriented programming
2660,Algorithm design,Artificial intelligence
2661,Artificial intelligence,Computer network
2662,Broadband networks,Artificial intelligence
2663,Artificial intelligence,Programming language
2664,Artificial intelligence,Information management
2665,Data integration,Artificial intelligence
2666,Game theory,Artificial intelligence
2667,Discrete mathematics,Artificial intelligence
2668,Microarchitecture,Artificial intelligence
2669,Translator (computing),Artificial intelligence
2670,Distributed object,Artificial intelligence
2671,Assembly language,Artificial intelligence
2672,Software architecture,Artificial intelligence
2673,Software project management,Artificial intelligence
2674,Internet protocol suite,Artificial intelligence
2675,Cloud computing,Artificial intelligence
2676,Object-oriented analysis and design,Artificial intelligence
2677,Analysis of algorithms,Artificial intelligence
2678,Computational linguistics,Artificial intelligence
2679,Object-oriented design,Artificial intelligence
2680,Software engineering,Artificial intelligence
2681,Social network analysis,Artificial intelligence
2682,Software metric,Artificial intelligence
2683,Software testing,Artificial intelligence
2684,Network security,Artificial intelligence
2685,Artificial intelligence,Theory of computation
2686,Artificial intelligence,Compiler construction
2687,Computer-aided software engineering,Artificial intelligence
2688,Combinatorial optimization,Artificial intelligence
2689,Robotics,Artificial intelligence
2690,Computer architecture,Artificial intelligence
2691,Test automation,Artificial intelligence
2692,Distributed computing,Artificial intelligence
2693,Network service,Artificial intelligence
2694,Data-intensive computing,Artificial intelligence
