concept,Length,Temperature,Physical quantity,Metre,Distance,Physics,Hertz,Joule,Kilogram,Speed,Work (physics),Light,Mass,Motion,Velocity,Displacement (vector),Position (vector),Direction (geometry),Frame of reference,Inertial frame of reference,Non-inertial reference frame,Scalar (mathematics),Euclidean vector,Acceleration,Newton's laws of motion,Equations of motion,Force,Planet,Gravity,Free fall,Friction,Gravitational field,Gravitational acceleration,Gravity of Earth,Electric potential energy,Potential energy,Energy,Tension (physics),Electrical resistance and conductance,Energy level,Kinetic energy,Mechanical energy,Le Sage's theory of gravitation,Wave,Transmission medium,Sound,Amplitude,Reflection (physics),Crest (physics),Wavelength,Frequency,Transverse wave,Motion graphs and derivatives,Standing wave,Interference (wave propagation),Ray (optics),Hardness,Geometrical optics,Optical microscope,Telescope,Specular reflection,Angle of incidence,Mirror image,Refractive index,Snell's law,Refraction,Virtual image,Real image,Magnification,Plane mirror,Curved mirror,Total internal reflection,Laser,Field (physics),Magnet,Electric field,Magnetic field,Electron,Plasticity (physics),Electric charge,Strength of materials,Electrical polarity,Compass,Magnetism,Coulomb,Insulator (electricity),Electrostatics,Electrical conductor,Electroscope,Series and parallel circuits,Power (physics),Voltage,Electric potential,Ohm's law,Electromotive force,Electric current,Ohm,Collision,Ammeter,Ohmmeter,Voltmeter,Scalar multiplication,Phase velocity,Contact force,Resultant force,Free body diagram,Normal force,Gravitational constant,Compression (physics),Tangential and normal components,Torque,Lever,Crystallinity,Stiffness,Refracting telescope,Rarefaction,Diffraction,Pitch (music),Intensity (physics),Sound intensity,Musical tone,Resonance (particle physics),Coulomb's law,Newton's law of universal gravitation,Field line,Capacitance,Capacitor,Dielectric,Color,Projectile motion,Elastic collision,Inelastic collision,Elasticity (physics),Relative velocity,Hooke's law,Fracture,Creep (deformation),Fatigue (material),Deformation (engineering),Doppler effect,Electromagnetic radiation,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Sonic boom,Shock wave,Electromagnetic spectrum,Scattering,Photoelectric effect,Emission spectrum,Absorption spectroscopy
Reflection (physics),0.09711256148390657,0.013707802135129671,0.05436634160235591,0.11160388068831772,0.505703906346269,1.0,0.22505848254940242,0.06880038444791989,0.004701969835306011,0.22930529463352878,0.0652861831876184,0.7576082430916284,0.0024951585526892485,0.45584443805905084,0.000458494837702622,0.001158738900861546,0.057406123200495644,0.1818024044251895,0.0005651643541278893,0.0,0.0,0.0007615472223403531,0.002984499856984489,0.0,0.0,0.0,0.007693781013918673,0.0,0.0,0.0,0.005927631489667367,0.002581859902968607,0.0,0.0,0.0,0.0,0.020551064494465778,0.0,0.0,0.0,0.0,0.0,0.0,0.5679390987144423,0.0,0.11579151598720333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crest (physics),0.18497630758839353,0.0,0.42593209369753465,0.2125788203587005,0.781589458604767,1.0,0.4286828239036238,0.13104835132937126,0.0,0.4367719897781502,0.1243546346430827,0.12417758809815056,0.0,0.8682751201124781,0.0,0.8196437211282466,0.10934499657237269,0.3462902941432182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0817887594560809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wavelength,0.18997010410605497,0.0,0.1290566993907559,0.07111695876500372,0.2892502311253403,1.0,0.1863046127662631,0.033236514690842954,0.12141040469571861,0.18982014647048845,0.03153885263921585,0.0420893468384238,0.06442793558293201,0.19536190202530748,0.13520988315281898,0.24835065234667697,0.11229697820843104,0.07791531618222407,0.001692037979587273,0.0,0.0,0.002279986014754011,0.00893525409238357,0.0,0.0,0.0,0.023034307785150993,0.0,0.0,0.0,0.01774665641287961,0.007729795734441945,0.0,0.0,0.0,0.0,0.06152755634994436,0.0,0.0,0.0,0.0,0.0,0.0,0.2434024708776181,0.0,0.0,0.4376642080079843,0.0,0.19629593194442932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frequency,0.15414692299032792,0.0,0.20902184319349887,0.17714901696558372,0.38355707793691174,1.0,0.35723568658635313,0.1092069594411427,0.06675407386380207,0.3639766581484584,0.10362886220256891,0.10348132341512545,0.03542387640972083,0.7235626000937316,0.07434132642684133,0.4022318202531727,0.09112083047697724,0.28857524511934846,0.0009303191810685917,0.0,0.0,0.0012535857632528923,0.004912796503476659,0.0,0.0,0.0,0.012664762028799525,0.0,0.0,0.0,0.009757496616454798,0.004250009352182282,0.0,0.0,0.0,0.0,0.03382918499890534,0.0,0.0,0.0,0.0,0.0,0.0,0.9014906328800673,0.0,0.0,0.24063727439282376,0.0,0.4907398298610733,0.5498216897563482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transverse wave,0.08789264888398098,0.0,0.1640919142827468,0.09834253839023992,0.30111022940841675,1.0,0.19831588582457355,0.06062517187667173,0.026951177485198593,0.20205807003755538,0.057528545933014874,0.05744664122297617,0.014301976270092897,0.4016786770613799,0.03001444207139762,0.3157707747781917,0.05195595866439861,0.16019971551485324,0.00037560550114171183,0.0,0.0,0.0005061206072198593,0.001983484195796184,0.0,0.0,0.0,0.005113249716300369,0.0,0.0,0.0,0.003939475269447171,0.0017158916263016319,0.0,0.0,0.0,0.0,0.013658138242548698,0.0,0.0,0.0,0.0,0.0,0.0,0.5004536784399625,0.0,0.0,0.17179342744238635,0.0,0.3852536982086931,0.2219840840885443,0.08416044106940168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motion graphs and derivatives,0.22391698644252298,0.0,0.060170411025667496,0.12351854428962782,0.48268590100074504,1.0,0.5322988936178945,0.07614541072551938,0.0,0.5423432756299671,0.07225603858777567,0.057653880188427035,0.0,0.5045097093785126,0.3863139518651971,0.05854598008058904,0.1323639899307298,0.16077763656649416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022590668903232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Standing wave,0.162418221297126,0.0034761674640141687,0.09092628560672766,0.18665457397349305,0.34132160328154365,1.0,0.3764044307446452,0.1150668450696918,0.011722666629740855,0.38350711297593665,0.10918943529636527,0.19212220158583018,0.00622077829634122,0.7623879103426634,0.013055062201786772,0.10903199371317523,0.09601024089281503,0.30405977046721594,0.00016337312448033812,0.0,0.0,0.0002201418901322153,0.0008627349957324868,0.0,0.0,0.0,0.0022240557709111365,0.0,0.0,0.0,0.001713511600938404,0.000746343105749084,0.0,0.0,0.0,0.0,0.005940734926637037,0.0,0.0,0.0,0.0,0.0,0.0,0.9498633009858268,0.0,0.029363620550960416,0.19214526205228574,0.25359043191217506,0.07181558485771805,0.09655405283526117,0.054909556063573055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interference (wave propagation),0.2042442938570801,0.0,0.4702991471853726,0.23472201180351682,0.8630034253580516,1.0,0.4733364061503648,0.1446989526786371,0.0,0.48226817689157675,0.13730798755616028,0.13711249902565092,0.0,0.9587186656123512,0.0,0.9050215955696388,0.1207348762816931,0.3823614900683639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1944728714624722,0.0,0.0,0.0,0.0,1.104164617187415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray (optics),0.0,0.0,0.0,0.0,0.8428398439104484,1.0,0.0,0.0,0.0,0.0,0.0,1.262680405152714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hardness,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geometrical optics,0.08477307881091575,0.005781209213391452,0.022928781132932056,0.04706847800436531,0.39174246266260276,1.0,0.09491749005714668,0.029016279381204088,0.001983036453619095,0.0967085655998388,0.02753417944253477,0.5868796249301347,0.001052322864853134,0.19225051829618522,0.0007538838736243065,0.006798284285969118,0.050111888018845314,0.07667441688453304,0.00023835574360905196,0.0,0.0,0.0003211794111722543,0.0012587005488171193,0.0,0.0,0.0,0.0032448205222844135,0.0,0.0,0.0,0.002499954219052499,0.001088888803003347,0.0,0.0,0.0,0.0,0.008667326988615276,0.0,0.0,0.0,0.0,0.0,0.0,0.23952598073462864,0.0,0.04883459598109023,0.002440265317786382,0.421745890143516,0.0082941943075111,0.005575656572177052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optical microscope,0.4229190026677681,0.0,0.14187299095335548,0.0,0.33375026668308505,1.0,0.0,0.2877094067710393,0.0,0.0,0.2730137220304877,0.3156701012881785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telescope,0.21145950133388405,0.007126143301229047,0.02826290729927389,0.133344297684382,0.31606494146641817,1.0,0.11699898948016345,0.03576659437613698,0.0024443678508152037,0.11920673884702351,0.033939700354513345,0.4735051519322678,0.0012971340868849397,0.23697546526092278,0.00023835330304114658,0.0006023824516029829,0.029843169332475314,0.09451186803475425,0.0002938065589625467,0.0,0.0,0.0003958982325213551,0.0015515232459377686,0.0,0.0,0.0,0.003999691963232524,0.4546982699657982,0.0,0.0,0.0030815407908459627,0.001342206684257598,0.0,0.0,0.0,0.0,0.010683684308883412,0.0,0.0,0.0,0.0,0.0,0.0,0.29524903875275404,0.0,0.06019542212946886,0.0,0.5198603854199589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Specular reflection,0.11218883031587362,0.015835874002731218,0.06280646066505309,0.12892985873109328,0.5842120614701117,1.0,0.2599977544003632,0.07948132083585997,0.00543192855736712,0.26490386410449673,0.075421556343363,0.8752233627798932,0.0028825201930776437,0.5266121450242729,0.0005296740067581036,0.001338627670228851,0.06631815407216736,0.21002637341056504,0.0006529034643612149,0.0,0.0,0.0008797738500474559,0.0034478294354172642,0.0,0.0,0.0,0.008888204362738942,0.0,0.0,0.0,0.00684786842410214,0.0029826815205724402,0.0,0.0,0.0,0.0,0.023741520686407586,0.0,0.0,0.0,0.0,0.0,0.0,0.6561089750061202,0.0,0.13376760473215304,0.0,1.1552453009332422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564216415790728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angle of incidence,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirror image,0.06096129768184045,0.004108767308816748,0.016295730334716478,0.03345207145455393,0.7904313692630095,1.0,0.06745887681739154,0.020735813100615445,0.0014093652473168745,0.06873181338927482,0.01967666465084596,1.1841658991295567,0.0007478971311769022,0.13663450249278433,0.00013742893148318365,0.00034731961173505325,0.030050203119408925,0.0544933293173358,0.0001694019799423693,0.0,0.0,0.00022826564757988046,0.0008945719616217767,0.0,0.0,0.0,0.0023061286995214557,0.0,0.0,0.0,0.0017767442397670417,0.000773884935067444,0.0,0.0,0.0,0.0,0.0061599621240408875,0.0,0.0,0.0,0.0,0.0,0.0,0.17023368000158795,0.0,0.03470727041699106,0.00011965194327997209,0.2997393213232196,0.00040668383868014326,0.00027338754481332704,0.0,0.0,0.0,0.0,0.0,0.9378191775981021,0.0,0.04903235005139154,0.0,0.0,0.1845644653195771,0.05545892561785519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Refractive index,0.0,0.0,0.0,0.0,0.7087303513492982,1.0,0.7815773800612229,0.0,0.0,0.7963256011667981,0.0,0.7056155205265167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snell's law,0.013926624485704068,0.0,0.009461089671120328,0.005213552858467583,0.9510881516335398,1.0,0.013657908933406517,0.002436554222524128,0.008900543181840276,0.01391563115762686,0.002312099366809349,1.4248500249688973,0.00472318352129611,0.014321894811409159,0.009912176856912175,0.018206476710045504,0.00823244190841218,0.005711937440161409,0.00012404255747581222,0.0,0.0,0.00016714476843371896,0.0006550395337968878,0.0,0.0,0.0,0.0016886349371732698,0.0,0.0,0.0,0.0013009995488606396,0.0005666679136243042,0.0,0.0,0.0,0.0,0.004510557999854044,0.0,0.0,0.0,0.0,0.0,0.0,0.017843727710506973,0.0,0.0,0.032084969919043166,0.0,0.014390368132531098,0.07330955863417975,0.0,0.0,0.0,0.0,0.0,1.128432831581456,0.0,0.0,0.0,0.0,0.0,0.7979923186124719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
