concept,Inertial frame of reference,Elastic collision,Reflection (physics),Displacement (vector),Relative velocity,Fatigue (material),Torque,Non-inertial reference frame,Acceleration,Frequency,Insulator (electricity),Gravitational field,Electrostatics,Hardness,Speed,Euclidean vector,Compression (physics),Subtractive color,Wavelength,Refraction,Laser,Ohmmeter,Amplitude,Temperature,Hertz,Sonic boom,Optical microscope,Ammeter,Magnetic field,Lever,Sound,Gravitational constant,Work (physics),Elasticity (physics),Frame of reference,Electric potential,Field (physics),Pigment,Ohm's law,Plane mirror,Electromotive force,Normal force,Gravity of Earth,Ray (optics),Angle of incidence,Electromagnetic radiation,Free body diagram,Tangential and normal components,Mechanical energy,Newton's laws of motion,Ohm,Telescope,Newton's law of universal gravitation,Distance,Sound intensity,Phase velocity,Interference (wave propagation),Color,Capacitor,Compass,Contact force,Resultant force,Mirror image,Dielectric,Energy,Diffraction,Hooke's law,Transmission medium,Equations of motion,Snell's law,Planet,Electrical conductor,Scalar (mathematics),Electromagnetic spectrum,Kinetic energy,Plasticity (physics),Magnetism,Friction,Series and parallel circuits,Standing wave,Motion,Gravity,Creep (deformation),Physical quantity,Electrical polarity,Emission spectrum,Metre,Electric charge,Inelastic collision,Gravitational acceleration,Field line,Geometrical optics,Total internal reflection,Magnification,Refractive index,Le Sage's theory of gravitation,Position (vector),Mass,Dispersion (optics),Direction (geometry),Power (physics),Huygens–Fresnel principle,Electroscope,Fracture,Light,Kilogram,Doppler effect,Physics,Potential energy,Crystallinity,Voltage,Transverse wave,Rarefaction,Strength of materials,Refracting telescope,Energy level,Musical tone,Photoelectric effect,Pitch (music),Voltmeter,Projectile motion,Coulomb's law,Collision,Electric current,Virtual image,Electric potential energy,Electron,Scattering,Electrical resistance and conductance,Velocity,Specular reflection,Coulomb,Shock wave,Tension (physics),Curved mirror,Intensity (physics),Stiffness,Force,Magnet,Resonance (particle physics),Absorption spectroscopy,Electric field,Scalar multiplication,Free fall,Deformation (engineering),Real image,Crest (physics),Motion graphs and derivatives,Capacitance,Length,Wave,Joule
Angle of incidence,0.0,0.0,0.10978941801189447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3135656026845809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6493742678604467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3212693128165965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09749389952865735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297625559963631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10579855059550382,0.0,0.0,0.04670016815794224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14911649179243242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06565459727665077,0.0
Electromagnetic radiation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005339691800553925,0.06275269211745334,0.0,0.0,0.0016039288537293699,0.0,0.025797724682165474,0.0,0.0,0.0,0.05106772880951736,0.007188834330023575,0.006557690847146551,0.0,0.00817320977068834,0.012285763145917498,0.005859878024313167,0.0,0.0,0.0,0.056391325225075756,0.0,0.001284633492079829,0.0,0.0,0.0,0.0032078577074587398,0.001536862815581205,0.0,0.0,0.0018877818481683214,0.0,0.0018413625772293616,0.0,0.0,0.0,0.0,0.05546753191861572,0.0,0.0,0.0,0.0,0.0015051059650732683,0.0,0.0,0.029152980084050553,0.0,0.0,0.0,0.007365450308917446,0.0,0.0,0.0,0.0,0.0,0.0,0.06539754109302039,0.001676365693252932,0.0,0.0,0.0,0.002382391537189199,0.0025639939765214627,0.0017148811814147384,0.0,0.02164145331925047,0.001388172271426204,0.0,0.01726752181834314,0.0,0.0,0.0,0.007080099631641218,0.0012604993318244793,0.0,0.0,0.0,0.0061918552198340915,0.0,0.001388172271426204,0.0,0.0,0.0,0.0,0.0,0.0,0.003775563696336643,0.0,0.0,0.002982657797288986,0.0,0.0,0.0,0.0,0.0,0.0,0.08277180723060004,0.0,0.0,0.023286690185544055,0.0013094289438337788,0.0,0.00424805977898473,0.0051279879530429255,0.0,0.0,0.0,0.01842918567677419,0.0,0.007691981929564388,0.0,0.0,0.0,0.0015051059650732683,0.0,0.006547144719168893,0.0,0.0,0.019022243877059048,0.007147174611567597,0.0,0.0066449344703463295,0.0,0.0025209986636489587,0.0,0.0,0.0,0.0,0.0,0.010005383291610994,0.1773203366433441,0.0,0.0,0.031579142126042424,0.0,0.0,0.0,0.0,0.0,0.0,0.0015697747107584674,0.07754910272951362,0.13208160158008567,0.0
Free body diagram,0.0,0.0,0.0,0.0,0.0,0.0,0.011130146022587118,0.014249108392649921,0.022693690152354184,0.0,0.0,0.039162019563145155,0.013633395256699644,0.0,0.00707356967091634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11863568355142778,0.0,0.0,0.0,0.0,0.3947307702644233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04695474571934872,0.0,0.0,0.0,0.03336377492948069,0.0,0.0,0.0,0.0,0.0,0.0,0.014576490042025277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07360103020645788,0.0,0.0,0.01203616937379007,0.03214273296152422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01690172751797092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027301636769258546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018827314332647935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643945756767839,0.0,0.0,0.0,0.0,0.0,0.08717579520172973,0.0,0.0,0.0,0.0,0.0,0.01690172751797092,0.0,0.0
Tangential and normal components,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13847203194157492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8737390294942946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6782352159461481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11167624785080958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107777212316224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06930207490313137,0.0
Mechanical energy,0.0,0.0474879538440525,0.0,0.0,0.0,0.0,0.0,0.0,0.008651553430516257,0.0,0.0,0.007464901089749076,0.0,0.0,0.029663356684487874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02274950695641196,0.0,0.0,0.0,0.0,0.0036546870600415666,0.0,0.00832563054984288,0.0,0.0,0.0,0.0,0.004980156631135576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035243299850537843,0.0,0.0,0.37388445889304905,0.0,0.0,0.0,0.0,0.011114039328230416,0.0,0.0,0.0,0.017900636197992183,0.0058237990723431455,0.0,0.0,0.0,0.0,0.0,0.3735067408357053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058478283516238766,0.0,0.005086806614041367,0.02805904377372294,0.0,0.0,0.03670855175584068,0.0,0.0,0.0,0.0,0.0,0.0,0.004498329501249136,0.0284927723064315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025773895335322223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020816497243422938,0.06364746259250699,0.0,0.0,0.0,0.0,0.0,0.0,0.02239470326924723,0.0,0.0,0.0,0.0,0.0,0.0,0.094975907688105,0.0,0.0,0.005312498816786612,0.0024656398221877124,0.0,0.0,0.028710274055650808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06779173989770552,0.014222799279267099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005487261062711283,0.012977330145774386
Newton's laws of motion,0.022883722336685775,0.0,0.0,0.0,0.005589804440894648,0.0,0.00426819758978267,0.0054642598555884655,0.04351297521837822,0.0032991590441424465,0.0,0.007508941804142875,0.0,0.0,0.0488264101178296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007508941804142875,0.0,0.0,0.02614072836830315,0.0,0.0,0.0,0.0,0.0,0.0,0.01819780396659069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05767223149487717,0.0,0.018938638615011244,0.014127882450506984,0.02794902220447324,0.0,0.0,0.0,0.024008326228182233,0.0,0.0,0.0,0.0,0.0,0.0,0.007993836604843752,0.0,0.0,0.0,0.005589804440894648,0.0,0.016715122973782987,0.0,0.0,0.0,0.0,0.0,0.0,0.01612833363141934,0.0,0.0,0.36001993348150824,0.004108707261551769,0.0,0.010091445454154382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11990753593132761,0.0,0.0,0.0,0.0,0.0,0.0,0.02075399296342479,0.0,0.0,0.052348271091498685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009553623752697287,0.0,0.0,0.0,0.0,0.0,0.0,0.05414935538150954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27573162079978647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012962976857440823,0.0036797561895467986,0.0
Ohm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03343785289713999,0.009303398300094898,0.0,0.0,0.0,0.0,0.0,0.012237241454725956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017982749501948232,0.0,0.01754056592964176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7312090229457244,0.0,0.0,0.0,0.0,0.0,0.0,0.07016226371856704,0.017119961066112178,0.0,0.0,0.0,0.0,0.0,0.03893549725635104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048948965818903824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04735397795983232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057349727289860736,0.0,0.0,0.0,0.0,0.08093286303065736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02494687901614354,0.0,0.0,0.021744392569810603,0.0,0.0,0.010549788203638928,0.0,0.024014685545966374,0.0,0.0,0.0,0.0,0.0,0.03465814588473401,0.033448100374000554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17047432065539636,0.0,0.06358145947857853
Telescope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013765106658022023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08013705136262725,0.006110509180520038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02588484822868733,0.0,0.0,0.0,0.0,0.0,1.0667406722658335,0.0,0.00583059601681011,0.0,0.0,0.0,0.031303163812899146,0.0,0.0,0.0,0.0,0.0,0.0,0.01389697748226683,0.0,0.0,0.0,0.0,0.0,0.008717579520172972,0.0,0.0,0.044148564771270965,0.0,0.0,0.0,0.0,0.0,0.0,0.004814467749516028,0.0,0.0,0.0,0.0,0.0,0.030574277111499928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013521382014376736,0.0,0.0,0.0,0.0,0.0,0.0,0.07422175241776884,0.0,0.0,0.005460327353851709,0.0,0.0,0.0,0.0,0.0,0.0,0.10526153873717956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009965164468198093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526153873717954,0.0,0.0,0.0,0.05073819533656084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13521382014376737,0.05373576269412032,0.0
Newton's law of universal gravitation,0.006041730430012833,0.0,0.0,0.0,0.0059032514188887405,0.0,0.004507535772387306,0.00577066695029436,0.03676236410973263,0.0034841586167111815,0.0,0.07137003565246079,0.0,0.0,0.011458742146032699,0.00577066695029436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004422180712611249,0.047580023768307195,0.0,0.0,0.011042625441563574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02030206280037732,0.0,0.026667491133909916,0.04476030047403615,0.16529103972888473,0.0,0.0,0.0,0.025354587512005537,0.0,0.0,0.0,0.0,0.0,0.0,0.005628059416494355,0.0,0.0,0.0,0.0059032514188887405,0.0,0.12356693712394712,0.0,0.0,0.0,0.0,0.0,0.0,0.004258181542874732,0.0,0.0,0.17548060021600473,0.22997240924704246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02549395166727467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16085600488286964,0.0,0.0,0.0,0.0,0.0,0.0,0.015655548764132186,0.005181128010610472,0.0,0.019349290856717504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362256021220944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026686691655310932,0.0,0.008678204122529905,0.0,0.0,0.0,0.0,0.0,0.16594881689980115,0.0,0.0,0.0,0.0,0.0,0.017652419589135302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065269462827567334,0.004948738566213669,0.0,0.0,0.0,0.0,0.004068867509819133,0.008196389783382697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6098636789776588,0.0,0.0,0.0,0.027009367006705014,0.0,0.0,0.0,0.0,0.0,0.0,0.003996918302421876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027693841037039098,0.012326121784655307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004861116321540309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007852240663724802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005414935538150954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044472842064481695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14583348964620926,0.0,0.0
Sound intensity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024313367738354116,0.0,0.0,0.0,0.0,0.013327015322016291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016361226080816336,0.01405359034807333,0.0,0.0,0.0,0.0,0.0,0.0,0.7097600043741055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015115934363956486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012051754285550444,0.0,0.0,0.0274629522530911,0.924239308764776,0.0,0.0,0.04423273147474879,0.0,0.0,0.0,0.0,0.0,0.0,0.032728388998092175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02478985513737924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060926317345363044,0.0,0.0,0.053207627461831115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031637903760125194,0.0
Phase velocity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08223639087972716,0.0,0.0,0.0,0.0,0.09466100589020396,0.0,0.0,0.0,0.0212782203372989,0.0,0.0,0.0,0.06640732938684277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008836739153701033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013933409598994749,0.0,0.27099703735527136,0.0,0.04488321281996569,0.0,0.0,0.0,0.0,0.0,0.018128592381844846,0.006641937767259882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020483114142147787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07669113758183806,0.0,0.0,0.0,0.017076380296251657,0.0,0.0,0.0,0.0,0.0,0.029561359725214304,0.0,0.0,0.01957286459560815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29694550914360157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071323155209265885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032312126137297344,0.1559296685320456,0.0
Interference (wave propagation),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051375950203306577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046015091330130486,0.0,0.07041407442320347,0.0,0.17552184587052436,0.0,0.0076268141541414,0.0,0.0,0.0,0.0,0.0,0.005015971762361169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02350730871245175,0.03781035624551715,0.0,0.02678365661432206,0.0,0.0,0.0,0.028759090428811935,0.0,0.0,0.0,0.0,0.0,0.0,0.015959426437232225,0.026182107293915048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008450108098152569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014765213021194873,0.0,0.0,0.0,0.0,0.01504791528708351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011444093470545513,0.0,0.0,0.1278554922390894,0.0,0.0,0.021947428851612435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017989620294024275,0.0,0.010011354572636806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029709652981131096,0.018604541686177138,0.0,0.0043242948113855675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003551541451085817,0.003427543854579562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10869662220037835,0.2754941140142148,0.0
Color,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004919713706587783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020064516181573813,0.09971435806159426,0.0,0.0,0.0,0.0,0.008531065108654486,0.0015823961918049973,0.0,0.0,0.0,0.0,0.0,0.00208140763746072,0.0,0.0,0.0,0.0,0.0,0.0,0.04451764690004022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005286494977580677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1724916709684878,0.0,0.0,0.0,0.0,0.0,0.0,0.0013244919887790967,0.0027161057053438267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035064231550985,0.0,0.0,0.0,0.0,0.0,0.0,0.0022942844847400425,0.0,0.0,0.005016129045393453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003058649475404685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15032081455578183,0.0,0.0,0.009107217543997535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036984597332815694,0.015440132836328828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568911971170684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15142163509501805,0.042983544991238375,0.0
Capacitor,0.0,0.0,0.0,0.0,0.0,0.0,0.004173804758470169,0.0,0.002836711269044273,0.036563564560371,0.0,0.0,0.0017041744070874555,0.0,0.001768392417729085,0.0,0.0,0.0,0.0,0.0,0.008709433156366514,0.0,0.006513026536017272,0.026107246685074685,0.0,0.0,0.0,0.0,0.0011983156610328599,0.0,0.0027298461706696366,0.0,0.0,0.0,0.0,0.0016329167415550304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005466183765759479,0.0,0.0,0.0,0.00586934321491859,0.8287378076080303,0.002965892088785695,0.0,0.0,0.0,0.2892207738457401,0.04863942118793391,0.0,0.0,0.0,0.0,0.0,0.0,0.003644122510506319,0.0,0.0,0.0014749330383903418,0.0,0.0033357712603617434,0.0,0.001864803334648192,0.0,0.0015045211717237587,0.0,0.0,0.0,0.0,0.0,0.0013649230853348183,0.0029498660767806836,0.0,0.0,0.0035039841925697548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014496436019095477,0.0015991750878903475,0.0,0.005119056894235977,0.0027825365056467796,0.0,0.218155569899945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015991750878903475,0.0,0.0013912682528233898,0.0,0.0,0.026678697037575316,0.0,0.0,0.0,0.0,0.004017841620190528,0.0,0.0,0.0,0.0,0.0,0.003865716271758794,0.00839418672847514,0.0,0.0,0.03475115416995294,0.0,0.002724243600054054,0.0,0.0,0.0,0.0,0.13009507915410798,0.00422543187949273,0.0023989179774160864,0.011346845076177092
Compass,0.0,0.0,0.0,0.0,0.0,0.0,0.007407435066226921,0.0,0.005034436381921576,0.0019085578770721662,0.0,0.0,0.0,0.0,0.015692219406469695,0.0,0.0,0.0,0.0,0.0,0.009274208685277651,0.0,0.0,0.02316684006184102,0.0,0.0,0.0,0.0,0.038280664120367125,0.00621867501752994,0.002422389093426981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012934769320568505,0.0,0.0,0.0,0.013888775753163444,0.0,1.4264625022241642,0.0,0.0,0.0,0.0,0.0030829472230284776,0.0,0.0,0.0,0.0,0.0,0.00966967011623282,0.0,0.0,0.0,0.0,0.0,0.0148003503019463,0.0069976601122668375,0.0,0.0,0.010680559853875147,0.0,0.0,0.0,0.0,0.0,0.002422389093426981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037495299954542994,0.0,0.0,0.0,0.0,0.00621867501752994,0.0,0.03601844853891299,0.0,0.0,0.006056677098982271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407435066226921,0.0,0.0,0.017217402990430238,0.0,0.0,0.004176707957754661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017151642161387138,0.2979506552086739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00296007006038926,0.0112485899863629,0.005321831690513501,0.0
Contact force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1233811108934849,0.0,0.0,0.0,0.0,0.0684200001791667,0.0,0.0,0.0,0.0,0.0,0.0,0.03789887410926572,0.0,0.0,0.0,0.12208233887030666,0.0,0.0,0.655945840849058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05467505101051156,0.0,0.0,0.0,0.027857035233320993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021972245773362195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05323819170005416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336313271746404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4623396661023517,0.03879979643384064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
