concept,Complex plane,Maxima and minima,Addition,Function composition,Partial fraction decomposition,Quadrant (plane geometry),Division (mathematics),Angle,Amplitude,Rectangle,Cross product,Graph of a function,Algebra,Sum,Rotation of axes,Sine wave,Simultaneous equations,Polar coordinate system,Minute and second of arc,Multiplicative inverse,Existential quantification,Natural logarithm,Sine,Empty set,Monotonic function,Geometry,Rationalisation (mathematics),Right angle,Dot product,Determinant,Operation (mathematics),Homogeneous polynomial,Solution of triangles,Set (mathematics),Graph (mathematics),Interval (mathematics),Absolute value,Distributive property,Analytic geometry,Change of variables,E (mathematical constant),Inverse function,Basis (linear algebra),List of mathematical symbols,Piecewise,Real number,Force,System of linear equations,Euclidean vector,Equation solving,Binary logarithm,Sign (mathematics),Exponential function,Constant function,Imaginary number,Polynomial,Linear equation,Multiplication,Minor (linear algebra),Binary number,Empty sum,Degree of a polynomial,Geometric progression,Integer,Degree (angle),Semi-major axis,Logarithm,Function (mathematics),Equality (mathematics),Real line,Factorization,Vector field,Norm (mathematics),Trigonometric substitution,Periodic function,Even and odd functions,Natural number,Polygon,Number,Invertible matrix,Mathematical induction,Right triangle,Pythagorean theorem,Scalar (mathematics),Radius,Trigonometric tables,Cone,Trigonometric functions,Square (algebra),Triangle,Identity (mathematics),Line segment,Product (mathematics),Zero of a function,Base (exponentiation),Simple harmonic motion,Complex conjugate,Asymptote,Commutative property,Conic section,Work (physics),Mathematics,Inverse trigonometric functions,Identity matrix,Quadratic formula,Slope,Perpendicular,Square matrix,Parity (mathematics),Focus (geometry),Quadratic equation,Extended real number line,Matrix multiplication,Cartesian coordinate system,Descartes' rule of signs,Calculus,Inverse element,Arithmetic mean,Floor and ceiling functions,Cylinder (geometry),Circular motion,Line (geometry),Synthetic division,Nth root,Distance,Rational number,Hyperbola,Parallel (geometry),Binomial theorem,Mereology,Binomial,Plane curve,Ellipse,Binomial coefficient,Parametric equation,Transformation (function),Summation,Equality,Complex number,Elementary matrix,Subtraction,Vector space,Secant line,Associative property,Vector (mathematics and physics),Continuous function,Triangular matrix,Image (mathematics),Symmetry,Coordinate system,Line–line intersection,Mathematical proof,Equation,Scalar multiplication,Fundamental theorem of algebra,Length,Series (mathematics),Linear function,Exponential growth,Displacement (vector),Linear inequality,Differential equation,Infinity,Area,Main diagonal,Limit of a sequence,Open set,Union (set theory),Spherical law of cosines,Polynomial long division,Arithmetic,Universal quantification,Edge,Position (vector),Point (geometry),Exponentiation,Matrix (mathematics),Monomial,Mathematical analysis,Rational function,Pythagorean trigonometric identity,Rotation (mathematics),Product topology,Range (mathematics),Limit of a function,Algebraic equation,Circular sector,Injective function,Closed set,Curve,Set-builder notation,Dependent and independent variables,Origin (mathematics),Rational root theorem,Zero (complex analysis),Chord (geometry),Prime number,Trigonometry,Unit circle,Geometric series,Algebraic operation,Vertical line test,Common logarithm,Logistic function,Law of sines,Cubic function,Circle,Quadratic function,Expression (mathematics),Division by zero,Eccentricity (mathematics),Plane (geometry),Semi-minor axis,Limit (mathematics),Orientation (geometry),Inequality (mathematics),Domain of a function,Scientific notation,Derivative,Formula,Square root,Matrix ring,Negative number,Algebraic expression
Algebraic equation,0.0,0.0,0.006882628936373674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08455674165173564,0.007829252779177459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016141721655353273,0.0,0.0,0.005727397781012779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002571149940217404,0.0,0.009896312330112567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17178305786978335,0.028601350786784854,0.0,0.0,0.0,0.0,0.0,0.0,0.017057900052377846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06185486979525067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010089580863029234,0.0,0.0,0.0,0.0,0.005003166477422276,0.0,0.0,0.02410946714991114,0.0,0.0,0.0,0.0,0.0,0.06673648516916467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011900824208873824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003683903740813929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7505900569739271,0.0,0.012376942149536971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021227692407871025,0.0,0.0,0.0,0.0,0.0,0.0,0.004757208427472737,0.0,0.0,0.0,0.0,0.006789123696282527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162825014859822,0.0,0.0,0.0,0.026223243524255015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533783595594952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061884710747684854,0.0,0.0,0.0,0.013103264256768127
Circular sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303836871091455,0.0,0.0,0.0,0.0,0.0,0.0295201334296855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04319021277485047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10054181419025733,0.0,0.0,0.0,0.0,0.028242075372804976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03880530514969864,0.0,0.01414829864516955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42685835664668503,0.0,0.0,0.0,0.0,0.0,0.0,0.03880530514969864,0.2667961340879965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1092526068909903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594705290142359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31066282910085474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09333431784896733,0.0,0.0,0.0,0.0
Injective function,0.0,0.0,0.03230621745644785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03674955386144521,0.08819977587255871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05035116474874692,0.0,0.0,0.05658344331101594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012068662984693937,0.0,0.0,0.0,0.0,0.0,0.0,0.04475041279564977,0.0,0.0,0.02179266591839502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03368257012574443,0.021269351007918737,0.0,0.10771662569858197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14516959237660873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03522637621858541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02621452381244792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029804129250481884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380614152791843,0.0,0.1230886940934419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035158501994716394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02556659119378302,0.05809585090598986,0.0,0.0,0.05385831284929098,0.0
Closed set,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02323542482664181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07073452345118836,0.0,0.021246798219886114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032426591454723944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047690684375000236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015819826661479453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065154523809176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018560133706566506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06622232825905595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35102301148430576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028613869227881516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3037997569417072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01812288283467234,0.0,0.0,0.0,0.0,0.06779276890596671,0.010592518465945973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010919399943327213,0.0,0.0,0.03874416145979233,0.0,0.0,0.0,0.0,0.0,0.008154672712469944,0.0,0.0,0.0,0.0,0.0,0.0,0.01163328733746996,0.0,0.0,0.0,0.0,0.0,0.0,0.008696536562500043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03140707735298106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00485425275341611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04184300015561075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01590350500442841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02088638483057309,0.0,0.00761511368254714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075559509812349905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004025278776530852,0.0,0.0,0.0,0.0,0.0,0.027432890813479358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022653603543340426,0.0,0.0,0.0063339691583339935,0.0,0.0,0.0,0.02729849985831803,0.0,0.0,0.14620469381401163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019146546093373868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009800601500515305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009144296937826453,1.15305144319886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030401763489548886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073691939323256945,0.0,0.0,0.0,0.0,0.0
Set-builder notation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009867098214053372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04958748743324637,0.0,0.0,0.06007589662977641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024302190303132246,0.0,0.0,0.0,0.040504416866438554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12092415448089774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18087078752454547,0.0,0.35079337116758597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011822550922675925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05624362126111601,0.0,0.0,0.0,0.0,0.0,0.0,0.11201919023937347,0.0,0.0,0.0,0.0,0.08256851449470326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09129327425137544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42728250856434985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19497922564339062,0.0,0.0,0.0,0.0
Dependent and independent variables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10592518465945973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10919399943327213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334744001244886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05076742455031427,0.0,0.0,0.0,0.15167251222346023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45335705887409944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23678539357265585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Origin (mathematics),0.07617196305828874,0.0,0.0,0.0,0.0,0.0,0.0,0.06418521003946454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11861236226639596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646626862041174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05927758355378189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07192051811294521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14150616542922767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08107958954397138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035304077516133486,0.0,0.0,0.06085009721973385,0.0,0.0,0.0,0.0,0.0,0.0,0.08973122974306491,0.5371734807914217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rational root theorem,0.030468785223315496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048019877975059744,0.03001213565351359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4805282835006103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11443007951803473,0.0,0.0,0.0,0.0,0.0,0.0,0.038676726641612064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047422066843025516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009589402415059362,0.0,0.0,0.046209812037329684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718838960531155,0.021408527780165804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036546170449780646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1546914991971355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04297387846331373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25348054262806263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04744494490655839,0.0,0.0,0.0,0.0
Zero (complex analysis),0.1706251972505668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21608737670529785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007884859816666706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03902319202756053,0.028475750133369497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06538861686744842,0.0,0.0,0.022005945815486365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22762592084652247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030941381313289655,0.0,0.0,0.0,0.0,0.00767152193204749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06778382883097629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028713993517780773,0.0,0.0,0.0,0.04950127974308337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3787397782610587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023654131895048724,0.06579218860502932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18764187588466924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03795595592524671,0.022970221303214716,0.0,0.03518743106153678,0.0
Chord (geometry),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20388243189006386,0.0,0.0,0.0,0.0,0.0,0.026481296164864932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13649249929159016,0.0,0.0,0.03874416145979233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0260891160607155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01442395960311362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02729849985831803,0.0,0.0,0.0,0.0,0.06116004534352458,0.0,0.025334802907957404,0.0,0.062229681936785616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12025589540403328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09800601500515305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784851310743079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11826168648193439,0.0,0.0,0.0,0.0,0.0,0.04304028532451529,0.0,0.19347972591060345,0.03166984579166997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40535684652731846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418631866822574,0.0,0.0,0.0,0.0
Prime number,0.0,0.0,0.004957217083609431,0.0,0.0,0.0,0.0,0.006431920839027762,0.0,0.0,0.0,0.0,0.018045048090836648,0.08646502547358821,0.0,0.0,0.0,0.0,0.0,0.0021339772670861856,0.0,0.002575372727232358,0.0019376805744943904,0.0,0.0,0.015125591217079678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01792952291398204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037037441727557595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01671984284970808,0.0,0.00313073704890792,0.0,0.0,0.0,0.0,0.0,0.05835831672407975,0.0,0.0,0.018950840603106735,0.0,0.0,0.0,0.0896266525515436,0.0,0.0,0.0,0.0,0.0,0.03617887751502195,0.014534051765115182,0.5613426283923897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001798294987203657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01801766633309692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018280993049580186,0.01285736227159124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009437632919801679,0.00442222265337789,0.0,0.0018796744668171349,0.0,0.0,0.0,0.0,0.0016079802097569405,0.0,0.0,0.0,0.0,0.0,0.0,0.007750722297977562,0.0,0.0,0.009883605904516144,0.0,0.0022479640019139433,0.0,0.0,0.0,0.0,0.012354507380645183,0.008494031408855839,0.0,0.0,0.0,0.0,0.0,0.0,0.041116582233271665,0.0,0.013913171232464315,0.0,0.0,0.004889869885631465,0.0,0.0,0.0018518370481509958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023084483686974668,0.0,0.0,0.0,0.0,0.0,0.0,0.3052150870674188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003596589974407314,0.002754757129034716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06537299298189674,0.01618465488483291,0.0,0.0,0.0
